lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
FLJ20718	-0.002	0	0.002	0.991	0.196	0.907	0.001	0	0	1	1	1	3
FLJ20920	-0.002	0	0.002	0.98	2.596	0.458	0.001	0	0	1	1	1	4
FLJ21106	-0.002	0	0.002	0.999	0.001	0.999	0.001	0	0	1	1	1	3
FLJ21125	-0.049	-0.007	0.035	0.731	1.557	0.459	0.021	0	0	1	1	1	3
FLJ21159	-0.024	0.032	0.087	0.266	3.63	0.163	0.028	0.001	44.903	1.815	1	1	3
FLJ21408	-0.173	-0.059	0.054	0.305	0.622	0.43	0.058	0	0	1	1	1	2
FLJ21687	-0.002	0	0.002	0.993	0.181	0.981	0.001	0	0	1	1	1	4
FLJ21749	-0.022	0.01	0.043	0.532	0.555	0.758	0.017	0	0	1	1	1	3
FLJ21827	-0.031	0.005	0.042	0.771	0.649	0.723	0.019	0	0	1	1	1	3
FLJ21839	-0.031	-0.001	0.029	0.958	8.208	0.017	0.015	0.001	75.634	4.104	1	1	3
FLJ21901	-0.051	-0.012	0.027	0.544	0.472	0.79	0.02	0	0	1	1	1	3
FLJ21945	-0.015	0.02	0.054	0.273	0.157	0.925	0.018	0	0	1	1	1	3
FLJ22104	-0.042	0.002	0.045	0.943	3.187	0.203	0.022	0.001	37.248	1.594	1	1	3
FLJ22167	-0.012	0.015	0.043	0.276	0.216	0.898	0.014	0	0	1	1	1	3
FLJ22184	-0.063	-0.008	0.046	0.758	11.646	0.04	0.028	0.002	57.066	2.329	1	1	6
FLJ22386	-0.038	-0.011	0.015	0.398	1.01	0.603	0.014	0	0	1	1	1	3
FLJ22471	-0.039	-0.009	0.021	0.557	0.584	0.747	0.015	0	0	1	1	1	3
FLJ22555	-0.104	-0.039	0.026	0.237	0.738	0.691	0.033	0	0	1	1	1	3
FLJ22639	-0.002	0	0.002	0.995	0.163	0.983	0.001	0	0	1	1	1	4
FLJ22763	-0.074	0.031	0.135	0.563	1.117	0.291	0.053	0.001	10.442	1.117	1	1	2
FLJ22795	-0.038	0.051	0.14	0.263	7.053	0.07	0.045	0.004	57.467	2.351	1	1	4
FLJ23834	-0.002	0	0.002	0.993	0.606	0.895	0.001	0	0	1	1	1	4
FLJ23867	-0.474	-0.126	0.222	0.479	1.645	0.2	0.178	0.033	39.208	1.645	1	1	2
FLJ25006	-0.081	0.02	0.122	0.695	5.143	0.162	0.052	0.004	41.665	1.714	1	1	4
FLJ25222	-0.077	-0.019	0.039	0.531	1.957	0.376	0.03	0	0	1	1	1	3
FLJ25328	-0.094	0.117	0.327	0.276	0.081	0.776	0.107	0	0	1	1	1	2
FLJ25476	-0.023	0.013	0.049	0.48	3.272	0.195	0.018	0	38.878	1.636	1	1	3
FLJ25694	-0.591	-0.181	0.23	0.388	5.068	0.024	0.209	0.073	80.27	5.068	1	1	2
FLJ25758	-0.067	0.024	0.114	0.607	0.497	0.481	0.046	0	0	1	1	1	2
FLJ25917	-0.2	-0.022	0.155	0.806	0.759	0.384	0.091	0	0	1	1	1	2
FLJ26850	-0.037	0.004	0.046	0.848	7.813	0.167	0.021	0.001	36.003	1.563	1	1	6
FLJ27354	-0.157	0.003	0.164	0.967	0.534	0.465	0.082	0	0	1	1	1	2
FLJ30058	-0.047	-0.015	0.016	0.335	5.897	0.117	0.016	0	49.126	1.966	1	1	4
FLJ30064	-0.119	0.003	0.125	0.96	0.952	0.329	0.062	0	0	1	1	1	2
FLJ30403	-0.064	0.022	0.107	0.62	0.183	0.669	0.043	0	0	1	1	1	2
FLJ30679	-0.325	-0.078	0.168	0.533	2.233	0.135	0.126	0.021	55.226	2.233	1	1	2
FLJ30834	-0.178	-0.062	0.055	0.297	4.545	0.103	0.059	0.006	55.997	2.273	1	1	3
FLJ30901	-0.372	-0.081	0.21	0.585	2.255	0.133	0.148	0.025	55.663	2.255	1	1	2
FLJ31204	-0.002	0	0.002	0.998	0.006	0.997	0.001	0	0	1	1	1	3
FLJ31306	-0.13	0.185	0.499	0.251	0.863	0.353	0.161	0	0	1	1	1	2
FLJ31356	-0.247	-0.01	0.228	0.937	2.319	0.128	0.121	0.018	56.882	2.319	1	1	2
FLJ31413	-0.038	-0.008	0.022	0.601	1.848	0.397	0.015	0	0	1	1	1	3
FLJ31568	-0.059	-0.008	0.043	0.767	0.467	0.926	0.026	0	0	1	1	1	4
FLJ31713	-0.634	-0.176	0.283	0.453	3.789	0.052	0.234	0.085	73.605	3.789	1	1	2
FLJ31945	-0.054	0.068	0.191	0.275	1.554	0.213	0.063	0.004	35.645	1.554	1	1	2
FLJ32255	-0.129	0.076	0.281	0.468	1.046	0.593	0.104	0	0	1	1	1	3
FLJ33360	-0.068	0.075	0.219	0.304	0.485	0.785	0.073	0	0	1	1	1	3
FLJ33534	-0.047	-0.006	0.036	0.789	0.19	0.909	0.021	0	0	1	1	1	3
FLJ33544	-0.099	0.007	0.113	0.894	0.314	0.575	0.054	0	0	1	1	1	2
FLJ33630	-0.853	-0.023	0.807	0.957	5.666	0.017	0.423	0.302	82.35	5.666	1	1	2
FLJ33718	-0.004	0	0.004	0.923	3.74	0.154	0.002	0	46.526	1.87	1	1	3
FLJ34503	-0.012	0.015	0.041	0.275	0.337	0.845	0.014	0	0	1	1	1	3
FLJ34969	-0.047	-0.011	0.024	0.523	1.149	0.563	0.018	0	0	1	1	1	3
FLJ35024	-0.623	-0.204	0.214	0.339	1.939	0.164	0.213	0.057	48.43	1.939	1	1	2
FLJ35220	-0.004	0	0.004	0.903	2.601	0.457	0.002	0	0	1	1	1	4
FLJ35390	-0.49	0.613	1.715	0.276	7.462	0.006	0.563	0.554	86.599	7.462	1	1	2
FLJ35776	-0.706	-0.026	0.653	0.94	5.999	0.014	0.347	0.2	83.33	5.999	1	1	2
FLJ35816	-0.031	0.005	0.04	0.799	0.127	0.721	0.018	0	0	1	1	1	2
FLJ36070	-0.002	0	0.002	0.986	1.198	0.754	0.001	0	0	1	1	1	4
FLJ36445	-0.002	0	0.002	0.976	0.808	0.668	0.001	0	0	1	1	1	3
FLJ36848	-0.068	0.003	0.073	0.944	0.735	0.391	0.036	0	0	1	1	1	2
FLJ36874	-0.028	0.001	0.031	0.934	1.886	0.389	0.015	0	0	1	1	1	3
FLJ36980	-0.064	-0.02	0.024	0.369	0.924	0.63	0.022	0	0	1	1	1	3
FLJ37035	-0.116	0.031	0.179	0.678	0.154	0.694	0.075	0	0	1	1	1	2
FLJ37078	-0.08	-0.001	0.078	0.975	0.833	0.841	0.04	0	0	1	1	1	4
FLJ37201	-0.059	0.018	0.095	0.639	1.074	0.585	0.039	0	0	1	1	1	3
FLJ37357	-0.102	0.008	0.119	0.882	0.215	0.898	0.056	0	0	1	1	1	3
FLJ37453	-0.126	0.024	0.173	0.754	0.014	0.905	0.076	0	0	1	1	1	2
FLJ37464	-0.077	0.027	0.132	0.608	3.771	0.152	0.053	0.004	46.967	1.886	1	1	3
FLJ37562	-0.002	0	0.002	0.98	0.478	0.787	0.001	0	0	1	1	1	3
FLJ37786	-0.199	-0.061	0.077	0.389	1.338	0.247	0.07	0.004	25.286	1.338	1	1	2
FLJ37970	-0.003	0	0.003	0.976	2.589	0.274	0.001	0	22.765	1.295	1	1	3
FLJ38288	-0.031	-0.002	0.027	0.884	1.903	0.386	0.015	0	0	1	1	1	3
FLJ38379	-0.231	0.034	0.299	0.801	2.088	0.148	0.135	0.023	52.111	2.088	1	1	2
FLJ38576	-0.011	0.015	0.042	0.266	0.146	0.703	0.014	0	0	1	1	1	2
FLJ38717	-0.344	-0.038	0.268	0.81	1.988	0.159	0.156	0.025	49.699	1.988	1	1	2
FLJ38773	-0.261	-0.066	0.128	0.504	0.21	0.647	0.099	0	0	1	1	1	2
FLJ38973	-0.004	0	0.004	0.999	2.721	0.437	0.002	0	0	1	1	1	4
FLJ38984	-0.079	-0.029	0.021	0.256	1.195	0.55	0.026	0	0	1	1	1	3
FLJ39575	-0.002	0	0.002	0.989	0.354	0.838	0.001	0	0	1	1	1	3
FLJ39822	-0.004	0	0.004	0.942	1.505	0.471	0.002	0	0	1	1	1	3
FLJ40142	-0.061	-0.016	0.028	0.473	0.251	0.882	0.023	0	0	1	1	1	3
FLJ40194	-0.258	-0.085	0.088	0.334	0.073	0.787	0.088	0	0	1	1	1	2
FLJ40411	-0.042	0.001	0.044	0.965	0.574	0.75	0.022	0	0	1	1	1	3
FLJ40504	-0.008	0	0.008	0.996	12.512	0.006	0.004	0	76.024	4.171	1	1	4
FLJ40852	-0.324	-0.082	0.161	0.509	0.069	0.792	0.124	0	0	1	1	1	2
FLJ41170	-0.08	-0.002	0.077	0.968	2.052	0.358	0.04	0	2.541	1.026	1	1	3
FLJ41423	-0.044	0.017	0.078	0.59	6.638	0.156	0.031	0.002	39.745	1.66	1	1	5
FLJ41455	-0.294	0.28	0.854	0.339	2.784	0.095	0.293	0.111	64.085	2.784	1	1	2
FLJ41603	-0.047	0.025	0.096	0.498	0.488	0.922	0.036	0	0	1	1	1	4
FLJ41649	-0.349	-0.067	0.214	0.639	0.033	0.855	0.144	0	0	1	1	1	2
FLJ41941	-0.557	0.34	1.238	0.457	5.023	0.025	0.458	0.345	80.093	5.023	1	1	2
FLJ42102	-0.373	0.155	0.684	0.564	3.51	0.061	0.27	0.11	71.507	3.51	1	1	2
FLJ42280	-0.164	0.012	0.189	0.89	0.194	0.66	0.09	0	0	1	1	1	2
FLJ42393	-0.466	-0.055	0.357	0.795	0.142	0.707	0.21	0	0	1	1	1	2
FLJ42627	-0.433	0.073	0.58	0.777	9.65	0.022	0.258	0.158	68.912	3.217	1	1	4
FLJ42957	-0.002	0	0.002	0.997	2.513	0.473	0.001	0	0	1	1	1	4
FLJ43315	-0.329	0.076	0.48	0.713	2.358	0.125	0.206	0.059	57.589	2.358	1	1	2
FLJ43339	-0.077	-0.014	0.049	0.662	1.123	0.57	0.032	0	0	1	1	1	3
FLJ43390	-0.526	-0.185	0.156	0.288	1.99	0.158	0.174	0.037	49.739	1.99	1	1	2
FLJ43806	-0.003	0	0.004	0.963	4.304	0.23	0.002	0	30.293	1.435	1	1	4
FLJ43855	-0.049	0.026	0.1	0.498	0.871	0.647	0.038	0	0	1	1	1	3
FLJ43860	-0.576	-0.15	0.275	0.488	0.688	0.407	0.217	0	0	1	1	1	2
FLJ44054	-0.644	0.037	0.718	0.916	3.096	0.078	0.347	0.175	67.705	3.096	1	1	2
FLJ44313	-0.26	-0.048	0.164	0.657	0.459	0.498	0.108	0	0	1	1	1	2
FLJ44635	-0.338	-0.076	0.185	0.567	0.621	0.431	0.133	0	0	1	1	1	2
FLJ44674	-0.692	-0.062	0.568	0.847	2.305	0.129	0.321	0.127	56.62	2.305	1	1	2
FLJ45079	-0.98	-0.219	0.542	0.573	4.036	0.045	0.388	0.234	75.222	4.036	1	1	2
FLJ45139	-0.236	-0.042	0.152	0.673	0.534	0.465	0.099	0	0	1	1	1	2
FLJ45337	-0.002	0	0.002	0.992	1.217	0.749	0.001	0	0	1	1	1	4
FLJ45445	-0.632	-0.206	0.221	0.344	0.2	0.655	0.217	0	0	1	1	1	2
FLJ45482	-0.125	0.037	0.199	0.657	0.058	0.81	0.083	0	0	1	1	1	2
FLJ45513	-0.181	0.073	0.326	0.575	2.479	0.29	0.129	0.017	19.312	1.239	1	1	3
FLJ45557	-0.04	-0.001	0.038	0.947	0.325	0.85	0.02	0	0	1	1	1	3
FLJ45831	-0.837	-0.038	0.762	0.927	6.602	0.01	0.408	0.283	84.853	6.602	1	1	2
FLJ45909	-0.057	-0.013	0.031	0.55	0.484	0.785	0.022	0	0	1	1	1	3
FLJ45974	-0.251	-0.032	0.187	0.774	0.027	0.869	0.112	0	0	1	1	1	2
FLJ45983	-0.09	0.074	0.238	0.377	0.333	0.564	0.084	0	0	1	1	1	2
FLJ46010	-0.31	-0.056	0.198	0.668	0.013	0.909	0.13	0	0	1	1	1	2
FLJ46109	-0.051	0.02	0.09	0.586	0.921	0.631	0.036	0	0	1	1	1	3
FLJ46875	-0.377	-0.073	0.231	0.638	4.018	0.134	0.155	0.035	50.23	2.009	1	1	3
FLJ90396	-0.064	-0.013	0.038	0.626	2.646	0.266	0.026	0.001	24.423	1.323	1	1	3
FLJ90652	-0.031	-0.003	0.025	0.82	0.918	0.632	0.014	0	0	1	1	1	3
FLJ90709	-0.047	-0.014	0.02	0.423	2.5	0.286	0.017	0	20.009	1.25	1	1	3
FLJ90757	-0.085	-0.018	0.049	0.599	4.769	0.312	0.034	0.001	16.121	1.192	1	1	5
FLNB	-0.081	0.016	0.113	0.748	11.557	0.116	0.049	0.006	39.431	1.651	1	1	8
FLOT1	-0.03	-0.008	0.014	0.463	7.256	0.61	0.011	0	0	1	1	1	10
FLOT2	-0.025	0.003	0.031	0.849	4.541	0.872	0.014	0	0	1	1	1	10
FLRT1	-0.101	-0.022	0.057	0.592	4.793	0.442	0.04	0	0	1	1	1	6
FLRT2	-0.004	0	0.004	0.882	5.353	0.719	0.002	0	0	1	1	1	9
FLT1	-0.075	0.017	0.11	0.714	8.656	0.278	0.047	0.003	19.13	1.237	1	1	8
FLT3	-0.002	0	0.002	0.978	6.358	0.784	0.001	0	0	1	1	1	11
FLT3LG	-0.101	0.027	0.155	0.681	7.016	0.319	0.065	0.004	14.486	1.169	1	1	7
FLT4	-0.056	0.017	0.09	0.647	2.886	0.823	0.037	0	0	1	1	1	7
FLVCR	-0.027	0.004	0.035	0.796	0.763	0.683	0.016	0	0	1	1	1	3
FLVCR1	-0.148	0.005	0.159	0.947	9.762	0.202	0.078	0.012	28.292	1.395	1	1	8
FLVCR1-AS1	-0.447	-0.137	0.174	0.389	0.489	0.484	0.159	0	0	1	1	1	2
FLVCR1-DT	-0.595	-0.123	0.35	0.611	0.115	0.734	0.241	0	0	1	1	1	2
FLVCR2	-0.194	0.052	0.298	0.678	11.595	0.041	0.125	0.047	56.877	2.319	1	1	6
FLVCR2-AS1	-1.285	-0.247	0.791	0.641	1.506	0.22	0.529	0.297	33.605	1.506	1	1	2
FLYWCH1	-0.063	-0.012	0.038	0.628	9.101	0.428	0.026	0	1.11	1.011	1	1	10
FLYWCH2	-0.21	-0.043	0.125	0.617	13.07	0.07	0.086	0.021	46.441	1.867	1	1	8
FMC1	-0.093	0.058	0.208	0.454	0.666	0.717	0.077	0	0	1	1	1	3
FMC1-LUC7L2	-0.26	0.053	0.366	0.739	0.051	0.822	0.16	0	0	1	1	1	2
FMN2	-0.036	-0.007	0.021	0.604	6.356	0.607	0.014	0	0	1	1	1	9
FMNL1	-0.107	0.013	0.133	0.833	3.15	0.871	0.061	0	0	1	1	1	8
FMNL3	-0.165	-0.028	0.108	0.685	8.866	0.262	0.07	0.008	21.046	1.267	1	1	8
FMO1	-0.231	-0.026	0.179	0.802	15.608	0.008	0.104	0.04	67.964	3.122	1	1	6
FMO2	-0.112	-0.015	0.082	0.766	6.378	0.173	0.049	0.004	37.285	1.595	1	1	5
FMO3	-0.042	0.028	0.098	0.432	5.825	0.324	0.036	0.002	14.169	1.165	1	1	6
FMO4	-0.04	0.053	0.146	0.262	6.341	0.501	0.047	0	0	1	1	1	8
FMO5	-0.231	-0.016	0.199	0.884	20.532	0.002	0.11	0.047	70.777	3.422	1	1	7
FMO9P	-0.092	-0.014	0.064	0.729	2.052	0.359	0.04	0	2.512	1.026	1	1	3
FMOD	-0.073	0.034	0.14	0.534	8.591	0.127	0.054	0.006	41.802	1.718	1	1	6
FMR1	-0.135	0.014	0.162	0.858	2.794	0.834	0.076	0	0	1	1	1	7
FN1	-0.08	0.012	0.105	0.796	9.264	0.234	0.047	0.004	24.437	1.323	1	1	8
FN3K	-0.174	-0.013	0.148	0.876	13.165	0.04	0.082	0.02	54.425	2.194	1	1	7
FNBP1	-0.028	0.026	0.08	0.348	11.239	0.339	0.028	0.001	11.025	1.124	1	1	11
FNDC1	-0.044	0.013	0.069	0.655	1.407	0.843	0.029	0	0	1	1	1	5
FNDC10	-0.185	-0.012	0.162	0.893	4.068	0.254	0.089	0.008	26.246	1.356	1	1	4
FNDC3A	-0.018	0.011	0.039	0.466	7.056	0.631	0.015	0	0	1	1	1	10
FNDC3B	-0.162	0.004	0.169	0.966	8.72	0.273	0.084	0.011	19.728	1.246	1	1	8
FNDC4	-0.09	-0.029	0.032	0.352	12.865	0.117	0.031	0.003	37.818	1.608	1	1	9
FNDC7	-0.091	-0.031	0.028	0.302	5.056	0.409	0.03	0	1.117	1.011	1	1	6
FNDC9	-0.084	-0.009	0.067	0.824	3.204	0.524	0.039	0	0	1	1	1	5
FNIP1	-0.136	0.004	0.144	0.959	8.532	0.202	0.071	0.01	29.676	1.422	1	1	7
FNIP2	-0.124	-0.012	0.1	0.837	2.645	0.916	0.057	0	0	1	1	1	8
FNTA	-0.031	0.03	0.091	0.338	9.593	0.213	0.031	0.002	27.028	1.37	1	1	8
FOCAD	-0.066	0.032	0.13	0.525	3.527	0.619	0.05	0	0	1	1	1	6
FOLH1	-0.004	0	0.004	0.913	4.368	0.822	0.002	0	0	1	1	1	9
FOLH1B	-0.105	0.073	0.25	0.423	3.748	0.154	0.091	0.013	46.639	1.874	1	1	3
FOLR1	-0.109	-0.034	0.04	0.362	4.094	0.393	0.038	0	2.297	1.024	1	1	5
FOLR2	-0.138	-0.004	0.131	0.958	3.342	0.852	0.069	0	0	1	1	1	8
FOLR3	-0.091	0.064	0.218	0.419	5.15	0.642	0.079	0	0	1	1	1	8
FOLR4	-0.244	-0.012	0.22	0.917	0.777	0.378	0.118	0	0	1	1	1	2
FOS	-0.08	0.043	0.166	0.496	7.431	0.592	0.063	0	0	1	1	1	10
FOSB	-0.038	0.045	0.127	0.288	18.842	0.042	0.042	0.005	46.927	1.884	1	1	11
FOSL1	-0.077	0.016	0.11	0.731	7.372	0.288	0.048	0.003	18.609	1.229	1	1	7
FOXA1	-0.025	-0.001	0.023	0.937	2.26	0.688	0.012	0	0	1	1	1	5
FOXA2	-0.043	0.018	0.078	0.571	2.782	0.734	0.031	0	0	1	1	1	6
FOXA3	-0.039	0	0.038	0.989	4.121	0.532	0.02	0	0	1	1	1	6
FOXB1	-0.126	0.029	0.183	0.717	15.735	0.008	0.079	0.021	68.223	3.147	1	1	6
FOXB2	-0.154	-0.045	0.064	0.416	4.14	0.387	0.055	0.001	3.379	1.035	1	1	5
FOXC1	-0.118	-0.044	0.03	0.243	10.869	0.285	0.038	0.002	17.193	1.208	1	1	10
FOXC2	-0.209	-0.058	0.093	0.45	0.171	0.982	0.077	0	0	1	1	1	4
FOXD1	-0.125	0.015	0.154	0.837	7.179	0.208	0.071	0.009	30.348	1.436	1	1	6
FOXD2	-0.182	-0.061	0.061	0.328	11.617	0.071	0.062	0.011	48.352	1.936	1	1	7
FOXD2-AS1	-0.116	-0.016	0.084	0.757	2.07	0.558	0.051	0	0	1	1	1	4
FOXD3	-0.028	0.032	0.092	0.297	4.686	0.455	0.031	0	0	1	1	1	6
FOXD3-AS1	-0.233	-0.042	0.149	0.665	3.513	0.173	0.097	0.013	43.063	1.756	1	1	3
FOXD4L1	-0.097	0.085	0.268	0.358	3.715	0.446	0.093	0	0	1	1	1	5
FOXD4L2	-0.314	-0.114	0.085	0.262	0.111	0.739	0.102	0	0	1	1	1	2
FOXD4L3	-0.292	0.041	0.375	0.809	1.93	0.381	0.17	0	0	1	1	1	3
FOXD4L4	-0.113	0.175	0.464	0.234	1.164	0.281	0.147	0.01	14.108	1.164	1	1	2
FOXD4L5	-0.096	0.05	0.195	0.504	4.952	0.175	0.074	0.008	39.416	1.651	1	1	4
FOXD4L6	-0.357	-0.085	0.186	0.538	1.899	0.387	0.139	0	0	1	1	1	3
FOXE1	-0.125	-0.02	0.084	0.702	6.508	0.164	0.053	0.005	38.535	1.627	1	1	5
FOXE3	-0.117	-0.026	0.066	0.584	3.563	0.614	0.047	0	0	1	1	1	6
FOXF1	-0.171	-0.027	0.117	0.71	5.84	0.211	0.073	0.008	31.502	1.46	1	1	5
FOXF2	-0.124	-0.004	0.116	0.946	9.455	0.092	0.061	0.01	47.12	1.891	1	1	6
FOXG1	-0.062	0.017	0.096	0.67	1.17	0.948	0.04	0	0	1	1	1	6
FOXG1B	-0.062	-0.02	0.021	0.338	5.971	0.051	0.021	0.001	66.503	2.985	1	1	3
FOXH1	-0.074	0.033	0.141	0.54	5.642	0.464	0.055	0	0	1	1	1	7
FOXI1	-0.106	-0.011	0.085	0.827	5.994	0.307	0.049	0.003	16.586	1.199	1	1	6
FOXI2	-0.191	-0.047	0.098	0.527	5.176	0.27	0.074	0.006	22.715	1.294	1	1	5
FOXI3	-0.135	0.029	0.192	0.732	2.116	0.714	0.083	0	0	1	1	1	5
FOXJ1	-0.049	0.006	0.06	0.84	5.595	0.848	0.028	0	0	1	1	1	11
FOXJ2	-0.033	0.005	0.043	0.793	7.641	0.571	0.019	0	0	1	1	1	10
FOXJ3	-0.035	-0.003	0.029	0.845	12.269	0.267	0.016	0	18.497	1.227	1	1	11
FOXK1	-0.025	0.005	0.034	0.764	9.167	0.422	0.015	0	1.826	1.019	1	1	10
FOXK2	-0.151	-0.028	0.096	0.662	9.189	0.163	0.063	0.009	34.706	1.532	1	1	7
FOXL1	-0.108	0.002	0.113	0.971	8.872	0.114	0.056	0.008	43.642	1.774	1	1	6
FOXL2	-0.017	0.011	0.038	0.45	1.634	0.803	0.014	0	0	1	1	1	5
FOXL2NB	-0.141	0.002	0.145	0.979	1.439	0.487	0.073	0	0	1	1	1	3
FOXM1	-0.069	0.027	0.122	0.583	5.052	0.654	0.049	0	0	1	1	1	8
FOXN1	-0.074	0	0.073	0.998	6.165	0.291	0.038	0.002	18.892	1.233	1	1	6
FOXN2	-0.234	0.003	0.239	0.982	20.821	0.004	0.121	0.069	66.379	2.974	1	1	8
FOXN3	-0.056	0.063	0.182	0.301	3.804	0.802	0.061	0	0	1	1	1	8
FOXN3-AS1	-0.24	-0.066	0.107	0.454	1.4	0.497	0.089	0	0	1	1	1	3
FOXN4	-0.059	-0.01	0.04	0.703	3.635	0.603	0.025	0	0	1	1	1	6
FOXO3	-0.215	0.129	0.472	0.462	11.619	0.02	0.175	0.096	65.575	2.905	1	1	5
FOXO3A	-0.029	0.007	0.043	0.719	1.24	0.538	0.018	0	0	1	1	1	3
FOXO3B	-0.628	-0.206	0.216	0.339	0.858	0.651	0.215	0	0	1	1	1	3
FOXO4	-0.053	0.053	0.16	0.327	4.171	0.76	0.054	0	0	1	1	1	8
FOXO6	-0.26	-0.083	0.094	0.356	0.059	0.808	0.09	0	0	1	1	1	2
FOXP1	-0.008	0.002	0.012	0.749	27.766	0.002	0.005	0	63.985	2.777	1	1	11
FOXP3	-0.189	-0.062	0.064	0.333	12.444	0.087	0.065	0.011	43.747	1.778	1	1	8
FOXP4	-0.102	-0.008	0.085	0.859	6.195	0.517	0.048	0	0	1	1	1	8
FOXP4-AS1	-0.232	0.096	0.423	0.568	0.735	0.391	0.167	0	0	1	1	1	2
FOXR1	-0.048	0.029	0.106	0.461	7.056	0.217	0.039	0.003	29.137	1.411	1	1	6
FOXRED1	-0.048	0.01	0.067	0.743	15.17	0.126	0.029	0.002	34.081	1.517	1	1	11
FOXRED2	-0.046	-0.014	0.019	0.41	3.496	0.967	0.017	0	0	1	1	1	11
FOXS1	-0.094	0.047	0.188	0.51	7.767	0.17	0.072	0.01	35.629	1.553	1	1	6
FPGS	-0.048	0.013	0.075	0.67	12.481	0.254	0.031	0.002	19.88	1.248	1	1	11
FPGT-TNNI3K	-0.059	-0.014	0.03	0.521	3.94	0.558	0.023	0	0	1	1	1	6
FPR1	-0.231	-0.058	0.116	0.516	10.398	0.167	0.089	0.018	32.68	1.485	1	1	8
FPR2	-0.12	0.002	0.123	0.978	4.149	0.762	0.062	0	0	1	1	1	8
FPR3	-0.093	-0.015	0.063	0.704	8.725	0.273	0.04	0.003	19.775	1.246	1	1	8
FRA10AC1	-0.133	0.033	0.2	0.695	1.188	0.756	0.085	0	0	1	1	1	4
FRAS1	-0.044	-0.008	0.028	0.672	12.876	0.116	0.018	0.001	37.87	1.61	1	1	9
FRAT1	-0.111	0.001	0.113	0.986	4.259	0.75	0.057	0	0	1	1	1	8
FRAT2	-0.062	0.003	0.067	0.929	12.84	0.233	0.033	0.002	22.116	1.284	1	1	11
FREM1	-0.002	0	0.002	0.981	6.735	0.457	0.001	0	0	1	1	1	8
FREM2	-0.16	-0.055	0.05	0.303	7.71	0.173	0.054	0.006	35.152	1.542	1	1	6
FREQ	-0.101	-0.03	0.042	0.414	10.56	0.014	0.036	0.003	71.59	3.52	1	1	4
FREY1	-0.243	-0.03	0.182	0.779	1.104	0.293	0.108	0.002	9.447	1.104	1	1	2
FRG1	-0.049	-0.018	0.013	0.255	6.97	0.64	0.016	0	0	1	1	1	10
FRG1B	-0.398	0.035	0.468	0.874	6.021	0.049	0.221	0.093	66.784	3.011	1	1	3
FRG1CP	-0.943	-0.062	0.818	0.89	1.237	0.266	0.449	0.08	19.174	1.237	1	1	2
FRG1DP	-1.183	0.215	1.612	0.763	0.207	0.649	0.713	0	0	1	1	1	2
FRG1EP	-2.043	-0.591	0.862	0.425	0.97	0.325	0.741	0	0	1	1	1	2
FRG1HP	-0.605	-0.122	0.361	0.622	0.752	0.386	0.246	0	0	1	1	1	2
FRG2B	-0.166	0.02	0.206	0.831	2.52	0.284	0.095	0.006	20.623	1.26	1	1	3
FRG2C	-0.104	0.049	0.201	0.533	0.949	0.622	0.078	0	0	1	1	1	3
FRK	-0.133	-0.042	0.05	0.373	7.816	0.167	0.047	0.004	36.026	1.563	1	1	6
FRMD1	-0.213	-0.075	0.064	0.289	6.496	0.261	0.071	0.007	23.031	1.299	1	1	6
FRMD3	-0.123	0.036	0.196	0.655	1.918	0.927	0.081	0	0	1	1	1	7
FRMD4A	-0.047	0.003	0.053	0.907	12.418	0.191	0.026	0.001	27.526	1.38	1	1	10
FRMD4B	-0.152	-0.004	0.144	0.955	9.027	0.108	0.076	0.013	44.609	1.805	1	1	6
FRMD5	-0.072	-0.01	0.051	0.742	4.701	0.453	0.031	0	0	1	1	1	6
FRMD6	-0.006	0	0.006	0.939	14.208	0.115	0.003	0	36.656	1.579	1	1	10
FRMD6-AS1	-0.188	0.017	0.223	0.867	2.078	0.354	0.105	0.002	3.76	1.039	1	1	3
FRMD7	-0.052	-0.007	0.037	0.744	3.194	0.784	0.023	0	0	1	1	1	7
FRMD8	-0.039	0.056	0.151	0.247	4.301	0.745	0.049	0	0	1	1	1	8
FRMD8P1	-0.077	-0.017	0.044	0.59	0.351	0.554	0.031	0	0	1	1	1	2
FRMPD1	-0.093	0.002	0.098	0.962	1.366	0.928	0.049	0	0	1	1	1	6
FRMPD2	-0.014	0.006	0.026	0.577	8.193	0.316	0.01	0	14.557	1.17	1	1	8
FRMPD3	-0.093	0.035	0.163	0.593	0.804	0.669	0.065	0	0	1	1	1	3
FRRS1	-0.05	0.043	0.135	0.368	7.732	0.357	0.047	0.002	9.465	1.105	1	1	8
FRRS1L	-0.043	0.033	0.109	0.399	3.96	0.266	0.039	0.002	24.234	1.32	1	1	4
FRS3	-0.052	-0.003	0.045	0.888	19.753	0.032	0.025	0.002	49.374	1.975	1	1	11
FRY	-0.002	0	0.002	0.974	4.396	0.928	0.001	0	0	1	1	1	11
FSCB	-0.044	-0.005	0.033	0.784	4.864	0.433	0.02	0	0	1	1	1	6
FSCN1	-0.029	0.001	0.031	0.946	7.062	0.53	0.015	0	0	1	1	1	9
FSCN2	-0.021	0.008	0.037	0.584	3.491	0.479	0.015	0	0	1	1	1	5
FSCN3	-0.017	0.013	0.043	0.401	1.037	0.792	0.015	0	0	1	1	1	4
