lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
PTPN13	-0.021	0.031	0.082	0.246	6.154	0.104	0.026	0.001	51.249	2.051	0.648	1	4
RAB7	-0.006	0.008	0.022	0.247	1.947	0.378	0.007	0	0	1	0.648	1	3
RASSF4	-0.061	-0.023	0.016	0.246	1.62	0.445	0.02	0	0	1	0.648	1	3
RNH1	-0.017	0.025	0.066	0.246	1.666	0.644	0.021	0	0	1	0.648	1	4
SLC15A3	-0.027	0.039	0.106	0.245	2.988	0.393	0.034	0	0	1	0.648	1	4
SLC16A10	-0.018	0.025	0.068	0.246	0.023	0.989	0.022	0	0	1	0.648	1	3
SORT1	-0.017	0.025	0.067	0.247	0.752	0.861	0.021	0	0	1	0.648	1	4
TBL1XR1	-0.052	-0.019	0.013	0.247	2.155	0.541	0.017	0	0	1	0.648	1	4
UBAP1	-0.049	-0.018	0.013	0.245	4.974	0.174	0.016	0	39.683	1.658	0.648	1	4
EIF4A2	-0.029	-0.011	0.007	0.248	0.497	0.92	0.009	0	0	1	0.649	1	4
GPX7	-0.014	0.02	0.053	0.248	1.743	0.627	0.017	0	0	1	0.649	1	4
LOC643057	-0.011	0.016	0.042	0.248	4.727	0.094	0.014	0	57.69	2.364	0.649	1	3
AP2M1	-0.078	-0.029	0.02	0.249	5.204	0.157	0.025	0.001	42.352	1.735	0.65	1	4
INPP5D	-0.025	0.036	0.096	0.249	6.098	0.107	0.031	0.002	50.807	2.033	0.65	1	4
KIFAP3	-0.074	-0.027	0.019	0.249	4.743	0.093	0.024	0.001	57.834	2.372	0.65	1	3
STAT2	-0.023	0.034	0.091	0.249	1.445	0.486	0.029	0	0	1	0.65	1	3
NCOA7	-0.058	-0.021	0.015	0.249	1.938	0.585	0.019	0	0	1	0.651	1	4
PHLDA1	-0.027	0.038	0.103	0.25	0.614	0.893	0.033	0	0	1	0.651	1	4
DKFZP686A01247	-0.017	0.025	0.066	0.25	0.428	0.807	0.021	0	0	1	0.652	1	3
MAN1C1	-0.084	-0.031	0.022	0.25	0.485	0.922	0.027	0	0	1	0.652	1	4
MTUS1	-0.018	0.025	0.068	0.25	0.388	0.943	0.022	0	0	1	0.652	1	4
DOCK10	-0.032	0.046	0.123	0.251	0.778	0.855	0.04	0	0	1	0.653	1	4
EPHA4	-0.103	-0.038	0.027	0.251	1.138	0.768	0.033	0	0	1	0.653	1	4
GIT1	-0.019	0.027	0.072	0.251	0.975	0.807	0.023	0	0	1	0.653	1	4
RAPH1	-0.087	-0.032	0.023	0.251	1.284	0.733	0.028	0	0	1	0.653	1	4
TEAD2	-0.022	0.03	0.083	0.251	0.343	0.952	0.027	0	0	1	0.653	1	4
CD151	-0.012	0.017	0.046	0.251	3.692	0.297	0.015	0	18.742	1.231	0.654	1	4
GBP2	-0.052	0.073	0.197	0.251	5.265	0.072	0.063	0.007	62.013	2.633	0.654	1	3
LOC133619	-0.014	0.02	0.053	0.251	0.864	0.649	0.017	0	0	1	0.654	1	3
NOLA1	-0.012	0.017	0.047	0.251	0.573	0.751	0.015	0	0	1	0.654	1	3
CPNE9	-0.086	-0.032	0.023	0.252	4.014	0.26	0.028	0.001	25.261	1.338	0.655	1	4
DYNLL1	-0.059	-0.022	0.016	0.252	1.441	0.696	0.019	0	0	1	0.655	1	4
NIT2	-0.073	-0.027	0.019	0.252	1.475	0.688	0.024	0	0	1	0.655	1	4
CRH	-0.344	-0.127	0.091	0.253	5.618	0.06	0.111	0.024	64.402	2.809	0.656	1	3
HTR6	-0.016	0.022	0.06	0.253	1.428	0.49	0.019	0	0	1	0.656	1	3
ICOSLG	-0.074	-0.027	0.02	0.253	0.414	0.937	0.024	0	0	1	0.656	1	4
NRIP3	-0.056	-0.021	0.015	0.253	0.734	0.865	0.018	0	0	1	0.656	1	4
ODZ3	-0.022	0.031	0.085	0.252	0.037	0.982	0.027	0	0	1	0.656	1	3
PARK7	-0.043	-0.016	0.011	0.252	1.134	0.567	0.014	0	0	1	0.656	1	3
YTHDF2	-0.065	-0.024	0.017	0.253	3.155	0.207	0.021	0	36.607	1.577	0.656	1	3
ZFP91	-0.013	0.018	0.05	0.253	1.075	0.783	0.016	0	0	1	0.656	1	4
HADH2	-0.008	0.011	0.031	0.253	1.008	0.604	0.01	0	0	1	0.657	1	3
LACTB2	-0.095	-0.035	0.025	0.253	0.312	0.856	0.031	0	0	1	0.657	1	3
RBM13	-0.054	-0.02	0.014	0.254	1.088	0.581	0.018	0	0	1	0.658	1	3
CDR2L	-0.069	-0.025	0.018	0.255	1.049	0.789	0.022	0	0	1	0.659	1	4
EXOSC10	-0.056	-0.021	0.015	0.255	1.453	0.693	0.018	0	0	1	0.659	1	4
MAMDC1	-0.093	-0.034	0.025	0.255	4.998	0.082	0.03	0.002	59.987	2.499	0.659	1	3
PNPLA4	-0.058	-0.021	0.015	0.255	2.029	0.363	0.019	0	1.434	1.015	0.659	1	3
POPDC3	-0.109	-0.04	0.029	0.255	4.927	0.085	0.035	0.002	59.407	2.463	0.659	1	3
SCOC	-0.088	-0.032	0.023	0.255	0.886	0.829	0.028	0	0	1	0.659	1	4
XAF1	-0.04	0.055	0.151	0.255	0.305	0.859	0.049	0	0	1	0.659	1	3
AKAP6	-0.061	-0.022	0.016	0.255	1.105	0.776	0.02	0	0	1	0.66	1	4
DFFB	-0.025	0.034	0.093	0.256	1.054	0.59	0.03	0	0	1	0.66	1	3
MBOAT2	-0.023	0.032	0.087	0.256	0.498	0.919	0.028	0	0	1	0.66	1	4
SLC35A1	-0.046	-0.017	0.012	0.255	0.739	0.864	0.015	0	0	1	0.66	1	4
SOD1	-0.039	-0.014	0.01	0.256	0.923	0.63	0.013	0	0	1	0.66	1	3
TBPL1	-0.063	-0.023	0.017	0.256	3.663	0.3	0.02	0	18.103	1.221	0.66	1	4
TERF2IP	-0.029	-0.011	0.008	0.255	0.497	0.92	0.009	0	0	1	0.66	1	4
AKAP7	-0.018	0.025	0.069	0.257	3.318	0.19	0.022	0.001	39.72	1.659	0.661	1	3
CNTN3	-0.134	-0.049	0.036	0.257	1.078	0.583	0.043	0	0	1	0.661	1	3
DCUN1D3	-0.017	0.023	0.063	0.257	0.884	0.829	0.02	0	0	1	0.661	1	4
DDX19B	-0.01	0.013	0.037	0.257	0.793	0.851	0.012	0	0	1	0.661	1	4
FLJ11155	-0.044	0.061	0.167	0.256	0.073	0.964	0.054	0	0	1	0.661	1	3
FLJ38984	-0.079	-0.029	0.021	0.256	1.195	0.55	0.026	0	0	1	0.661	1	3
HS3ST2	-0.109	-0.04	0.029	0.257	4.66	0.198	0.035	0.002	35.616	1.553	0.661	1	4
Magmas	-0.05	-0.018	0.013	0.256	3.729	0.155	0.016	0	46.36	1.864	0.661	1	3
MGAT1	-0.019	0.026	0.072	0.257	1.747	0.417	0.023	0	0	1	0.661	1	3
MGC42367	-0.1	-0.037	0.027	0.257	0.424	0.809	0.032	0	0	1	0.661	1	3
MPP5	-0.017	0.024	0.064	0.256	0.262	0.877	0.021	0	0	1	0.661	1	3
PPARG	-0.022	0.03	0.081	0.257	2.379	0.498	0.026	0	0	1	0.661	1	4
ZWINT	-0.024	0.034	0.092	0.256	1.511	0.47	0.03	0	0	1	0.661	1	3
C12orf41	-0.012	0.016	0.043	0.257	1.558	0.459	0.014	0	0	1	0.662	1	3
C18orf55	-0.038	-0.014	0.01	0.258	1.371	0.504	0.012	0	0	1	0.662	1	3
C20orf121	-0.088	-0.032	0.024	0.258	3.323	0.19	0.028	0.001	39.81	1.661	0.662	1	3
C9orf127	-0.013	0.018	0.049	0.258	0.897	0.639	0.016	0	0	1	0.662	1	3
GCN1L1	-0.025	0.034	0.092	0.258	3.766	0.152	0.03	0.001	46.894	1.883	0.662	1	3
MTHFD1L	-0.107	-0.039	0.029	0.258	4.859	0.182	0.035	0.002	38.264	1.62	0.662	1	4
RRM2B	-0.021	0.029	0.08	0.258	1.865	0.601	0.026	0	0	1	0.662	1	4
STARD3	-0.021	0.028	0.077	0.257	0.487	0.784	0.025	0	0	1	0.662	1	3
C11orf49	-0.088	-0.032	0.024	0.259	1.776	0.411	0.029	0	0	1	0.664	1	3
CCDC22	-0.015	0.02	0.055	0.259	0.401	0.818	0.018	0	0	1	0.664	1	3
DLX1	-0.154	-0.056	0.041	0.259	4.621	0.202	0.05	0.004	35.072	1.54	0.664	1	4
HEY2	-0.034	0.046	0.126	0.259	0.315	0.854	0.041	0	0	1	0.664	1	3
C10orf89	-0.012	0.016	0.044	0.259	4.699	0.095	0.014	0	57.435	2.349	0.665	1	3
DNAJC18	-0.06	-0.022	0.016	0.259	3.035	0.386	0.019	0	1.167	1.012	0.665	1	4
HES6	-0.031	0.041	0.113	0.26	0.814	0.666	0.037	0	0	1	0.665	1	3
PSMA5	-0.074	-0.027	0.02	0.259	1.023	0.796	0.024	0	0	1	0.665	1	4
PTEN	-0.043	-0.016	0.012	0.26	0.897	0.639	0.014	0	0	1	0.665	1	3
SFRS9	-0.031	-0.011	0.008	0.26	0.857	0.652	0.01	0	0	1	0.665	1	3
TSTA3	-0.069	-0.025	0.019	0.26	3.971	0.137	0.022	0.001	49.634	1.985	0.665	1	3
ARHGAP21	-0.014	0.018	0.05	0.26	0.333	0.847	0.016	0	0	1	0.666	1	3
GLO1	-0.052	-0.019	0.014	0.26	1.013	0.603	0.017	0	0	1	0.666	1	3
PLCB4	-0.024	0.032	0.087	0.26	1.186	0.553	0.028	0	0	1	0.666	1	3
PTPRE	-0.056	-0.02	0.015	0.261	3.414	0.332	0.018	0	12.131	1.138	0.666	1	4
RGS20	-0.037	0.05	0.137	0.261	0.439	0.803	0.045	0	0	1	0.666	1	3
RP11-529I10.4	-0.091	-0.033	0.025	0.261	0.007	0.996	0.03	0	0	1	0.666	1	3
C14orf106	-0.024	0.032	0.088	0.261	0.399	0.819	0.028	0	0	1	0.667	1	3
CSNK1D	-0.01	0.014	0.038	0.261	1.449	0.694	0.012	0	0	1	0.667	1	4
FLJ11200	-0.056	-0.02	0.015	0.261	0.173	0.917	0.018	0	0	1	0.667	1	3
MGST1	-0.047	0.064	0.175	0.261	3.097	0.377	0.057	0	3.118	1.032	0.667	1	4
RAD23B	-0.143	-0.052	0.039	0.261	4.434	0.218	0.046	0.003	32.34	1.478	0.667	1	4
ACAA1	-0.043	-0.016	0.012	0.263	2.304	0.316	0.014	0	13.212	1.152	0.668	1	3
ADAM11	-0.097	-0.035	0.027	0.263	0.452	0.929	0.032	0	0	1	0.668	1	4
ATP5D	-0.036	-0.013	0.01	0.262	1.115	0.573	0.012	0	0	1	0.668	1	3
BRD9	-0.05	-0.018	0.014	0.262	1.007	0.8	0.016	0	0	1	0.668	1	4
C11orf51	-0.096	-0.035	0.026	0.263	1.52	0.468	0.031	0	0	1	0.668	1	3
C12orf52	-0.06	-0.022	0.016	0.262	0.39	0.823	0.019	0	0	1	0.668	1	3
DNAJB9	-0.038	-0.014	0.01	0.262	0.223	0.894	0.012	0	0	1	0.668	1	3
IGFBPL1	-0.027	0.036	0.099	0.263	2.667	0.264	0.032	0.001	25.011	1.334	0.668	1	3
LOC198437	-0.078	-0.028	0.021	0.263	1.058	0.589	0.025	0	0	1	0.668	1	3
LOC649387	-0.024	0.032	0.089	0.263	0.78	0.677	0.029	0	0	1	0.668	1	3
MGC5509	-0.056	-0.02	0.015	0.263	0.573	0.751	0.018	0	0	1	0.668	1	3
NDUFB3	-0.062	-0.023	0.017	0.262	0.58	0.901	0.02	0	0	1	0.668	1	4
RHOQ	-0.029	0.039	0.108	0.263	1.254	0.74	0.035	0	0	1	0.668	1	4
SLC39A13	-0.025	0.033	0.091	0.263	4.575	0.206	0.029	0.001	34.424	1.525	0.668	1	4
SLCO2A1	-0.091	-0.033	0.025	0.262	4.72	0.194	0.029	0.001	36.437	1.573	0.668	1	4
SLU7	-0.025	0.034	0.093	0.263	4.063	0.255	0.03	0.001	26.164	1.354	0.668	1	4
TMEM16F	-0.023	0.03	0.083	0.262	2.276	0.32	0.027	0	12.118	1.138	0.668	1	3
ZBTB8OS	-0.066	-0.024	0.018	0.262	0.947	0.814	0.021	0	0	1	0.668	1	4
ZNF700	-0.016	0.022	0.059	0.262	0.577	0.749	0.019	0	0	1	0.668	1	3
CHCHD2	-0.036	-0.013	0.01	0.264	1.329	0.722	0.012	0	0	1	0.669	1	4
CLK3	-0.021	0.028	0.078	0.264	2.654	0.448	0.025	0	0	1	0.669	1	4
ERGIC1	-0.017	0.023	0.063	0.263	1.89	0.596	0.02	0	0	1	0.669	1	4
LIMA1	-0.025	0.033	0.091	0.264	1.613	0.656	0.03	0	0	1	0.669	1	4
LOC51035	-0.008	0.011	0.029	0.264	0.624	0.732	0.009	0	0	1	0.669	1	3
RAB3IL1	-0.031	0.041	0.112	0.264	5.589	0.133	0.036	0.002	46.321	1.863	0.669	1	4
RPS6KA2	-0.016	0.021	0.058	0.264	2.099	0.552	0.019	0	0	1	0.669	1	4
SFPQ	-0.016	0.021	0.058	0.264	1.479	0.687	0.019	0	0	1	0.669	1	4
BIN1	-0.017	0.023	0.063	0.265	1.887	0.596	0.02	0	0	1	0.67	1	4
C19orf7	-0.016	0.021	0.058	0.265	0.846	0.655	0.019	0	0	1	0.67	1	3
CDC42SE1	-0.018	0.023	0.064	0.265	1.413	0.702	0.021	0	0	1	0.67	1	4
MOAP1	-0.098	-0.035	0.027	0.265	4.081	0.253	0.032	0.001	26.484	1.36	0.67	1	4
ORC5L	-0.043	-0.016	0.012	0.265	0.541	0.763	0.014	0	0	1	0.67	1	3
RPS23	-0.032	0.043	0.118	0.265	0.059	0.971	0.038	0	0	1	0.67	1	3
TESC	-0.155	-0.056	0.043	0.265	7.711	0.052	0.051	0.006	61.096	2.57	0.67	1	4
TGFB3	-0.033	0.043	0.119	0.265	0.589	0.745	0.039	0	0	1	0.67	1	3
TJP1	-0.027	0.036	0.098	0.265	0.03	0.985	0.032	0	0	1	0.67	1	3
C14orf142	-0.063	-0.023	0.017	0.266	1.044	0.593	0.02	0	0	1	0.671	1	3
C6orf203	-0.048	-0.017	0.013	0.266	2.826	0.243	0.016	0	29.223	1.413	0.671	1	3
ENDOGL1	-0.033	0.043	0.119	0.266	1.555	0.459	0.039	0	0	1	0.671	1	3
KCTD3	-0.02	0.026	0.071	0.266	0.08	0.961	0.023	0	0	1	0.671	1	3
PLCE1	-0.022	0.028	0.079	0.265	5.635	0.131	0.026	0.001	46.765	1.878	0.671	1	4
RPLP0	-0.024	0.031	0.086	0.266	0.258	0.968	0.028	0	0	1	0.671	1	4
RQCD1	-0.111	-0.04	0.031	0.266	0.84	0.657	0.036	0	0	1	0.671	1	3
ZNF688	-0.01	0.013	0.036	0.265	1.901	0.387	0.012	0	0	1	0.671	1	3
ADAL	-0.049	-0.018	0.014	0.266	1.401	0.705	0.016	0	0	1	0.672	1	4
C17orf62	-0.058	-0.021	0.016	0.267	2.093	0.351	0.019	0	4.463	1.047	0.672	1	3
C7orf36	-0.068	-0.024	0.019	0.267	1.271	0.53	0.022	0	0	1	0.672	1	3
DKFZp564K142	-0.015	0.02	0.054	0.267	1.106	0.575	0.018	0	0	1	0.672	1	3
FLJ21159	-0.024	0.032	0.087	0.266	3.63	0.163	0.028	0.001	44.903	1.815	0.672	1	3
GAK	-0.016	0.022	0.06	0.267	3.924	0.27	0.019	0	23.55	1.308	0.672	1	4
MAP3K13	-0.072	-0.026	0.02	0.267	1.693	0.639	0.024	0	0	1	0.672	1	4
MDP-1	-0.109	-0.039	0.03	0.267	1.465	0.481	0.035	0	0	1	0.672	1	3
SLC1A4	-0.023	0.03	0.083	0.266	1.247	0.536	0.027	0	0	1	0.672	1	3
C1orf25	-0.059	-0.021	0.017	0.269	0.352	0.839	0.019	0	0	1	0.673	1	3
C9orf6	-0.048	-0.017	0.013	0.268	0.112	0.945	0.016	0	0	1	0.673	1	3
CDC5L	-0.042	-0.015	0.012	0.268	2.687	0.442	0.014	0	0	1	0.673	1	4
CNOT3	-0.046	-0.017	0.013	0.267	1.794	0.408	0.015	0	0	1	0.673	1	3
ENPP4	-0.091	-0.033	0.025	0.268	0.423	0.935	0.03	0	0	1	0.673	1	4
FRG1	-0.059	-0.021	0.016	0.268	2.804	0.246	0.019	0	28.679	1.402	0.673	1	3
JUP	-0.033	0.043	0.119	0.269	0.74	0.864	0.039	0	0	1	0.673	1	4
LAMB2	-0.019	0.025	0.07	0.268	0.52	0.771	0.023	0	0	1	0.673	1	3
MGC12965	-0.106	-0.038	0.03	0.268	4.861	0.088	0.035	0.002	58.856	2.431	0.673	1	3
MGC40405	-0.026	-0.009	0.007	0.269	0.858	0.651	0.009	0	0	1	0.673	1	3
NUDT22	-0.049	-0.018	0.014	0.269	3.474	0.324	0.016	0	13.648	1.158	0.673	1	4
PAXIP1	-0.074	-0.027	0.021	0.268	4.02	0.259	0.024	0.001	25.381	1.34	0.673	1	4
PMPCA	-0.014	0.018	0.051	0.268	1.582	0.453	0.017	0	0	1	0.673	1	3
RHOA	-0.017	0.022	0.062	0.269	5.921	0.116	0.02	0.001	49.335	1.974	0.673	1	4
SDF2	-0.055	-0.02	0.015	0.268	1.003	0.606	0.018	0	0	1	0.673	1	3
SLC35A5	-0.013	0.017	0.048	0.268	0.676	0.879	0.016	0	0	1	0.673	1	4
SLN	-0.056	0.073	0.201	0.269	2.2	0.532	0.066	0	0	1	0.673	1	4
TETRAN	-0.022	0.029	0.081	0.269	2.664	0.264	0.026	0.001	24.917	1.332	0.673	1	3
UGDH	-0.027	0.035	0.097	0.268	3.408	0.182	0.032	0.001	41.321	1.704	0.673	1	3
ZNF499	-0.015	0.019	0.054	0.268	3.121	0.21	0.017	0	35.914	1.56	0.673	1	3
ZNF671	-0.064	-0.023	0.018	0.268	3.96	0.266	0.021	0	24.248	1.32	0.673	1	4
FAHD2B	-0.043	-0.016	0.012	0.269	0.197	0.906	0.014	0	0	1	0.674	1	3
FBXL14	-0.07	-0.025	0.02	0.27	0.812	0.847	0.023	0	0	1	0.674	1	4
KIAA1012	-0.032	-0.011	0.009	0.27	1.194	0.55	0.01	0	0	1	0.674	1	3
MRPL4	-0.091	-0.033	0.025	0.27	5.669	0.129	0.03	0.002	47.077	1.89	0.674	1	4
REEP2	-0.083	-0.03	0.023	0.27	4.619	0.202	0.027	0.001	35.048	1.54	0.674	1	4
ADD3	-0.022	0.028	0.078	0.27	0.664	0.718	0.026	0	0	1	0.675	1	3
LOC153364	-0.081	-0.029	0.023	0.27	0.789	0.674	0.026	0	0	1	0.675	1	3
RPS6KA4	-0.057	-0.021	0.016	0.271	1.612	0.657	0.019	0	0	1	0.675	1	4
SHRM	-0.086	-0.031	0.024	0.27	0.586	0.746	0.028	0	0	1	0.675	1	3
C7orf26	-0.047	-0.017	0.013	0.271	3.038	0.219	0.015	0	34.174	1.519	0.676	1	3
HECW2	-0.027	0.034	0.094	0.271	0.34	0.952	0.031	0	0	1	0.676	1	4
IGF2BP2	-0.031	0.04	0.111	0.271	2.023	0.364	0.036	0	1.13	1.011	0.676	1	3
PJA2	-0.03	-0.011	0.008	0.271	0.513	0.774	0.01	0	0	1	0.676	1	3
C6orf205	-0.055	-0.02	0.015	0.272	0.36	0.835	0.018	0	0	1	0.677	1	3
EFHD2	-0.083	-0.03	0.023	0.272	4.658	0.199	0.027	0.001	35.595	1.553	0.677	1	4
EXOC6	-0.072	-0.026	0.02	0.272	0.931	0.818	0.024	0	0	1	0.677	1	4
MUTYH	-0.087	-0.031	0.024	0.272	1.357	0.507	0.028	0	0	1	0.677	1	3
RIC3	-0.075	-0.027	0.021	0.272	2.617	0.455	0.024	0	0	1	0.677	1	4
RIC8B	-0.241	-0.087	0.068	0.272	41.154	0	0.079	0.019	92.71	13.718	0.677	1	4
RNF128	-0.054	-0.02	0.015	0.271	0.629	0.73	0.018	0	0	1	0.677	1	3
THOC1	-0.016	0.02	0.057	0.271	0.318	0.853	0.018	0	0	1	0.677	1	3
TMEM2	-0.072	-0.026	0.02	0.272	1.583	0.453	0.023	0	0	1	0.677	1	3
TXNL2	-0.126	-0.045	0.035	0.272	0.335	0.846	0.041	0	0	1	0.677	1	3
DHRS10	-0.097	-0.035	0.028	0.273	2.382	0.304	0.032	0.001	16.043	1.191	0.678	1	3
HERC6	-0.151	-0.054	0.043	0.273	4.527	0.104	0.049	0.004	55.825	2.264	0.678	1	3
NEK6	-0.028	0.036	0.101	0.273	5.326	0.07	0.033	0.002	62.449	2.663	0.678	1	3
C14orf156	-0.064	-0.023	0.018	0.273	0.58	0.748	0.021	0	0	1	0.679	1	3
CIC	-0.022	0.028	0.077	0.274	2.874	0.238	0.025	0.001	30.411	1.437	0.679	1	3
CLOCK	-0.101	-0.036	0.029	0.274	0.492	0.921	0.033	0	0	1	0.679	1	4
DNM3	-0.053	-0.019	0.015	0.274	1.219	0.544	0.017	0	0	1	0.679	1	3
ELP3	-0.014	0.017	0.048	0.274	0.633	0.889	0.016	0	0	1	0.679	1	4
FLJ21945	-0.015	0.02	0.054	0.273	0.157	0.925	0.018	0	0	1	0.679	1	3
LOC653101	-0.027	0.034	0.094	0.274	0.349	0.84	0.031	0	0	1	0.679	1	3
NTN4	-0.114	-0.041	0.032	0.274	8.052	0.045	0.037	0.003	62.744	2.684	0.679	1	4
OPA3	-0.018	0.022	0.063	0.274	0.789	0.852	0.021	0	0	1	0.679	1	4
PCDHAC2	-0.089	-0.032	0.025	0.273	1.421	0.701	0.029	0	0	1	0.679	1	4
PSD2	-0.091	-0.033	0.026	0.273	0.214	0.898	0.03	0	0	1	0.679	1	3
PXK	-0.023	0.029	0.08	0.273	1.446	0.695	0.026	0	0	1	0.679	1	4
SESN1	-0.019	0.024	0.067	0.274	0.049	0.997	0.022	0	0	1	0.679	1	4
SLC17A7	-0.047	-0.017	0.013	0.274	1.491	0.475	0.015	0	0	1	0.679	1	3
TCTA	-0.014	0.018	0.049	0.274	0.272	0.873	0.016	0	0	1	0.679	1	3
TFDP1	-0.048	-0.017	0.014	0.274	0.708	0.871	0.016	0	0	1	0.679	1	4
VPS11	-0.041	-0.015	0.012	0.274	0.464	0.793	0.013	0	0	1	0.679	1	3
MTIF3	-0.013	0.017	0.047	0.275	1.134	0.769	0.015	0	0	1	0.68	1	4
WASF3	-0.011	0.014	0.038	0.275	2.392	0.495	0.013	0	0	1	0.68	1	4
ANKRD17	-0.037	-0.013	0.011	0.276	1.207	0.547	0.012	0	0	1	0.681	1	3
C10orf35	-0.114	-0.041	0.033	0.276	6.115	0.047	0.038	0.003	67.295	3.058	0.681	1	3
C9orf91	-0.092	-0.033	0.026	0.276	4.423	0.11	0.03	0.002	54.782	2.212	0.681	1	3
CXADR	-0.026	0.032	0.09	0.275	0.5	0.919	0.03	0	0	1	0.681	1	4
EXTL1	-0.083	-0.03	0.024	0.276	4.571	0.102	0.027	0.001	56.244	2.285	0.681	1	3
FLJ22167	-0.012	0.015	0.043	0.276	0.216	0.898	0.014	0	0	1	0.681	1	3
GALNT11	-0.042	-0.015	0.012	0.276	0.733	0.693	0.014	0	0	1	0.681	1	3
MFSD5	-0.046	-0.016	0.013	0.276	4.513	0.211	0.015	0	33.523	1.504	0.681	1	4
OSTM1	-0.069	-0.025	0.02	0.275	0.263	0.967	0.023	0	0	1	0.681	1	4
PDE6D	-0.016	0.02	0.055	0.276	0.401	0.818	0.018	0	0	1	0.681	1	3
PIK3R1	-0.066	-0.024	0.019	0.276	4.999	0.172	0.022	0.001	39.982	1.666	0.681	1	4
PPEF1	-0.137	-0.049	0.039	0.276	5.535	0.137	0.045	0.004	45.797	1.845	0.681	1	4
RPS5	-0.011	0.013	0.038	0.276	1.484	0.686	0.012	0	0	1	0.681	1	4
STX5A	-0.008	0.01	0.028	0.276	0.601	0.741	0.009	0	0	1	0.681	1	3
VPS13A	-0.106	-0.038	0.03	0.276	4.91	0.178	0.035	0.002	38.906	1.637	0.681	1	4
C12orf4	-0.142	-0.051	0.041	0.278	4.776	0.189	0.047	0.003	37.192	1.592	0.682	1	4
C22orf9	-0.022	0.027	0.076	0.278	4.86	0.088	0.025	0.001	58.851	2.43	0.682	1	3
CAPZA2	-0.042	-0.015	0.012	0.278	0.306	0.959	0.014	0	0	1	0.682	1	4
CCL20	-0.021	0.026	0.072	0.278	1.285	0.733	0.024	0	0	1	0.682	1	4
CMIP	-0.024	0.029	0.082	0.278	5.681	0.128	0.027	0.001	47.196	1.894	0.682	1	4
CNGB1	-0.041	0.051	0.143	0.278	7.018	0.071	0.047	0.005	57.252	2.339	0.682	1	4
DKFZp761I2123	-0.022	0.027	0.076	0.279	0.994	0.608	0.025	0	0	1	0.682	1	3
FLNB	-0.03	0.037	0.104	0.278	0.232	0.891	0.034	0	0	1	0.682	1	3
GTF2A2	-0.076	-0.027	0.022	0.277	1.34	0.72	0.025	0	0	1	0.682	1	4
HLA-DRA	-0.091	0.113	0.318	0.278	4.038	0.133	0.104	0.016	50.475	2.019	0.682	1	3
HNMT	-0.026	0.032	0.091	0.278	4.167	0.244	0.03	0.001	28.014	1.389	0.682	1	4
IGFBP5	-0.061	0.075	0.211	0.278	7.928	0.019	0.069	0.01	74.772	3.964	0.682	1	3
MIPEP	-0.05	-0.018	0.014	0.277	0.413	0.938	0.016	0	0	1	0.682	1	4
MT1F	-0.147	-0.052	0.042	0.278	0.28	0.964	0.048	0	0	1	0.682	1	4
NDP	-0.024	0.029	0.082	0.278	1.802	0.614	0.027	0	0	1	0.682	1	4
NEUROD6	-0.158	-0.056	0.045	0.277	4.969	0.174	0.052	0.005	39.621	1.656	0.682	1	4
RPL18	-0.009	0.011	0.031	0.279	5.591	0.133	0.01	0	46.339	1.864	0.682	1	4
RPL7A	-0.017	0.021	0.06	0.278	0.492	0.921	0.02	0	0	1	0.682	1	4
SGIP1	-0.055	-0.019	0.016	0.278	2.458	0.483	0.018	0	0	1	0.682	1	4
SNX6	-0.03	0.038	0.106	0.277	0.521	0.914	0.035	0	0	1	0.682	1	4
SPEN	-0.02	0.024	0.068	0.278	2.577	0.461	0.022	0	0	1	0.682	1	4
TBC1D7	-0.097	-0.035	0.028	0.278	2.533	0.469	0.032	0	0	1	0.682	1	4
ULK3	-0.132	-0.047	0.038	0.277	8.505	0.037	0.043	0.004	64.728	2.835	0.682	1	4
HCCS	-0.066	-0.023	0.019	0.279	4.611	0.203	0.022	0.001	34.937	1.537	0.683	1	4
PEX19	-0.044	-0.016	0.013	0.279	0.539	0.764	0.014	0	0	1	0.683	1	3
PRKAB2	-0.025	0.031	0.086	0.279	2.096	0.553	0.028	0	0	1	0.683	1	4
TNPO2	-0.01	0.012	0.034	0.279	0.053	0.974	0.011	0	0	1	0.683	1	3
LHFPL2	-0.03	0.037	0.104	0.28	1.574	0.665	0.034	0	0	1	0.684	1	4
C20orf161	-0.069	-0.025	0.02	0.281	0.043	0.979	0.023	0	0	1	0.685	1	3
IL13RA1	-0.032	0.04	0.112	0.28	3.443	0.328	0.037	0.001	12.863	1.148	0.685	1	4
MTHFS	-0.015	0.019	0.052	0.281	0.319	0.956	0.017	0	0	1	0.685	1	4
NDE1	-0.045	0.055	0.155	0.281	0.094	0.954	0.051	0	0	1	0.685	1	3
PINK1	-0.064	-0.023	0.019	0.28	3.049	0.384	0.021	0	1.612	1.016	0.685	1	4
RRAGA	-0.079	-0.028	0.023	0.281	4.378	0.112	0.026	0.001	54.316	2.189	0.685	1	3
SRXN1	-0.094	-0.033	0.027	0.28	1.054	0.59	0.031	0	0	1	0.685	1	3
VIPR1	-0.08	-0.029	0.023	0.28	0.565	0.904	0.026	0	0	1	0.685	1	4
BTF3L4	-0.106	-0.038	0.031	0.281	0.502	0.919	0.035	0	0	1	0.686	1	4
