lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
ZNF533	-0.052	-0.015	0.022	0.44	1.429	0.489	0.019	0	0	1	0.974	1	3
ZNF581	-0.022	0.014	0.051	0.441	2.607	0.456	0.019	0	0	1	0.974	1	4
ZWILCH	-0.079	-0.023	0.034	0.432	1.821	0.61	0.029	0	0	1	0.974	1	4
ANKRD33	-0.024	0.016	0.055	0.443	0.297	0.961	0.02	0	0	1	0.975	1	4
ARHGEF2	-0.021	0.014	0.049	0.444	0.416	0.937	0.018	0	0	1	0.975	1	4
CCNB1IP1	-0.042	-0.012	0.018	0.444	0.188	0.91	0.015	0	0	1	0.975	1	3
CYFIP2	-0.043	-0.012	0.019	0.444	4.424	0.219	0.016	0	32.187	1.475	0.975	1	4
FHL1	-0.03	-0.009	0.013	0.443	0.812	0.847	0.011	0	0	1	0.975	1	4
GEMIN4	-0.047	-0.013	0.021	0.444	0.362	0.948	0.017	0	0	1	0.975	1	4
GNA11	-0.03	0.019	0.068	0.443	2.289	0.515	0.025	0	0	1	0.975	1	4
MNAT1	-0.045	-0.013	0.02	0.443	1.406	0.495	0.016	0	0	1	0.975	1	3
MOBP	-0.088	0.056	0.201	0.444	0.829	0.661	0.074	0	0	1	0.975	1	3
NDN	-0.077	-0.022	0.034	0.444	0.722	0.868	0.028	0	0	1	0.975	1	4
RPL22	-0.061	-0.017	0.027	0.444	2.792	0.425	0.023	0	0	1	0.975	1	4
RPS13	-0.017	0.011	0.04	0.443	0.868	0.833	0.015	0	0	1	0.975	1	4
SPRR1A	-0.044	0.028	0.1	0.444	1.382	0.501	0.037	0	0	1	0.975	1	3
TRAF3IP1	-0.042	-0.012	0.019	0.444	0.813	0.666	0.016	0	0	1	0.975	1	3
APLP1	-0.027	0.017	0.061	0.447	0.429	0.807	0.023	0	0	1	0.976	1	3
C11orf61	-0.031	0.019	0.069	0.446	0.171	0.918	0.025	0	0	1	0.976	1	3
C21orf66	-0.021	0.014	0.049	0.446	0.408	0.816	0.018	0	0	1	0.976	1	3
DNM1	-0.061	-0.017	0.027	0.446	0.423	0.809	0.022	0	0	1	0.976	1	3
FAM45A	-0.059	-0.017	0.026	0.445	0.834	0.659	0.022	0	0	1	0.976	1	3
FLRT3	-0.084	-0.023	0.037	0.447	0.015	0.992	0.031	0	0	1	0.976	1	3
FSHB	-0.043	0.027	0.098	0.445	2.367	0.306	0.036	0.001	15.522	1.184	0.976	1	3
GAL3ST4	-0.038	0.024	0.086	0.446	0.529	0.912	0.032	0	0	1	0.976	1	4
JUP	-0.046	0.03	0.106	0.445	0.782	0.854	0.039	0	0	1	0.976	1	4
MRPL52	-0.058	-0.016	0.025	0.446	0.569	0.903	0.021	0	0	1	0.976	1	4
MRPS23	-0.083	-0.023	0.037	0.447	0.819	0.845	0.031	0	0	1	0.976	1	4
PCNP	-0.038	-0.011	0.017	0.447	0.37	0.946	0.014	0	0	1	0.976	1	4
PLCL2	-0.053	-0.015	0.023	0.445	3.143	0.37	0.019	0	4.565	1.048	0.976	1	4
PPARD	-0.065	-0.018	0.028	0.446	3.322	0.345	0.024	0	9.696	1.107	0.976	1	4
PPM1D	-0.053	-0.015	0.023	0.445	0.521	0.914	0.019	0	0	1	0.976	1	4
SHFM1	-0.022	0.014	0.05	0.445	0.253	0.881	0.018	0	0	1	0.976	1	3
STT3A	-0.025	0.016	0.057	0.446	3.089	0.378	0.021	0	2.868	1.03	0.976	1	4
TMEM108	-0.031	0.019	0.07	0.446	0.028	0.986	0.026	0	0	1	0.976	1	3
UCHL5IP	-0.024	0.015	0.055	0.445	0.23	0.891	0.02	0	0	1	0.976	1	3
WFDC1	-0.103	-0.029	0.045	0.445	0.864	0.834	0.038	0	0	1	0.976	1	4
ADHFE1	-0.03	0.019	0.068	0.45	0.24	0.971	0.025	0	0	1	0.977	1	4
AP2B1	-0.02	0.012	0.045	0.45	1.786	0.618	0.016	0	0	1	0.977	1	4
ARHGEF11	-0.034	-0.009	0.015	0.45	1.413	0.702	0.013	0	0	1	0.977	1	4
ARL5A	-0.047	-0.013	0.021	0.449	0.998	0.802	0.017	0	0	1	0.977	1	4
ASS	-0.11	-0.031	0.049	0.449	0.013	0.994	0.041	0	0	1	0.977	1	3
C17orf32	-0.051	-0.014	0.023	0.451	0.146	0.93	0.019	0	0	1	0.977	1	3
CAP1	-0.013	0.008	0.029	0.451	0.256	0.968	0.011	0	0	1	0.977	1	4
CBR4	-0.02	0.013	0.046	0.448	2.282	0.516	0.017	0	0	1	0.977	1	4
CCDC28A	-0.024	0.015	0.055	0.45	0.847	0.838	0.02	0	0	1	0.977	1	4
CCDC77	-0.032	0.02	0.073	0.448	0.113	0.945	0.027	0	0	1	0.977	1	3
CCND3	-0.036	0.023	0.081	0.449	5.674	0.059	0.03	0.002	64.754	2.837	0.977	1	3
CHKA	-0.024	0.015	0.054	0.45	0.293	0.864	0.02	0	0	1	0.977	1	3
CPNE9	-0.069	-0.019	0.031	0.447	3.547	0.315	0.025	0	15.427	1.182	0.977	1	4
CRY2	-0.056	-0.016	0.025	0.448	0.473	0.789	0.021	0	0	1	0.977	1	3
DNAL4	-0.057	-0.016	0.025	0.451	0.728	0.867	0.021	0	0	1	0.977	1	4
DRB1	-0.017	0.01	0.037	0.451	1.971	0.373	0.014	0	0	1	0.977	1	3
DSCR5	-0.04	0.026	0.092	0.448	0.605	0.739	0.034	0	0	1	0.977	1	3
DYNLRB1	-0.027	-0.007	0.012	0.449	0.767	0.681	0.01	0	0	1	0.977	1	3
FADS6	-0.032	0.02	0.073	0.45	1.508	0.68	0.027	0	0	1	0.977	1	4
FAM13C1	-0.025	0.016	0.057	0.45	2.817	0.245	0.021	0.001	28.996	1.408	0.977	1	3
FRS3	-0.04	-0.011	0.018	0.449	1.845	0.605	0.015	0	0	1	0.977	1	4
GABARAPL1	-0.063	-0.017	0.028	0.449	1.762	0.623	0.023	0	0	1	0.977	1	4
H1F0	-0.041	-0.011	0.018	0.451	0.464	0.793	0.015	0	0	1	0.977	1	3
HTR2A	-0.031	-0.009	0.014	0.449	0.109	0.947	0.011	0	0	1	0.977	1	3
JARID1B	-0.05	-0.014	0.022	0.449	0.493	0.782	0.018	0	0	1	0.977	1	3
KLHL18	-0.018	0.011	0.04	0.447	0.75	0.687	0.015	0	0	1	0.977	1	3
KLHL5	-0.057	-0.016	0.025	0.449	0.279	0.964	0.021	0	0	1	0.977	1	4
LOC128439	-0.033	-0.009	0.015	0.447	1.277	0.528	0.012	0	0	1	0.977	1	3
LOC653566	-0.107	-0.03	0.047	0.45	0.117	0.943	0.039	0	0	1	0.977	1	3
MGC14141	-0.023	0.014	0.051	0.448	0.159	0.924	0.019	0	0	1	0.977	1	3
MYO1B	-0.059	-0.016	0.026	0.448	0.716	0.869	0.022	0	0	1	0.977	1	4
NIFIE14	-0.039	-0.011	0.017	0.451	0.277	0.87	0.014	0	0	1	0.977	1	3
NME4	-0.028	0.017	0.062	0.451	0.223	0.894	0.023	0	0	1	0.977	1	3
PFKFB4	-0.023	0.015	0.052	0.448	0.069	0.966	0.019	0	0	1	0.977	1	3
PHTF1	-0.049	-0.014	0.022	0.45	0.219	0.896	0.018	0	0	1	0.977	1	3
PINK1	-0.056	-0.016	0.025	0.45	1.77	0.622	0.021	0	0	1	0.977	1	4
POLR1E	-0.016	0.01	0.037	0.449	1.347	0.718	0.014	0	0	1	0.977	1	4
RECK	-0.024	0.015	0.055	0.45	1.648	0.649	0.02	0	0	1	0.977	1	4
SMAD4	-0.023	0.015	0.053	0.449	0.067	0.967	0.019	0	0	1	0.977	1	3
ZCCHC9	-0.051	-0.014	0.023	0.448	0.509	0.917	0.019	0	0	1	0.977	1	4
ZSWIM4	-0.072	-0.02	0.032	0.45	0.972	0.808	0.027	0	0	1	0.977	1	4
CDKN1B	-0.042	-0.012	0.019	0.452	1.968	0.374	0.015	0	0	1	0.978	1	3
CEP164	-0.036	0.022	0.08	0.453	0.214	0.898	0.03	0	0	1	0.978	1	3
ITCH	-0.024	0.015	0.054	0.453	0.378	0.945	0.02	0	0	1	0.978	1	4
PRDM2	-0.071	-0.02	0.032	0.452	4.047	0.256	0.026	0.001	25.863	1.349	0.978	1	4
RRAS2	-0.014	0.009	0.032	0.452	0.693	0.875	0.012	0	0	1	0.978	1	4
SCN3B	-0.076	-0.021	0.034	0.452	1.446	0.485	0.028	0	0	1	0.978	1	3
ATPBD1B	-0.037	-0.01	0.016	0.455	1.441	0.487	0.014	0	0	1	0.979	1	3
CCDC66	-0.056	-0.015	0.025	0.453	2.644	0.45	0.02	0	0	1	0.979	1	4
DNAH1	-0.036	0.022	0.08	0.454	2.061	0.357	0.029	0	2.959	1.03	0.979	1	3
ECHDC1	-0.076	-0.021	0.034	0.453	0.404	0.939	0.028	0	0	1	0.979	1	4
FAIM2	-0.039	-0.011	0.017	0.455	1.208	0.751	0.014	0	0	1	0.979	1	4
FLJ22709	-0.048	-0.013	0.022	0.454	0.602	0.74	0.018	0	0	1	0.979	1	3
IMP4	-0.041	-0.011	0.018	0.453	0.539	0.91	0.015	0	0	1	0.979	1	4
LOC55565	-0.05	-0.014	0.022	0.455	0.107	0.948	0.018	0	0	1	0.979	1	3
LRRN5	-0.055	-0.015	0.025	0.453	0.438	0.803	0.02	0	0	1	0.979	1	3
MED25	-0.045	-0.012	0.02	0.455	1.028	0.794	0.017	0	0	1	0.979	1	4
MTMR6	-0.023	0.014	0.051	0.454	0.821	0.844	0.019	0	0	1	0.979	1	4
MTX2	-0.053	-0.015	0.024	0.453	0.423	0.935	0.02	0	0	1	0.979	1	4
NCOA6	-0.013	0.008	0.03	0.453	0.648	0.885	0.011	0	0	1	0.979	1	4
NT5C	-0.021	0.013	0.047	0.454	1.974	0.578	0.017	0	0	1	0.979	1	4
ORMDL3	-0.017	0.01	0.038	0.455	0.881	0.83	0.014	0	0	1	0.979	1	4
PKIG	-0.048	-0.013	0.021	0.454	1.736	0.629	0.018	0	0	1	0.979	1	4
PTGDS	-0.026	0.016	0.058	0.454	0.482	0.786	0.022	0	0	1	0.979	1	3
RABEPK	-0.036	-0.01	0.016	0.453	1.906	0.592	0.013	0	0	1	0.979	1	4
RGS10	-0.069	0.043	0.154	0.454	0.518	0.915	0.057	0	0	1	0.979	1	4
SEC61A1	-0.023	0.014	0.052	0.455	1.575	0.665	0.019	0	0	1	0.979	1	4
AIP	-0.018	0.011	0.039	0.459	2.009	0.571	0.014	0	0	1	0.98	1	4
CALM2	-0.019	-0.005	0.009	0.458	0.773	0.679	0.007	0	0	1	0.98	1	3
COPS5	-0.054	-0.015	0.024	0.456	0.671	0.88	0.02	0	0	1	0.98	1	4
CTGLF3	-0.025	0.015	0.055	0.458	0.75	0.687	0.02	0	0	1	0.98	1	3
CUL1	-0.034	-0.009	0.015	0.459	0.477	0.924	0.012	0	0	1	0.98	1	4
DKFZP434B0335	-0.024	0.014	0.053	0.458	0.528	0.768	0.019	0	0	1	0.98	1	3
EMP3	-0.039	0.024	0.087	0.458	0.195	0.907	0.032	0	0	1	0.98	1	3
FAM63A	-0.039	0.024	0.087	0.456	0.239	0.888	0.032	0	0	1	0.98	1	3
FLJ20643	-0.069	-0.019	0.031	0.455	0.161	0.923	0.025	0	0	1	0.98	1	3
GPR37	-0.073	0.044	0.161	0.459	0.606	0.739	0.06	0	0	1	0.98	1	3
ICMT	-0.052	-0.014	0.023	0.456	1.969	0.579	0.019	0	0	1	0.98	1	4
KCNIP1	-0.059	-0.016	0.027	0.459	3.329	0.344	0.022	0	9.895	1.11	0.98	1	4
LOC339344	-0.037	-0.01	0.016	0.456	0.305	0.858	0.014	0	0	1	0.98	1	3
NAPRT1	-0.101	-0.028	0.045	0.458	0.079	0.961	0.037	0	0	1	0.98	1	3
NGLY1	-0.056	-0.015	0.025	0.457	1.783	0.619	0.021	0	0	1	0.98	1	4
NUBPL	-0.045	0.028	0.101	0.456	0.413	0.813	0.037	0	0	1	0.98	1	3
PLAC9	-0.058	0.036	0.13	0.457	0.362	0.835	0.048	0	0	1	0.98	1	3
PMPCB	-0.07	-0.019	0.032	0.458	1.337	0.72	0.026	0	0	1	0.98	1	4
PTRF	-0.035	0.022	0.079	0.458	1.532	0.465	0.029	0	0	1	0.98	1	3
RENT1	-0.05	0.031	0.111	0.456	3.83	0.147	0.041	0.002	47.785	1.915	0.98	1	3
RHOC	-0.033	0.02	0.074	0.459	1.32	0.724	0.027	0	0	1	0.98	1	4
RHOT1	-0.092	-0.025	0.041	0.457	0.258	0.879	0.034	0	0	1	0.98	1	3
RIC3	-0.066	-0.018	0.03	0.456	1.955	0.582	0.024	0	0	1	0.98	1	4
RNF175	-0.091	-0.025	0.041	0.458	0.54	0.91	0.034	0	0	1	0.98	1	4
RNF44	-0.042	-0.012	0.019	0.459	1.417	0.702	0.016	0	0	1	0.98	1	4
ROM1	-0.026	0.016	0.058	0.458	1.205	0.547	0.022	0	0	1	0.98	1	3
SAMD1	-0.019	0.012	0.043	0.458	0.764	0.682	0.016	0	0	1	0.98	1	3
SCAMP1	-0.02	-0.005	0.009	0.455	0.768	0.857	0.007	0	0	1	0.98	1	4
SH3PXD2B	-0.033	0.02	0.074	0.456	0.05	0.975	0.027	0	0	1	0.98	1	3
SMUG1	-0.013	0.008	0.029	0.457	1.866	0.601	0.011	0	0	1	0.98	1	4
STARD3NL	-0.099	-0.027	0.044	0.456	2.346	0.504	0.037	0	0	1	0.98	1	4
SURF6	-0.056	-0.015	0.025	0.457	0.26	0.878	0.021	0	0	1	0.98	1	3
TCEB1	-0.066	-0.018	0.03	0.456	0.255	0.88	0.025	0	0	1	0.98	1	3
TMEM16H	-0.072	-0.02	0.032	0.458	2.403	0.301	0.026	0	16.784	1.202	0.98	1	3
UBL3	-0.041	-0.011	0.018	0.457	0.243	0.97	0.015	0	0	1	0.98	1	4
XRCC5	-0.073	-0.02	0.033	0.457	0.341	0.952	0.027	0	0	1	0.98	1	4
ACSL1	-0.035	0.021	0.076	0.463	0.417	0.937	0.028	0	0	1	0.981	1	4
ACTA1	-0.061	-0.017	0.028	0.46	0.502	0.918	0.023	0	0	1	0.981	1	4
AMY2B	-0.076	-0.021	0.035	0.462	0.824	0.844	0.028	0	0	1	0.981	1	4
ATCAY	-0.093	-0.025	0.043	0.464	0.128	0.988	0.035	0	0	1	0.981	1	4
C1orf55	-0.056	-0.015	0.026	0.462	0.162	0.922	0.021	0	0	1	0.981	1	3
DIAPH2	-0.02	0.012	0.045	0.46	3.656	0.301	0.017	0	17.941	1.219	0.981	1	4
DNAJC7	-0.039	-0.011	0.018	0.463	1.071	0.784	0.015	0	0	1	0.981	1	4
DUS2L	-0.049	-0.013	0.022	0.463	3.006	0.222	0.018	0	33.47	1.503	0.981	1	3
E2F3	-0.054	-0.015	0.025	0.464	0.497	0.92	0.02	0	0	1	0.981	1	4
EEF1B2	-0.092	-0.025	0.042	0.462	0.243	0.97	0.034	0	0	1	0.981	1	4
FRZB	-0.1	-0.027	0.046	0.462	0.133	0.936	0.037	0	0	1	0.981	1	3
GMEB2	-0.024	0.015	0.053	0.462	1.198	0.753	0.02	0	0	1	0.981	1	4
GNG10	-0.104	-0.028	0.048	0.463	0.385	0.943	0.039	0	0	1	0.981	1	4
GOLGA1	-0.021	0.013	0.047	0.461	0.772	0.856	0.017	0	0	1	0.981	1	4
HMGCS1	-0.071	-0.019	0.032	0.461	2.397	0.302	0.026	0	16.552	1.198	0.981	1	3
KIF1B	-0.051	0.031	0.113	0.46	1.084	0.582	0.042	0	0	1	0.981	1	3
KLF6	-0.091	-0.025	0.041	0.46	0.174	0.917	0.034	0	0	1	0.981	1	3
LY6G6C	-0.037	0.022	0.081	0.461	1.474	0.478	0.03	0	0	1	0.981	1	3
MAPK7	-0.028	0.017	0.063	0.462	1.155	0.561	0.023	0	0	1	0.981	1	3
MCRS1	-0.014	0.008	0.031	0.464	0.603	0.896	0.012	0	0	1	0.981	1	4
MGC10993	-0.098	-0.027	0.044	0.46	2.538	0.281	0.036	0.001	21.206	1.269	0.981	1	3
NCOA1	-0.025	0.015	0.055	0.46	0.044	0.978	0.02	0	0	1	0.981	1	3
NFS1	-0.041	-0.011	0.019	0.462	0.042	0.998	0.015	0	0	1	0.981	1	4
NIFUN	-0.076	-0.021	0.034	0.461	0.021	0.989	0.028	0	0	1	0.981	1	3
NLGN4Y	-0.061	-0.017	0.028	0.463	0.19	0.979	0.023	0	0	1	0.981	1	4
PDE6D	-0.022	0.013	0.049	0.461	0.199	0.905	0.018	0	0	1	0.981	1	3
PIM2	-0.069	-0.019	0.031	0.461	1.731	0.63	0.025	0	0	1	0.981	1	4
PPARGC1A	-0.086	-0.023	0.039	0.462	1.002	0.801	0.032	0	0	1	0.981	1	4
PPM1E	-0.066	-0.018	0.03	0.462	2.507	0.474	0.025	0	0	1	0.981	1	4
PXK	-0.032	0.019	0.071	0.462	0.759	0.859	0.026	0	0	1	0.981	1	4
RPL23AP13	-0.044	0.026	0.096	0.463	2.573	0.276	0.036	0.001	22.257	1.286	0.981	1	3
RPL5	-0.013	0.008	0.028	0.462	1.557	0.669	0.01	0	0	1	0.981	1	4
S100A10	-0.069	0.041	0.151	0.463	4.646	0.2	0.056	0.004	35.423	1.549	0.981	1	4
SCAMP3	-0.015	0.009	0.033	0.463	2.054	0.358	0.012	0	2.647	1.027	0.981	1	3
SLC9A3R1	-0.033	0.02	0.073	0.46	0.371	0.831	0.027	0	0	1	0.981	1	3
TFAM	-0.048	-0.013	0.022	0.463	0.312	0.856	0.018	0	0	1	0.981	1	3
TIMP3	-0.089	-0.024	0.04	0.461	2.237	0.525	0.033	0	0	1	0.981	1	4
TMEM59	-0.016	0.009	0.034	0.463	0.294	0.961	0.013	0	0	1	0.981	1	4
TTLL1	-0.014	0.009	0.031	0.462	3.827	0.281	0.012	0	21.603	1.276	0.981	1	4
UNC13C	-0.039	0.023	0.086	0.463	0.411	0.938	0.032	0	0	1	0.981	1	4
VIPR1	-0.071	-0.02	0.032	0.461	0.969	0.809	0.026	0	0	1	0.981	1	4
ZCCHC14	-0.032	0.019	0.07	0.463	0.535	0.765	0.026	0	0	1	0.981	1	3
ZFAND2B	-0.038	-0.01	0.017	0.464	1.088	0.581	0.014	0	0	1	0.981	1	3
ABCB7	-0.038	0.022	0.082	0.468	0.094	0.993	0.031	0	0	1	0.982	1	4
ACVR2A	-0.029	0.018	0.065	0.465	0.738	0.691	0.024	0	0	1	0.982	1	3
AP3M1	-0.023	0.014	0.051	0.467	0.549	0.76	0.019	0	0	1	0.982	1	3
APOL1	-0.107	-0.029	0.049	0.466	4.051	0.256	0.04	0.002	25.938	1.35	0.982	1	4
ARHGEF7	-0.097	-0.026	0.045	0.468	2.552	0.279	0.036	0.001	21.615	1.276	0.982	1	3
ASXL2	-0.021	0.012	0.046	0.469	1.098	0.778	0.017	0	0	1	0.982	1	4
ATP9A	-0.014	0.008	0.03	0.467	0.452	0.929	0.011	0	0	1	0.982	1	4
B3GAT1	-0.027	0.016	0.059	0.467	0.359	0.949	0.022	0	0	1	0.982	1	4
C14orf135	-0.041	-0.011	0.019	0.469	0.381	0.827	0.015	0	0	1	0.982	1	3
C14orf156	-0.056	-0.015	0.026	0.467	0.477	0.788	0.021	0	0	1	0.982	1	3
C9orf9	-0.029	0.017	0.063	0.466	1.422	0.491	0.023	0	0	1	0.982	1	3
CACNB1	-0.064	-0.017	0.029	0.466	3.598	0.308	0.024	0.001	16.619	1.199	0.982	1	4
CORT	-0.161	-0.044	0.074	0.468	4.308	0.23	0.06	0.006	30.366	1.436	0.982	1	4
CRADD	-0.06	-0.016	0.027	0.468	0.256	0.968	0.022	0	0	1	0.982	1	4
DUT	-0.021	0.012	0.046	0.469	2.801	0.423	0.017	0	0	1	0.982	1	4
EIF3S6	-0.016	0.009	0.035	0.467	0.633	0.729	0.013	0	0	1	0.982	1	3
FAM58A	-0.063	-0.017	0.029	0.468	0.844	0.656	0.023	0	0	1	0.982	1	3
FBLN5	-0.015	0.009	0.034	0.465	0.272	0.965	0.013	0	0	1	0.982	1	4
FLJ10379	-0.024	0.014	0.052	0.466	0.149	0.928	0.019	0	0	1	0.982	1	3
HLA-DMB	-0.072	0.042	0.157	0.468	2.264	0.322	0.058	0.001	11.66	1.132	0.982	1	3
KCNJ10	-0.033	0.019	0.071	0.465	0.328	0.955	0.027	0	0	1	0.982	1	4
KIAA1751	-0.036	0.021	0.078	0.47	0.494	0.781	0.029	0	0	1	0.982	1	3
KIAA1970	-0.018	0.011	0.039	0.465	1.042	0.594	0.015	0	0	1	0.982	1	3
LNX1	-0.063	-0.017	0.029	0.467	2.724	0.256	0.023	0.001	26.584	1.362	0.982	1	3
LOC134147	-0.025	0.015	0.055	0.469	0.181	0.913	0.021	0	0	1	0.982	1	3
LOC90580	-0.036	-0.01	0.017	0.464	0.881	0.644	0.013	0	0	1	0.982	1	3
LRRC4C	-0.062	-0.017	0.029	0.468	0.354	0.838	0.023	0	0	1	0.982	1	3
LYK5	-0.036	-0.01	0.016	0.468	1.292	0.524	0.013	0	0	1	0.982	1	3
MAN1B1	-0.019	0.011	0.041	0.465	0.868	0.833	0.015	0	0	1	0.982	1	4
MCM3	-0.015	0.009	0.032	0.467	1.329	0.722	0.012	0	0	1	0.982	1	4
MGC24381	-0.026	0.015	0.056	0.469	2.095	0.351	0.021	0	4.533	1.047	0.982	1	3
MGC4268	-0.038	-0.01	0.017	0.465	0.087	0.957	0.014	0	0	1	0.982	1	3
MGEA5	-0.021	0.012	0.045	0.469	0.97	0.616	0.017	0	0	1	0.982	1	3
NSUN2	-0.023	0.013	0.05	0.469	0.583	0.9	0.019	0	0	1	0.982	1	4
OLFM3	-0.087	-0.024	0.04	0.468	0.8	0.85	0.032	0	0	1	0.982	1	4
PEX19	-0.039	-0.01	0.018	0.467	0.143	0.931	0.014	0	0	1	0.982	1	3
PIGM	-0.019	0.011	0.041	0.469	1.695	0.638	0.015	0	0	1	0.982	1	4
PLDN	-0.026	0.015	0.056	0.469	1.362	0.506	0.021	0	0	1	0.982	1	3
PPIL3	-0.027	0.016	0.058	0.468	0.656	0.72	0.022	0	0	1	0.982	1	3
PPT2	-0.037	-0.01	0.017	0.468	0.736	0.692	0.014	0	0	1	0.982	1	3
PRKCD	-0.114	-0.031	0.052	0.468	3.647	0.302	0.042	0.001	17.732	1.216	0.982	1	4
PRO0149	-0.047	-0.013	0.022	0.465	0.205	0.903	0.018	0	0	1	0.982	1	3
RAB2B	-0.015	0.009	0.032	0.47	2.4	0.301	0.012	0	16.67	1.2	0.982	1	3
RSBN1L	-0.04	-0.011	0.019	0.468	0.293	0.864	0.015	0	0	1	0.982	1	3
SCARA3	-0.06	0.035	0.13	0.468	0.545	0.909	0.049	0	0	1	0.982	1	4
SRR	-0.045	-0.012	0.02	0.465	0.96	0.619	0.017	0	0	1	0.982	1	3
TCERG1	-0.026	0.015	0.057	0.467	1.586	0.662	0.021	0	0	1	0.982	1	4
TFIP11	-0.047	-0.013	0.022	0.465	0.524	0.77	0.017	0	0	1	0.982	1	3
TNIK	-0.032	0.019	0.07	0.466	0.653	0.722	0.026	0	0	1	0.982	1	3
UBQLN1	-0.04	-0.011	0.018	0.469	1.33	0.722	0.015	0	0	1	0.982	1	4
ZADH2	-0.076	-0.021	0.035	0.465	1.269	0.53	0.028	0	0	1	0.982	1	3
ACACB	-0.052	0.03	0.113	0.471	0.357	0.836	0.042	0	0	1	0.983	1	3
CDC42EP4	-0.039	0.022	0.083	0.472	0.164	0.921	0.031	0	0	1	0.983	1	3
CDIPT	-0.042	-0.011	0.019	0.472	2.321	0.509	0.016	0	0	1	0.983	1	4
CGN	-0.041	0.024	0.088	0.472	2.383	0.497	0.033	0	0	1	0.983	1	4
EIF1AY	-0.05	-0.014	0.023	0.471	1.148	0.765	0.019	0	0	1	0.983	1	4
FLII	-0.075	-0.02	0.035	0.471	8.564	0.036	0.028	0.002	64.971	2.855	0.983	1	4
FOXRED1	-0.022	0.013	0.047	0.472	0.34	0.952	0.018	0	0	1	0.983	1	4
KLKB1	-0.037	0.021	0.08	0.472	0.661	0.882	0.03	0	0	1	0.983	1	4
LKAP	-0.064	-0.017	0.03	0.471	3.106	0.212	0.024	0.001	35.606	1.553	0.983	1	3
MGC33584	-0.044	-0.012	0.02	0.47	0.424	0.809	0.016	0	0	1	0.983	1	3
MRPL53	-0.019	0.011	0.041	0.471	0.77	0.857	0.015	0	0	1	0.983	1	4
PAX7	-0.022	0.013	0.047	0.471	1.132	0.568	0.017	0	0	1	0.983	1	3
PIP5K2B	-0.154	-0.041	0.071	0.47	0.363	0.834	0.057	0	0	1	0.983	1	3
PPAT	-0.063	-0.017	0.029	0.472	0.208	0.901	0.024	0	0	1	0.983	1	3
PTHR1	-0.045	0.026	0.097	0.471	3.401	0.183	0.036	0.002	41.19	1.7	0.983	1	3
SAPS1	-0.023	0.013	0.05	0.472	0.719	0.698	0.019	0	0	1	0.983	1	3
SH3GLB1	-0.03	0.018	0.066	0.471	0.164	0.921	0.025	0	0	1	0.983	1	3
STXBP6	-0.03	0.017	0.064	0.47	0.247	0.97	0.024	0	0	1	0.983	1	4
TMEM115	-0.017	0.01	0.037	0.47	3.992	0.262	0.014	0	24.851	1.331	0.983	1	4
TPM1	-0.068	-0.018	0.031	0.471	1.121	0.772	0.025	0	0	1	0.983	1	4
GPC6	-0.025	0.014	0.053	0.473	0.336	0.953	0.02	0	0	1	0.984	1	4
NR3C1	-0.037	-0.01	0.017	0.473	1.903	0.386	0.014	0	0	1	0.984	1	3
PAQR6	-0.059	0.034	0.128	0.473	0.942	0.624	0.048	0	0	1	0.984	1	3
TOMM40	-0.042	-0.011	0.019	0.473	0.16	0.984	0.016	0	0	1	0.984	1	4
AQP3	-0.036	0.021	0.078	0.474	0.863	0.834	0.029	0	0	1	0.985	1	4
ATAD1	-0.041	-0.011	0.019	0.474	0.148	0.929	0.015	0	0	1	0.985	1	3
CRIPT	-0.026	0.015	0.056	0.474	0.204	0.977	0.021	0	0	1	0.985	1	4
CXCL14	-0.071	-0.019	0.033	0.474	4.138	0.247	0.027	0.001	27.497	1.379	0.985	1	4
FLJ20097	-0.071	-0.019	0.033	0.474	1.806	0.405	0.027	0	0	1	0.985	1	3
VDP	-0.048	-0.013	0.022	0.474	0.466	0.792	0.018	0	0	1	0.985	1	3
ZCRB1	-0.039	-0.01	0.018	0.474	0.817	0.845	0.015	0	0	1	0.985	1	4
ZNF187	-0.03	0.017	0.065	0.474	0.268	0.875	0.024	0	0	1	0.985	1	3
ZNF671	-0.045	-0.012	0.021	0.474	1.543	0.672	0.017	0	0	1	0.985	1	4
C11orf54	-0.021	0.012	0.044	0.476	1.582	0.663	0.016	0	0	1	0.986	1	4
C8orf37	-0.021	0.012	0.045	0.476	0.808	0.668	0.017	0	0	1	0.986	1	3
FLJ40411	-0.028	0.016	0.059	0.476	0.734	0.693	0.022	0	0	1	0.986	1	3
GM632	-0.02	0.012	0.044	0.476	0.875	0.645	0.016	0	0	1	0.986	1	3
GPATCH4	-0.094	-0.025	0.044	0.475	1.694	0.638	0.035	0	0	1	0.986	1	4
HIBCH	-0.027	0.016	0.058	0.475	1.199	0.753	0.022	0	0	1	0.986	1	4
NEFL	-0.088	-0.023	0.041	0.476	0.114	0.945	0.033	0	0	1	0.986	1	3
NMNAT3	-0.029	0.017	0.062	0.475	0.273	0.965	0.023	0	0	1	0.986	1	4
PARK7	-0.037	-0.01	0.017	0.475	0.63	0.73	0.014	0	0	1	0.986	1	3
PRRT2	-0.051	-0.014	0.024	0.476	2.942	0.401	0.019	0	0	1	0.986	1	4
