lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
NSUN5B	-0.035	0.004	0.043	0.839	0.513	0.774	0.02	0	0	1	1	1	3
NSUN5C	-0.002	0	0.002	0.978	0.989	0.61	0.001	0	0	1	1	1	3
NSUN6	-0.004	0.028	0.059	0.083	1.333	0.513	0.016	0	0	1	1	1	3
NT5C	-0.009	0.025	0.059	0.145	0.883	0.83	0.017	0	0	1	1	1	4
NT5C2	-0.023	0.02	0.062	0.363	0.101	0.992	0.022	0	0	1	1	1	4
NT5C3L	-0.023	0.01	0.042	0.562	0.414	0.813	0.017	0	0	1	1	1	3
NT5DC2	-0.066	-0.016	0.035	0.543	0.635	0.888	0.026	0	0	1	1	1	4
NT5DC3	-0.055	-0.006	0.043	0.811	0.267	0.966	0.025	0	0	1	1	1	4
NT5E	-0.099	-0.036	0.026	0.255	10.262	0.016	0.032	0.002	70.767	3.421	1	1	4
NTAN1	-0.068	-0.03	0.007	0.115	1.019	0.601	0.019	0	0	1	1	1	3
NTE	0	0.032	0.064	0.052	0.524	0.77	0.016	0	0	1	1	1	3
NTF3	-0.003	0	0.003	0.98	3.417	0.332	0.001	0	12.204	1.139	1	1	4
NTHL1	-0.034	0.002	0.038	0.904	0.889	0.641	0.018	0	0	1	1	1	3
NTN4	-0.004	0	0.004	0.956	2.295	0.513	0.002	0	0	1	1	1	4
NTNG1	-0.066	-0.009	0.048	0.763	0.172	0.918	0.029	0	0	1	1	1	3
NTRK2	-0.004	0	0.004	0.969	1.413	0.703	0.002	0	0	1	1	1	4
NTRK3	-0.042	-0.001	0.04	0.966	2.107	0.55	0.021	0	0	1	1	1	4
NTSR2	-0.095	0.005	0.105	0.916	1.955	0.582	0.051	0	0	1	1	1	4
NUAK1	-0.036	-0.002	0.033	0.928	2.726	0.256	0.018	0	26.626	1.363	1	1	3
NUBP1	-0.002	0	0.002	0.998	2.868	0.412	0.001	0	0	1	1	1	4
NUBPL	-0.054	0.019	0.093	0.606	0.1	0.951	0.037	0	0	1	1	1	3
NUCB1	-0.027	-0.007	0.012	0.471	0.646	0.886	0.01	0	0	1	1	1	4
NUCB2	-0.051	-0.002	0.047	0.938	4.076	0.13	0.025	0.001	50.936	2.038	1	1	3
NUCKS1	-0.027	0.033	0.094	0.278	1.583	0.663	0.031	0	0	1	1	1	4
NUDC	-0.019	0.001	0.022	0.91	0.967	0.809	0.01	0	0	1	1	1	4
NUDCD1	-0.033	0.006	0.044	0.776	1.228	0.746	0.02	0	0	1	1	1	4
NUDCD2	-0.064	-0.022	0.021	0.317	2.863	0.413	0.022	0	0	1	1	1	4
NUDCD3	-0.01	0.026	0.062	0.154	0.488	0.783	0.018	0	0	1	1	1	3
NUDT1	-0.028	0.009	0.045	0.641	0.471	0.79	0.019	0	0	1	1	1	3
NUDT10	-0.045	-0.004	0.037	0.852	0.712	0.87	0.021	0	0	1	1	1	4
NUDT11	-0.086	-0.039	0.008	0.105	0.23	0.891	0.024	0	0	1	1	1	3
NUDT14	-0.04	0.014	0.068	0.611	0.791	0.852	0.028	0	0	1	1	1	4
NUDT15	-0.082	-0.036	0.011	0.134	0.644	0.725	0.024	0	0	1	1	1	3
NUDT16	-0.009	0.043	0.095	0.107	1.847	0.605	0.026	0	0	1	1	1	4
NUDT16L1	-0.041	-0.01	0.021	0.529	0.861	0.835	0.016	0	0	1	1	1	4
NUDT18	-0.058	0.018	0.094	0.638	1.306	0.521	0.039	0	0	1	1	1	3
NUDT2	-0.016	0.021	0.058	0.258	3.023	0.388	0.019	0	0.769	1.008	1	1	4
NUDT22	-0.022	0.006	0.034	0.668	2.57	0.463	0.014	0	0	1	1	1	4
NUDT3	-0.017	0.01	0.038	0.458	0.005	0.998	0.014	0	0	1	1	1	3
NUDT5	-0.054	-0.002	0.05	0.95	0.033	0.984	0.026	0	0	1	1	1	3
NUDT9	-0.077	-0.032	0.014	0.173	0.469	0.926	0.023	0	0	1	1	1	4
NUFIP1	-0.053	-0.012	0.028	0.553	0.544	0.909	0.021	0	0	1	1	1	4
NUFIP2	-0.073	-0.029	0.015	0.198	3.156	0.206	0.022	0.001	36.628	1.578	1	1	3
NULP1	-0.043	-0.015	0.013	0.291	0.76	0.684	0.014	0	0	1	1	1	3
NUMA1	-0.041	0.021	0.083	0.499	0.431	0.934	0.032	0	0	1	1	1	4
NUMB	-0.038	-0.012	0.014	0.38	0.605	0.895	0.013	0	0	1	1	1	4
NUMBL	-0.025	0.02	0.066	0.383	1.374	0.712	0.023	0	0	1	1	1	4
NUP107	-0.004	0.022	0.048	0.101	1.581	0.664	0.013	0	0	1	1	1	4
NUP133	-0.012	0.012	0.037	0.322	0.991	0.803	0.013	0	0	1	1	1	4
NUP153	-0.065	-0.029	0.006	0.104	0.247	0.884	0.018	0	0	1	1	1	3
NUP155	-0.046	-0.012	0.021	0.463	0.482	0.923	0.017	0	0	1	1	1	4
NUP160	-0.07	-0.036	-0.001	0.044	0.209	0.976	0.018	0	0	1	1	1	4
NUP188	-0.055	-0.006	0.043	0.809	0.173	0.982	0.025	0	0	1	1	1	4
NUP205	-0.026	0.005	0.035	0.763	0.005	0.997	0.015	0	0	1	1	1	3
NUP210	-0.002	0	0.002	0.967	1.186	0.756	0.001	0	0	1	1	1	4
NUP214	-0.01	0.024	0.058	0.172	2.173	0.537	0.018	0	0	1	1	1	4
NUP35	-0.002	0	0.002	0.977	0.855	0.836	0.001	0	0	1	1	1	4
NUP37	-0.047	-0.005	0.038	0.831	0.647	0.885	0.022	0	0	1	1	1	4
NUP50	-0.004	0	0.004	0.961	0.933	0.817	0.002	0	0	1	1	1	4
NUP54	-0.009	0.025	0.06	0.155	0.168	0.919	0.018	0	0	1	1	1	3
NUP62	-0.044	-0.017	0.011	0.229	0.091	0.993	0.014	0	0	1	1	1	4
NUP85	-0.038	0.006	0.049	0.799	1.622	0.655	0.022	0	0	1	1	1	4
NUP88	-0.011	0.009	0.03	0.372	0.955	0.812	0.011	0	0	1	1	1	4
NUP93	-0.066	-0.018	0.029	0.449	0.111	0.946	0.024	0	0	1	1	1	3
NUPR1	-0.002	0.068	0.138	0.056	2.207	0.531	0.036	0	0	1	1	1	4
NUS1	-0.046	-0.009	0.028	0.64	2.289	0.515	0.019	0	0	1	1	1	4
NVL	-0.009	0.026	0.06	0.144	2.928	0.403	0.017	0	0	1	1	1	4
NXF1	-0.051	-0.002	0.048	0.95	4.545	0.208	0.025	0.001	34	1.515	1	1	4
NXPH1	-0.184	-0.084	0.015	0.096	0.135	0.935	0.051	0	0	1	1	1	3
NXPH2	-0.116	-0.043	0.03	0.251	5.469	0.141	0.037	0.002	45.142	1.823	1	1	4
NXPH3	-0.002	0	0.002	0.997	1.266	0.737	0.001	0	0	1	1	1	4
NXT1	-0.031	-0.006	0.019	0.642	1.02	0.796	0.013	0	0	1	1	1	4
OACT2	-0.064	-0.029	0.007	0.111	1.72	0.423	0.018	0	0	1	1	1	3
OACT5	-0.009	0.028	0.065	0.133	1.634	0.442	0.019	0	0	1	1	1	3
OAF	-0.004	0	0.004	0.986	0.291	0.865	0.002	0	0	1	1	1	3
OAT	-0.07	-0.026	0.018	0.242	0.961	0.811	0.022	0	0	1	1	1	4
OATL1	-0.054	-0.018	0.017	0.308	0.213	0.899	0.018	0	0	1	1	1	3
OAZ1	-0.032	-0.017	-0.001	0.035	1.006	0.8	0.008	0	0	1	1	1	4
OBFC1	-0.024	0.008	0.041	0.621	0.44	0.802	0.017	0	0	1	1	1	3
OBFC2A	-0.004	0	0.004	0.985	0.258	0.879	0.002	0	0	1	1	1	3
OBFC2B	-0.026	0.005	0.036	0.752	0.838	0.658	0.016	0	0	1	1	1	3
OCIAD1	-0.013	0	0.013	0.997	1.239	0.538	0.007	0	0	1	1	1	3
OCIAD2	-0.131	-0.057	0.018	0.134	0.884	0.829	0.038	0	0	1	1	1	4
OCRL	-0.035	-0.001	0.032	0.944	0.485	0.922	0.017	0	0	1	1	1	4
ODC1	-0.036	0.003	0.043	0.871	0.458	0.928	0.02	0	0	1	1	1	4
ODF2	-0.023	0.007	0.038	0.641	1.432	0.698	0.016	0	0	1	1	1	4
ODZ3	-0.067	-0.013	0.04	0.623	0.881	0.644	0.027	0	0	1	1	1	3
OFD1	-0.003	0.041	0.084	0.065	0.303	0.859	0.022	0	0	1	1	1	3
OGDH	-0.018	0.038	0.094	0.183	1.162	0.559	0.028	0	0	1	1	1	3
OGDHL	-0.029	0.01	0.049	0.619	0.277	0.87	0.02	0	0	1	1	1	3
OGFOD1	-0.036	-0.008	0.019	0.554	0.932	0.628	0.014	0	0	1	1	1	3
OGFR	-0.036	0.009	0.055	0.69	0.17	0.982	0.023	0	0	1	1	1	4
OGT	-0.031	0.002	0.035	0.918	0.432	0.934	0.017	0	0	1	1	1	4
OLFM1	-0.039	-0.013	0.013	0.326	1.214	0.75	0.013	0	0	1	1	1	4
OLFM2	-0.063	-0.019	0.024	0.387	5.501	0.139	0.022	0.001	45.466	1.834	1	1	4
OLFM3	-0.119	-0.056	0.008	0.086	0.553	0.907	0.032	0	0	1	1	1	4
OLIG2	-0.055	0.022	0.099	0.573	0.066	0.996	0.039	0	0	1	1	1	4
OLR1	-0.154	-0.036	0.082	0.546	2.429	0.488	0.06	0	0	1	1	1	4
OMG	-0.064	-0.024	0.017	0.25	1.715	0.424	0.021	0	0	1	1	1	3
OPA1	-0.064	-0.015	0.034	0.555	0.781	0.854	0.025	0	0	1	1	1	4
OPA3	-0.014	0.026	0.066	0.209	0.933	0.817	0.021	0	0	1	1	1	4
OPCML	-0.052	-0.006	0.04	0.792	3.736	0.291	0.024	0	19.701	1.245	1	1	4
OPLAH	-0.012	0.043	0.099	0.127	0.045	0.978	0.028	0	0	1	1	1	3
OPN3	-0.004	0	0.004	0.983	1.154	0.764	0.002	0	0	1	1	1	4
OPRK1	-0.004	0	0.004	0.968	1.163	0.559	0.002	0	0	1	1	1	3
OPRL1	-0.068	-0.03	0.009	0.132	0.831	0.842	0.02	0	0	1	1	1	4
OPRS1	-0.007	0.017	0.04	0.161	0.625	0.732	0.012	0	0	1	1	1	3
OPTN	-0.027	-0.001	0.025	0.94	0.594	0.743	0.013	0	0	1	1	1	3
OR2H2	-0.014	0.032	0.078	0.173	0.236	0.889	0.024	0	0	1	1	1	3
OR2L13	-0.004	0	0.004	0.995	0.379	0.945	0.002	0	0	1	1	1	4
OR7E156P	-0.002	0	0.002	0.991	0.213	0.899	0.001	0	0	1	1	1	3
OR7G2	-0.033	0.038	0.108	0.295	1.014	0.798	0.036	0	0	1	1	1	4
OR8H3	-0.045	-0.016	0.012	0.262	0.458	0.795	0.015	0	0	1	1	1	3
ORAOV1	-0.041	0.002	0.045	0.927	0.14	0.933	0.022	0	0	1	1	1	3
ORC2L	-0.049	-0.019	0.012	0.23	0.193	0.908	0.016	0	0	1	1	1	3
ORC3L	-0.019	0.004	0.027	0.757	1.692	0.429	0.012	0	0	1	1	1	3
ORC4L	-0.048	-0.006	0.036	0.791	1.292	0.524	0.021	0	0	1	1	1	3
ORC5L	-0.01	0.017	0.045	0.213	0.36	0.835	0.014	0	0	1	1	1	3
ORC6L	-0.019	0.005	0.029	0.703	0.061	0.97	0.012	0	0	1	1	1	3
ORF1-FL49	-0.042	0.007	0.056	0.781	0.022	0.989	0.025	0	0	1	1	1	3
ORMDL3	-0.011	0.017	0.045	0.226	1.182	0.757	0.014	0	0	1	1	1	4
OS9	-0.019	0.011	0.042	0.465	1.119	0.571	0.016	0	0	1	1	1	3
OSAP	-0.002	0	0.002	0.999	0.004	0.998	0.001	0	0	1	1	1	3
OSBP	-0.033	-0.008	0.016	0.503	0.64	0.887	0.013	0	0	1	1	1	4
OSBP2	-0.06	-0.012	0.035	0.61	0.488	0.784	0.024	0	0	1	1	1	3
OSBPL10	-0.004	0	0.004	0.969	0.694	0.875	0.002	0	0	1	1	1	4
OSBPL11	-0.01	0.028	0.066	0.153	1.783	0.619	0.02	0	0	1	1	1	4
OSBPL1A	-0.013	0.011	0.036	0.358	0.861	0.65	0.012	0	0	1	1	1	3
OSBPL3	-0.079	-0.027	0.024	0.299	4.08	0.13	0.026	0.001	50.979	2.04	1	1	3
OSBPL5	-0.019	0.023	0.065	0.288	1.144	0.767	0.022	0	0	1	1	1	4
OSBPL8	-0.043	0.005	0.053	0.834	0.284	0.963	0.024	0	0	1	1	1	4
OSBPL9	-0.026	0.005	0.036	0.746	1.317	0.725	0.016	0	0	1	1	1	4
OSGEP	-0.02	0.017	0.053	0.364	0.57	0.752	0.019	0	0	1	1	1	3
OSRF	-0.072	-0.023	0.026	0.363	0.979	0.613	0.025	0	0	1	1	1	3
OSTF1	-0.079	-0.02	0.039	0.508	0.05	0.976	0.03	0	0	1	1	1	3
OTUB1	-0.013	0.013	0.04	0.313	3.025	0.388	0.013	0	0.837	1.008	1	1	4
OTUD4	-0.154	-0.078	-0.001	0.048	6.149	0.105	0.039	0.003	51.208	2.05	1	1	4
OTUD5	-0.038	0.003	0.044	0.872	0.543	0.762	0.021	0	0	1	1	1	3
OTUD6B	-0.035	-0.007	0.021	0.623	0.894	0.827	0.014	0	0	1	1	1	4
OTX2	-0.002	0	0.002	0.994	2.068	0.559	0.001	0	0	1	1	1	4
OVGP1	-0.058	0.015	0.087	0.692	1.854	0.603	0.037	0	0	1	1	1	4
OXA1L	-0.04	-0.009	0.021	0.547	1.61	0.447	0.016	0	0	1	1	1	3
OXCT1	-0.085	-0.02	0.044	0.535	1.481	0.687	0.033	0	0	1	1	1	4
OXCT2	-0.002	0	0.002	0.982	1.187	0.756	0.001	0	0	1	1	1	4
OXR1	-0.05	-0.015	0.019	0.385	0.508	0.776	0.018	0	0	1	1	1	3
OXSR1	-0.034	-0.003	0.029	0.873	0.901	0.825	0.016	0	0	1	1	1	4
OXTR	-0.023	0.032	0.087	0.253	0.586	0.9	0.028	0	0	1	1	1	4
P15RS	-0.019	0.012	0.043	0.444	0.276	0.871	0.016	0	0	1	1	1	3
P2RX7	-0.072	-0.003	0.066	0.931	0.185	0.912	0.035	0	0	1	1	1	3
P2RY10	-0.029	0.039	0.108	0.263	4.246	0.236	0.035	0.001	29.342	1.415	1	1	4
P2RY11	-0.023	0.016	0.054	0.418	1.845	0.397	0.02	0	0	1	1	1	3
P2RY5	-0.004	0	0.004	0.997	0.012	0.994	0.002	0	0	1	1	1	3
P4HA1	-0.066	-0.002	0.063	0.952	0.181	0.913	0.033	0	0	1	1	1	3
P8	-0.002	0	0.002	1	0.001	1	0.001	0	0	1	1	1	3
PABPC1	-0.052	-0.013	0.027	0.534	2.251	0.522	0.02	0	0	1	1	1	4
PABPC4	-0.04	-0.015	0.011	0.26	0.537	0.911	0.013	0	0	1	1	1	4
PABPN1	-0.044	0.003	0.05	0.906	0.695	0.874	0.024	0	0	1	1	1	4
PACRG	-0.004	0	0.004	0.992	0.062	0.969	0.002	0	0	1	1	1	3
PACS1	-0.027	0.013	0.053	0.527	1.329	0.722	0.02	0	0	1	1	1	4
PACS2	-0.002	0.04	0.081	0.06	0.432	0.806	0.021	0	0	1	1	1	3
PACSIN1	-0.046	-0.015	0.015	0.33	3.436	0.329	0.016	0	12.691	1.145	1	1	4
PACSIN2	-0.04	-0.009	0.021	0.559	0.845	0.839	0.016	0	0	1	1	1	4
PAF1	-0.019	0.006	0.031	0.65	2.833	0.418	0.013	0	0	1	1	1	4
PAFAH1B1	-0.073	-0.026	0.02	0.269	1.219	0.748	0.024	0	0	1	1	1	4
PAFAH1B3	-0.026	0.005	0.036	0.755	1.326	0.515	0.016	0	0	1	1	1	3
PAG1	-0.051	-0.012	0.027	0.545	0.403	0.94	0.02	0	0	1	1	1	4
PAICS	-0.046	-0.019	0.007	0.158	0.089	0.993	0.014	0	0	1	1	1	4
PAIP1	-0.046	-0.008	0.03	0.681	0.21	0.976	0.019	0	0	1	1	1	4
PAIP2	-0.036	-0.003	0.03	0.858	0.302	0.86	0.017	0	0	1	1	1	3
PAK1	-0.068	-0.002	0.063	0.946	2.893	0.235	0.034	0.001	30.874	1.447	1	1	3
PAK1IP1	-0.033	0.005	0.043	0.792	3.022	0.388	0.019	0	0.713	1.007	1	1	4
PAK2	-0.028	0.011	0.05	0.567	0.126	0.939	0.02	0	0	1	1	1	3
PAK3	-0.004	0	0.004	0.991	0.14	0.987	0.002	0	0	1	1	1	4
PAK4	-0.045	0.017	0.08	0.589	8.707	0.033	0.032	0.002	65.546	2.902	1	1	4
PAK6	-0.039	0.013	0.065	0.62	1.722	0.632	0.027	0	0	1	1	1	4
PAK7	-0.118	-0.049	0.02	0.167	0.319	0.853	0.035	0	0	1	1	1	3
PALLD	-0.091	-0.023	0.045	0.51	0.66	0.883	0.035	0	0	1	1	1	4
PALM	-0.022	0.011	0.043	0.512	0.524	0.914	0.017	0	0	1	1	1	4
PALM2	-0.004	0	0.004	0.98	0.251	0.882	0.002	0	0	1	1	1	3
PAM	-0.046	-0.014	0.019	0.4	0.06	0.97	0.017	0	0	1	1	1	3
PAN3	-0.025	0.001	0.027	0.96	1.119	0.772	0.013	0	0	1	1	1	4
PANK1	-0.047	-0.005	0.038	0.827	3.863	0.277	0.022	0	22.347	1.288	1	1	4
PANK2	-0.059	-0.008	0.042	0.743	3.151	0.207	0.026	0.001	36.535	1.576	1	1	3
PANK4	-0.068	-0.027	0.014	0.198	0.224	0.974	0.021	0	0	1	1	1	4
PANX2	-0.08	-0.036	0.009	0.118	0.304	0.959	0.023	0	0	1	1	1	4
PAP2	-0.056	-0.016	0.023	0.424	4.704	0.095	0.02	0.001	57.482	2.352	1	1	3
PAPD1	-0.047	-0.006	0.036	0.788	2.176	0.337	0.021	0	8.077	1.088	1	1	3
PAPD4	-0.036	0.013	0.062	0.598	1.805	0.406	0.025	0	0	1	1	1	3
PAPD5	-0.042	0.005	0.053	0.822	0.206	0.902	0.024	0	0	1	1	1	3
PAPLN	-0.004	0	0.004	0.991	0.078	0.962	0.002	0	0	1	1	1	3
PAPOLA	-0.047	0.012	0.071	0.694	0.907	0.824	0.03	0	0	1	1	1	4
PAPSS1	-0.042	0.001	0.043	0.981	0.528	0.913	0.022	0	0	1	1	1	4
PAQR3	-0.022	0.007	0.037	0.619	0.269	0.966	0.015	0	0	1	1	1	4
PAQR4	0.006	0.059	0.111	0.029	0.771	0.856	0.027	0	0	1	1	1	4
PAQR6	-0.077	0.017	0.111	0.72	0.95	0.622	0.048	0	0	1	1	1	3
PAQR7	-0.02	0.022	0.064	0.313	0.338	0.953	0.021	0	0	1	1	1	4
PAQR8	-0.056	0.012	0.08	0.721	0.203	0.977	0.035	0	0	1	1	1	4
PARC	-0.005	0.031	0.066	0.09	0.772	0.68	0.018	0	0	1	1	1	3
PARD6A	-0.033	0.003	0.04	0.852	0.553	0.758	0.018	0	0	1	1	1	3
PARK7	-0.031	-0.004	0.023	0.776	0.281	0.869	0.014	0	0	1	1	1	3
PARL	-0.037	-0.003	0.032	0.887	0.611	0.894	0.018	0	0	1	1	1	4
PARN	-0.028	0.004	0.036	0.795	0.05	0.975	0.016	0	0	1	1	1	3
PARP1	-0.023	-0.005	0.014	0.628	0.517	0.915	0.01	0	0	1	1	1	4
PARP10	-0.002	0	0.002	0.996	0.559	0.906	0.001	0	0	1	1	1	4
PARP14	-0.067	-0.004	0.058	0.891	0.947	0.814	0.032	0	0	1	1	1	4
PARP2	-0.027	0.001	0.028	0.966	0.325	0.85	0.014	0	0	1	1	1	3
PARP3	-0.035	-0.002	0.032	0.91	4.651	0.199	0.017	0	35.496	1.55	1	1	4
PARP4	-0.049	0.011	0.07	0.722	0.056	0.972	0.03	0	0	1	1	1	3
PARP6	-0.03	-0.002	0.027	0.902	0.56	0.756	0.015	0	0	1	1	1	3
PARP8	-0.038	0.021	0.08	0.491	0.963	0.81	0.03	0	0	1	1	1	4
PARVB	-0.012	0.014	0.04	0.296	1.525	0.677	0.013	0	0	1	1	1	4
PATZ1	-0.002	0	0.002	0.992	0.157	0.925	0.001	0	0	1	1	1	3
PAX6	-0.046	0.002	0.05	0.929	0.097	0.953	0.024	0	0	1	1	1	3
PAX7	-0.022	0.012	0.046	0.491	1.207	0.547	0.017	0	0	1	1	1	3
PAXIP1	-0.04	-0.004	0.032	0.828	0.768	0.857	0.018	0	0	1	1	1	4
PB1	-0.021	0.005	0.032	0.7	0.259	0.878	0.013	0	0	1	1	1	3
PBX1	-0.023	0.014	0.05	0.457	2.821	0.244	0.019	0	29.106	1.411	1	1	3
PBX2	-0.014	0.015	0.044	0.304	0.517	0.772	0.015	0	0	1	1	1	3
PBX3	-0.028	0.012	0.051	0.561	0.749	0.862	0.02	0	0	1	1	1	4
PC	-0.071	-0.02	0.03	0.431	0.438	0.932	0.026	0	0	1	1	1	4
PCBD1	-0.048	0	0.048	0.995	0.024	0.988	0.024	0	0	1	1	1	3
PCBP1	-0.054	-0.028	-0.002	0.038	0.127	0.988	0.013	0	0	1	1	1	4
PCBP2	-0.016	0	0.015	0.972	1.375	0.503	0.008	0	0	1	1	1	3
PCBP3	-0.002	0	0.002	0.997	0.023	0.988	0.001	0	0	1	1	1	3
PCBP4	-0.011	0.016	0.044	0.251	1.272	0.736	0.014	0	0	1	1	1	4
PCCA	-0.026	-0.003	0.021	0.832	0.721	0.868	0.012	0	0	1	1	1	4
PCCB	-0.021	0.011	0.043	0.493	1.59	0.662	0.016	0	0	1	1	1	4
PCDH10	-0.086	-0.021	0.043	0.521	5.413	0.144	0.033	0.002	44.581	1.804	1	1	4
PCDH11Y	-0.004	0	0.004	0.939	2.628	0.453	0.002	0	0	1	1	1	4
PCDH17	-0.007	0.046	0.098	0.091	0.284	0.868	0.027	0	0	1	1	1	3
PCDH18	-0.017	0	0.017	0.999	2.174	0.337	0.009	0	8.011	1.087	1	1	3
PCDH19	-0.004	0	0.004	0.98	0.247	0.97	0.002	0	0	1	1	1	4
PCDH20	-0.004	0	0.004	0.974	1.057	0.589	0.002	0	0	1	1	1	3
PCDH21	-0.025	0.016	0.057	0.442	3.298	0.192	0.021	0.001	39.353	1.649	1	1	3
PCDH7	-0.004	0	0.004	0.989	0.186	0.911	0.002	0	0	1	1	1	3
PCDH8	-0.004	0	0.004	0.978	1.08	0.583	0.002	0	0	1	1	1	3
PCDH9	-0.036	0.002	0.039	0.935	1.46	0.692	0.019	0	0	1	1	1	4
PCDHA11	-0.002	0	0.002	1	0.032	0.999	0.001	0	0	1	1	1	4
PCDHA5	-0.004	0	0.004	0.962	0.816	0.846	0.002	0	0	1	1	1	4
PCDHAC2	-0.048	0.01	0.067	0.738	2.427	0.489	0.029	0	0	1	1	1	4
PCDHB10	-0.103	-0.043	0.017	0.16	1.025	0.599	0.031	0	0	1	1	1	3
PCDHB17	-0.002	0	0.002	0.965	1.993	0.369	0.001	0	0	1	1	1	3
PCDHB18	-0.002	0	0.002	0.986	0.599	0.741	0.001	0	0	1	1	1	3
PCDHB4	-0.09	-0.03	0.03	0.331	0.125	0.989	0.031	0	0	1	1	1	4
PCDHB9	-0.037	0.042	0.12	0.301	0.261	0.967	0.04	0	0	1	1	1	4
PCF11	-0.065	-0.013	0.038	0.611	1.366	0.714	0.026	0	0	1	1	1	4
PCGF1	-0.052	-0.01	0.033	0.66	0.063	0.969	0.022	0	0	1	1	1	3
PCGF2	-0.051	-0.021	0.009	0.17	1.95	0.377	0.015	0	0	1	1	1	3
PCGF4	-0.036	-0.008	0.021	0.608	0.092	0.955	0.015	0	0	1	1	1	3
PCGF6	-0.041	0	0.041	0.991	0.73	0.866	0.021	0	0	1	1	1	4
PCID1	-0.063	-0.032	0	0.05	1.298	0.523	0.016	0	0	1	1	1	3
PCK2	-0.002	0	0.002	0.991	1.203	0.752	0.001	0	0	1	1	1	4
PCM1	-0.022	0.03	0.082	0.257	4.108	0.25	0.026	0.001	26.968	1.369	1	1	4
PCMT1	-0.026	-0.003	0.021	0.831	1.181	0.554	0.012	0	0	1	1	1	3
PCMTD1	-0.016	0.023	0.061	0.255	1.651	0.648	0.02	0	0	1	1	1	4
PCMTD2	-0.045	-0.01	0.025	0.574	2.538	0.468	0.018	0	0	1	1	1	4
PCNA	-0.068	-0.02	0.027	0.4	1.376	0.711	0.024	0	0	1	1	1	4
PCNP	-0.03	-0.003	0.025	0.842	0.84	0.84	0.014	0	0	1	1	1	4
PCNT2	-0.015	0.021	0.058	0.253	0.59	0.745	0.019	0	0	1	1	1	3
PCNX	-0.035	0.006	0.047	0.779	1.131	0.568	0.021	0	0	1	1	1	3
PCNXL2	-0.047	0.001	0.049	0.963	0.296	0.862	0.025	0	0	1	1	1	3
PCOLCE	-0.002	0	0.002	0.987	0.539	0.91	0.001	0	0	1	1	1	4
PCOLN3	-0.014	0.018	0.05	0.26	0.962	0.618	0.016	0	0	1	1	1	3
PCP2	-0.002	0	0.002	0.997	0.134	0.935	0.001	0	0	1	1	1	3
PCP4	-0.197	-0.069	0.059	0.289	0.093	0.955	0.065	0	0	1	1	1	3
PCQAP	-0.004	0	0.004	0.978	0.063	0.969	0.002	0	0	1	1	1	3
PCSK1	-0.004	0	0.004	0.988	0.124	0.94	0.002	0	0	1	1	1	3
PCSK1N	-0.073	-0.017	0.039	0.556	0.443	0.931	0.029	0	0	1	1	1	4
PCSK2	-0.119	-0.034	0.05	0.427	2.704	0.259	0.043	0.001	26.024	1.352	1	1	3
PCSK7	-0.022	0.023	0.068	0.316	1.336	0.721	0.023	0	0	1	1	1	4
PCSK9	-0.002	0	0.002	0.998	0.013	0.993	0.001	0	0	1	1	1	3
PCTK2	-0.002	0.031	0.064	0.068	0.24	0.887	0.017	0	0	1	1	1	3
PCTK3	-0.022	0.074	0.17	0.129	0.126	0.939	0.049	0	0	1	1	1	3
PCYOX1	-0.012	0.034	0.08	0.153	0.375	0.945	0.024	0	0	1	1	1	4
PCYT2	-0.029	0.01	0.05	0.611	1.805	0.406	0.02	0	0	1	1	1	3
PDAP1	-0.031	0.026	0.083	0.365	1.027	0.795	0.029	0	0	1	1	1	4
PDCD10	-0.052	-0.011	0.03	0.6	0.783	0.854	0.021	0	0	1	1	1	4
PDCD2	-0.057	-0.011	0.034	0.63	0.439	0.803	0.023	0	0	1	1	1	3
PDCD4	-0.023	0.034	0.092	0.246	0.39	0.942	0.029	0	0	1	1	1	4
PDCD5	-0.055	-0.01	0.034	0.649	0.219	0.896	0.023	0	0	1	1	1	3
PDCD6	-0.065	-0.022	0.022	0.324	0.611	0.894	0.022	0	0	1	1	1	4
PDCD7	-0.019	-0.005	0.009	0.458	0.803	0.849	0.007	0	0	1	1	1	4
PDCD8	-0.025	-0.006	0.014	0.585	0.733	0.693	0.01	0	0	1	1	1	3
PDCL3	-0.025	0.012	0.049	0.535	2.604	0.272	0.019	0	23.2	1.302	1	1	3
PDDC1	-0.05	-0.002	0.045	0.917	0.569	0.753	0.024	0	0	1	1	1	3
PDE1A	-0.057	0.003	0.062	0.928	2.886	0.409	0.03	0	0	1	1	1	4
PDE1B	-0.032	0.02	0.071	0.452	0.206	0.977	0.026	0	0	1	1	1	4
PDE2A	-0.004	0	0.004	0.999	1.32	0.724	0.002	0	0	1	1	1	4
PDE4A	-0.03	0.003	0.036	0.839	0.14	0.987	0.017	0	0	1	1	1	4
PDE4B	-0.031	0.001	0.033	0.933	1.455	0.693	0.016	0	0	1	1	1	4
PDE4D	-0.108	-0.033	0.043	0.396	0.996	0.802	0.038	0	0	1	1	1	4
PDE4DIP	-0.064	0.005	0.074	0.896	0.449	0.93	0.035	0	0	1	1	1	4
PDE5A	-0.06	-0.001	0.058	0.965	1.753	0.625	0.03	0	0	1	1	1	4
PDE6D	-0.028	0.007	0.042	0.7	0.18	0.914	0.018	0	0	1	1	1	3
