lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
KCNK7	-0.047	0.006	0.059	0.815	0.41	0.982	0.027	0	0	1	1	1	5
KCNK9	-0.05	0.044	0.139	0.358	0.698	0.874	0.048	0	0	1	1	1	4
KCNMA1	-0.062	0.019	0.1	0.65	19.296	0.007	0.041	0.007	63.723	2.757	1	1	8
KCNMB1	-0.316	-0.077	0.161	0.527	8.204	0.145	0.122	0.031	39.055	1.641	1	1	6
KCNMB2	-0.141	-0.009	0.122	0.89	3.531	0.317	0.067	0.005	15.045	1.177	1	1	4
KCNMB3	-0.056	0.041	0.139	0.408	1.6	0.901	0.05	0	0	1	1	1	6
KCNMB4	-0.011	0.021	0.052	0.203	4.11	0.847	0.016	0	0	1	1	1	9
KCNN1	0.003	0.077	0.151	0.04	1.177	0.758	0.038	0	0	1	1	1	4
KCNN2	-0.134	-0.056	0.022	0.161	10.305	0.067	0.04	0.004	51.478	2.061	1	1	6
KCNN3	-0.033	0	0.033	0.986	4.039	0.775	0.017	0	0	1	1	1	8
KCNN4	-0.134	-0.015	0.104	0.805	2.622	0.758	0.061	0	0	1	1	1	6
KCNQ1	-0.119	0.035	0.19	0.653	1.425	0.84	0.079	0	0	1	1	1	5
KCNQ1-AS1	-0.027	0.071	0.169	0.156	0.431	0.511	0.05	0	0	1	1	1	2
KCNQ1DN	-0.207	0.004	0.216	0.968	1.653	0.438	0.108	0	0	1	1	1	3
KCNQ1OT1	-0.105	0.014	0.133	0.816	4.679	0.322	0.061	0.004	14.513	1.17	1	1	5
KCNQ2	-0.2	0.008	0.217	0.937	3.843	0.146	0.106	0.018	47.954	1.921	1	1	3
KCNQ3	-0.004	0	0.004	0.944	2.926	0.711	0.002	0	0	1	1	1	6
KCNQ4	-0.129	-0.014	0.1	0.807	0.067	0.967	0.058	0	0	1	1	1	3
KCNQ5	-0.075	0.019	0.112	0.696	4.691	0.455	0.048	0	0	1	1	1	6
KCNRG	-0.179	-0.056	0.066	0.367	8.476	0.132	0.063	0.009	41.012	1.695	1	1	6
KCNS1	-0.004	0	0.004	0.995	1.604	0.991	0.002	0	0	1	1	1	9
KCNS2	-0.004	0	0.004	0.937	4.519	0.477	0.002	0	0	1	1	1	6
KCNS3	-0.145	-0.01	0.125	0.882	4.095	0.129	0.069	0.007	51.16	2.047	1	1	3
KCNT1	-0.05	0	0.05	0.997	5.116	0.402	0.026	0	2.265	1.023	1	1	6
KCNT2	-0.004	0	0.004	0.881	3.901	0.69	0.002	0	0	1	1	1	7
KCNU1	-0.045	0.016	0.078	0.602	2.253	0.522	0.032	0	0	1	1	1	4
KCNV1	-0.004	0	0.004	0.976	2.431	0.876	0.002	0	0	1	1	1	7
KCNV2	-0.048	-0.004	0.039	0.852	2.158	0.54	0.022	0	0	1	1	1	4
KCP	-0.149	0.016	0.182	0.846	1.525	0.467	0.084	0	0	1	1	1	3
KCTD1	-0.047	-0.01	0.028	0.615	10.885	0.284	0.019	0.001	17.315	1.209	1	1	10
KCTD10	-0.013	0.07	0.153	0.099	13.025	0.161	0.042	0.005	30.902	1.447	1	1	10
KCTD11	-0.009	0.111	0.231	0.069	3.489	0.836	0.061	0	0	1	1	1	8
KCTD12	-0.024	0.107	0.239	0.11	5.979	0.542	0.067	0	0	1	1	1	8
KCTD13	-0.047	-0.01	0.026	0.572	6.251	0.794	0.018	0	0	1	1	1	11
KCTD14	-0.004	0	0.004	0.961	9.541	0.299	0.002	0	16.151	1.193	1	1	9
KCTD15	-0.004	0	0.004	0.95	5.342	0.867	0.002	0	0	1	1	1	11
KCTD16	-0.071	-0.019	0.034	0.484	17.79	0.038	0.027	0.002	49.411	1.977	1	1	10
KCTD17	-0.108	-0.019	0.07	0.677	2.42	0.933	0.045	0	0	1	1	1	8
KCTD18	-0.132	0.001	0.134	0.984	4.236	0.752	0.068	0	0	1	1	1	8
KCTD19	-0.05	0.011	0.072	0.718	4.881	0.431	0.031	0	0	1	1	1	6
KCTD2	-0.005	0.033	0.071	0.092	5.285	0.871	0.019	0	0	1	1	1	11
KCTD20	-0.035	0.05	0.134	0.247	5.392	0.612	0.043	0	0	1	1	1	8
KCTD21	-0.012	0.061	0.134	0.102	5.565	0.591	0.037	0	0	1	1	1	8
KCTD3	-0.032	0.01	0.051	0.646	5.531	0.786	0.021	0	0	1	1	1	10
KCTD4	-0.102	-0.052	-0.003	0.039	2.242	0.691	0.025	0	0	1	1	1	5
KCTD5	-0.022	0.018	0.059	0.376	10.416	0.405	0.021	0	3.998	1.042	1	1	11
KCTD6	-0.014	0.011	0.035	0.384	6.791	0.745	0.013	0	0	1	1	1	11
KCTD7	-0.122	0.067	0.255	0.489	16.694	0.019	0.096	0.037	58.07	2.385	1	1	8
KCTD8	-0.09	-0.011	0.068	0.783	9.291	0.232	0.04	0.003	24.659	1.327	1	1	8
KCTD9	-0.052	-0.003	0.047	0.915	4.996	0.891	0.025	0	0	1	1	1	11
KDELC1	-0.108	0.004	0.117	0.942	0.663	0.718	0.057	0	0	1	1	1	3
KDELC2	-0.077	-0.029	0.019	0.232	1.423	0.922	0.024	0	0	1	1	1	6
KDELR1	-0.021	0.001	0.023	0.919	7.168	0.709	0.011	0	0	1	1	1	11
KDELR2	-0.034	0.009	0.052	0.682	9.933	0.356	0.022	0.001	9.393	1.104	1	1	10
KDELR3	-0.035	0.02	0.074	0.481	2.887	0.823	0.028	0	0	1	1	1	7
KDF1	-0.084	0.022	0.128	0.684	2.64	0.451	0.054	0	0	1	1	1	4
KDM1A	-0.084	0.028	0.14	0.627	5.273	0.383	0.057	0.001	5.181	1.055	1	1	6
KDM1B	-0.184	-0.006	0.172	0.947	10.807	0.147	0.091	0.022	35.229	1.544	1	1	8
KDM2A	-0.12	-0.022	0.077	0.666	2.218	0.899	0.05	0	0	1	1	1	7
KDM2B	-0.017	0.091	0.198	0.098	2.823	0.901	0.055	0	0	1	1	1	8
KDM3A	-0.1	0.007	0.115	0.896	2.963	0.813	0.055	0	0	1	1	1	7
KDM3B	-0.166	-0.019	0.128	0.802	8.69	0.192	0.075	0.012	30.957	1.448	1	1	7
KDM4A	-0.01	0.082	0.174	0.08	3.863	0.695	0.047	0	0	1	1	1	7
KDM4B	-0.159	-0.046	0.068	0.429	0.683	0.995	0.058	0	0	1	1	1	7
KDM4C	-0.097	-0.001	0.094	0.975	2.053	0.915	0.049	0	0	1	1	1	7
KDM4D	-0.057	0.003	0.063	0.91	2.604	0.761	0.031	0	0	1	1	1	6
KDM4E	-0.203	-0.051	0.102	0.515	1.057	0.59	0.078	0	0	1	1	1	3
KDM5A	-0.066	0.035	0.136	0.494	2.532	0.925	0.051	0	0	1	1	1	8
KDM5B	-0.122	-0.019	0.084	0.718	5.342	0.618	0.053	0	0	1	1	1	8
KDM5C	-0.137	-0.051	0.035	0.248	0.591	0.988	0.044	0	0	1	1	1	6
KDM5D	-0.123	-0.004	0.115	0.947	1.442	0.963	0.061	0	0	1	1	1	7
KDM6A	-0.256	-0.08	0.097	0.376	4.422	0.49	0.09	0	0	1	1	1	6
KDM6B	-0.134	-0.022	0.09	0.699	1.245	0.99	0.057	0	0	1	1	1	8
KDM7A	-0.148	-0.019	0.111	0.778	1.252	0.94	0.066	0	0	1	1	1	6
KDM7A-DT	-0.198	0.026	0.25	0.821	0.004	0.947	0.114	0	0	1	1	1	2
KDM8	-0.098	0.005	0.109	0.918	3.626	0.604	0.053	0	0	1	1	1	6
KDR	-0.127	0	0.127	0.996	7.485	0.187	0.065	0.008	33.196	1.497	1	1	6
KDSR	-0.036	0.15	0.336	0.115	9.847	0.131	0.095	0.023	39.071	1.641	1	1	7
KEAP1	-0.024	0.002	0.028	0.877	6.285	0.791	0.013	0	0	1	1	1	11
KEL	-0.31	0.022	0.355	0.895	5.513	0.239	0.17	0.039	27.447	1.378	1	1	5
KERA	-0.034	0.002	0.037	0.928	4.029	0.545	0.018	0	0	1	1	1	6
KGFLP1	-0.299	-0.051	0.197	0.685	0.161	0.688	0.127	0	0	1	1	1	2
KGFLP2	-0.078	0.062	0.203	0.384	1.759	0.415	0.072	0	0	1	1	1	3
KHDC1	-0.058	-0.002	0.055	0.952	2.644	0.755	0.029	0	0	1	1	1	6
KHDC1L	-0.019	0.019	0.058	0.321	0.11	0.741	0.02	0	0	1	1	1	2
KHDC4	-0.153	-0.039	0.075	0.499	1.074	0.783	0.058	0	0	1	1	1	4
KHDRBS1	-0.058	-0.013	0.031	0.556	3.319	0.854	0.023	0	0	1	1	1	8
KHDRBS2	-0.198	0.011	0.219	0.921	4.904	0.297	0.106	0.012	18.436	1.226	1	1	5
KHDRBS3	-0.056	-0.014	0.027	0.502	2.513	0.867	0.021	0	0	1	1	1	7
KHK	-0.002	0	0.002	0.99	4.289	0.933	0.001	0	0	1	1	1	11
KHNYN	-0.113	-0.033	0.047	0.417	2.811	0.902	0.041	0	0	1	1	1	8
KHSRP	0.008	0.044	0.08	0.017	5.911	0.823	0.018	0	0	1	1	1	11
KIAA0020	-0.042	-0.008	0.027	0.663	2.099	0.835	0.018	0	0	1	1	1	6
KIAA0040	-0.154	-0.035	0.084	0.564	2.134	0.907	0.061	0	0	1	1	1	7
KIAA0087	-0.033	0.004	0.042	0.819	1.771	0.621	0.019	0	0	1	1	1	4
KIAA0090	-0.028	-0.005	0.019	0.687	1.767	0.779	0.012	0	0	1	1	1	5
KIAA0100	-0.12	0.1	0.32	0.372	5.779	0.123	0.112	0.023	48.084	1.926	1	1	4
KIAA0101	-0.016	0.004	0.025	0.677	0.534	0.991	0.01	0	0	1	1	1	6
KIAA0103	-0.009	0.025	0.059	0.153	0.762	0.683	0.018	0	0	1	1	1	3
KIAA0125	-0.252	0.071	0.394	0.666	0	0.992	0.165	0	0	1	1	1	2
KIAA0141	-0.016	0.013	0.042	0.389	1.132	0.951	0.015	0	0	1	1	1	6
KIAA0143	-0.055	-0.021	0.013	0.229	2.164	0.339	0.017	0	7.582	1.082	1	1	3
KIAA0152	-0.013	0.027	0.066	0.187	0.985	0.611	0.02	0	0	1	1	1	3
KIAA0157	-0.037	-0.005	0.026	0.739	0.186	0.911	0.016	0	0	1	1	1	3
KIAA0174	-0.023	0.022	0.066	0.339	4.193	0.241	0.023	0.001	28.46	1.398	1	1	4
KIAA0179	-0.002	0	0.002	0.975	0.9	0.638	0.001	0	0	1	1	1	3
KIAA0182	-0.037	0.007	0.051	0.762	0.64	0.958	0.023	0	0	1	1	1	5
KIAA0195	-0.015	0.034	0.083	0.175	1.158	0.949	0.025	0	0	1	1	1	6
KIAA0196	-0.037	-0.008	0.02	0.571	4.804	0.44	0.015	0	0	1	1	1	6
KIAA0226	-0.077	0.02	0.116	0.688	0.225	0.635	0.049	0	0	1	1	1	2
KIAA0226L	-0.273	0.021	0.314	0.889	0.989	0.32	0.15	0	0	1	1	1	2
KIAA0232	-0.053	-0.013	0.027	0.514	5.56	0.851	0.02	0	0	1	1	1	11
KIAA0240	-0.047	-0.006	0.035	0.779	2.988	0.56	0.021	0	0	1	1	1	5
KIAA0247	-0.043	-0.009	0.025	0.594	0.331	0.997	0.017	0	0	1	1	1	6
KIAA0256	-0.011	0.023	0.056	0.187	0.334	0.846	0.017	0	0	1	1	1	3
KIAA0261	-0.06	-0.025	0.009	0.153	1.65	0.648	0.018	0	0	1	1	1	4
KIAA0274	-0.031	-0.001	0.03	0.968	1.5	0.472	0.016	0	0	1	1	1	3
KIAA0284	-0.06	-0.027	0.007	0.118	0.336	0.987	0.017	0	0	1	1	1	5
KIAA0310	-0.047	0.002	0.051	0.939	0.24	0.887	0.025	0	0	1	1	1	3
KIAA0319	-0.036	0.004	0.045	0.827	4.751	0.907	0.021	0	0	1	1	1	11
KIAA0319L	-0.033	-0.007	0.02	0.612	3.254	0.975	0.014	0	0	1	1	1	11
KIAA0323	-0.002	0	0.002	0.985	0.713	0.7	0.001	0	0	1	1	1	3
KIAA0350	-0.047	-0.016	0.015	0.308	1.833	0.4	0.016	0	0	1	1	1	3
KIAA0355	-0.043	0	0.043	1	3.346	0.764	0.022	0	0	1	1	1	7
KIAA0367	-0.041	-0.01	0.021	0.543	0.782	0.854	0.016	0	0	1	1	1	4
KIAA0368	-0.043	-0.002	0.038	0.905	1.964	0.854	0.02	0	0	1	1	1	6
KIAA0372	-0.023	0.009	0.042	0.563	1.274	0.529	0.016	0	0	1	1	1	3
KIAA0376	-0.01	0.024	0.058	0.164	0.278	0.87	0.017	0	0	1	1	1	3
KIAA0391	-0.005	0.025	0.056	0.103	2.656	0.851	0.015	0	0	1	1	1	7
KIAA0404	-0.038	-0.005	0.027	0.756	0.499	0.779	0.017	0	0	1	1	1	3
KIAA0406	-0.05	-0.003	0.044	0.901	8.143	0.043	0.024	0.001	63.158	2.714	1	1	4
KIAA0408	-0.014	0.023	0.06	0.226	3.048	0.803	0.019	0	0	1	1	1	7
KIAA0409	-0.044	-0.007	0.03	0.711	0.311	0.856	0.019	0	0	1	1	1	3
KIAA0415	-0.214	-0.015	0.184	0.883	0.392	0.531	0.101	0	0	1	1	1	2
KIAA0423	-0.04	0	0.041	0.988	0.037	0.982	0.021	0	0	1	1	1	3
KIAA0427	-0.043	0.014	0.071	0.622	0.779	0.855	0.029	0	0	1	1	1	4
KIAA0430	-0.132	0.023	0.178	0.772	0.681	0.712	0.079	0	0	1	1	1	3
KIAA0446	-0.069	-0.035	-0.002	0.037	0.555	0.758	0.017	0	0	1	1	1	3
KIAA0460	-0.078	0.038	0.154	0.523	9.341	0.025	0.059	0.008	67.882	3.114	1	1	4
KIAA0485	-0.238	-0.073	0.092	0.386	0	0.983	0.084	0	0	1	1	1	2
KIAA0494	-0.028	0.001	0.029	0.97	3.295	0.51	0.014	0	0	1	1	1	5
KIAA0495	-0.043	0.004	0.05	0.873	4.621	0.202	0.024	0.001	35.073	1.54	1	1	4
KIAA0509	-0.248	0.033	0.315	0.816	3.34	0.068	0.144	0.031	70.062	3.34	1	1	2
KIAA0513	-0.083	-0.049	-0.016	0.004	6.366	0.784	0.017	0	0	1	1	1	11
KIAA0523	-0.017	0.031	0.078	0.207	1.298	0.523	0.024	0	0	1	1	1	3
KIAA0528	-0.016	0.017	0.049	0.317	2.482	0.648	0.017	0	0	1	1	1	5
KIAA0556	-0.032	0.008	0.049	0.687	6.752	0.344	0.021	0	11.132	1.125	1	1	7
KIAA0564	-0.053	-0.015	0.023	0.449	3.089	0.543	0.019	0	0	1	1	1	5
KIAA0586	-0.002	0	0.002	0.97	7.967	0.632	0.001	0	0	1	1	1	11
KIAA0644	-0.123	-0.054	0.016	0.129	0.994	0.608	0.035	0	0	1	1	1	3
KIAA0649	-0.036	0.007	0.049	0.76	5.422	0.143	0.021	0.001	44.671	1.807	1	1	4
KIAA0664	-0.073	0.007	0.087	0.864	7.626	0.106	0.041	0.003	47.548	1.907	1	1	5
KIAA0672	-0.069	-0.037	-0.006	0.021	0.49	0.921	0.016	0	0	1	1	1	4
KIAA0683	-0.002	0	0.002	0.997	0.012	0.994	0.001	0	0	1	1	1	3
KIAA0690	-0.067	-0.021	0.024	0.354	0.028	0.986	0.023	0	0	1	1	1	3
KIAA0738	-0.024	0.002	0.027	0.902	1.929	0.381	0.013	0	0	1	1	1	3
KIAA0746	-0.018	0.013	0.045	0.407	0.319	0.853	0.016	0	0	1	1	1	3
KIAA0753	-0.047	-0.013	0.02	0.445	7.597	0.668	0.017	0	0	1	1	1	11
KIAA0754	-0.168	0.057	0.282	0.618	1.125	0.289	0.115	0.003	11.132	1.125	1	1	2
KIAA0773	-0.024	-0.007	0.011	0.452	0.967	0.809	0.009	0	0	1	1	1	4
KIAA0789	-0.002	0	0.002	0.975	1.072	0.585	0.001	0	0	1	1	1	3
KIAA0802	-0.002	0	0.002	0.982	1.328	0.722	0.001	0	0	1	1	1	4
KIAA0825	-0.07	0.01	0.09	0.81	2.308	0.805	0.041	0	0	1	1	1	6
KIAA0828	-0.044	-0.019	0.005	0.122	1.259	0.533	0.013	0	0	1	1	1	3
KIAA0831	-0.027	-0.001	0.024	0.917	0.795	0.851	0.013	0	0	1	1	1	4
KIAA0859	-0.073	-0.03	0.014	0.179	3.192	0.203	0.022	0.001	37.339	1.596	1	1	3
KIAA0892	-0.064	-0.022	0.021	0.313	0.179	0.981	0.022	0	0	1	1	1	4
KIAA0895	-0.075	-0.031	0.014	0.182	2.875	0.824	0.023	0	0	1	1	1	7
KIAA0895L	-0.033	0.011	0.056	0.619	1.28	0.734	0.023	0	0	1	1	1	4
KIAA0907	-0.016	0.008	0.032	0.514	2.131	0.831	0.012	0	0	1	1	1	6
KIAA0913	-0.015	0.036	0.087	0.165	3.585	0.465	0.026	0	0	1	1	1	5
KIAA0922	-0.201	0.211	0.623	0.316	9.115	0.01	0.21	0.103	78.057	4.557	1	1	3
KIAA0930	-0.109	0.03	0.169	0.671	6.179	0.403	0.071	0.001	2.904	1.03	1	1	7
KIAA0961	-0.043	-0.01	0.023	0.562	2.102	0.35	0.017	0	4.851	1.051	1	1	3
KIAA0980	-0.002	0	0.002	0.979	1.435	0.488	0.001	0	0	1	1	1	3
KIAA0999	-0.034	0.003	0.041	0.856	0.2	0.905	0.019	0	0	1	1	1	3
KIAA1009	-0.262	0.072	0.406	0.672	0.765	0.382	0.17	0	0	1	1	1	2
KIAA1012	-0.03	-0.01	0.011	0.348	0.637	0.888	0.01	0	0	1	1	1	4
KIAA1024	-0.047	-0.005	0.037	0.82	1.84	0.871	0.021	0	0	1	1	1	6
KIAA1026	-0.038	0.011	0.06	0.654	3.941	0.268	0.025	0.001	23.87	1.314	1	1	4
KIAA1033	-0.281	-0.006	0.268	0.963	0.379	0.827	0.14	0	0	1	1	1	3
KIAA1045	-0.057	-0.011	0.035	0.646	1.466	0.481	0.023	0	0	1	1	1	3
KIAA1107	-0.137	-0.014	0.11	0.828	0.181	0.67	0.063	0	0	1	1	1	2
KIAA1109	-0.038	0.028	0.094	0.411	1.046	0.593	0.034	0	0	1	1	1	3
KIAA1128	-0.066	-0.011	0.044	0.685	4.064	0.255	0.028	0.001	26.174	1.355	1	1	4
KIAA1143	-0.078	0.012	0.103	0.793	3.574	0.827	0.046	0	0	1	1	1	8
KIAA1147	-0.013	0.018	0.048	0.253	1.852	0.933	0.015	0	0	1	1	1	7
KIAA1160	-0.002	0	0.002	1	0	1	0.001	0	0	1	1	1	3
KIAA1161	-0.103	0.05	0.204	0.519	2.734	0.255	0.078	0.007	26.847	1.367	1	1	3
KIAA1189	-0.034	0.051	0.137	0.237	0.244	0.885	0.044	0	0	1	1	1	3
KIAA1191	-0.021	-0.005	0.011	0.56	9.798	0.458	0.008	0	0	1	1	1	11
KIAA1193	-0.044	-0.004	0.035	0.823	0.238	0.888	0.02	0	0	1	1	1	3
KIAA1199	-0.078	-0.018	0.041	0.542	1.033	0.905	0.03	0	0	1	1	1	5
KIAA1210	-0.113	-0.063	-0.013	0.013	1.582	0.812	0.025	0	0	1	1	1	5
KIAA1211	-0.082	0.005	0.092	0.912	0.262	0.877	0.044	0	0	1	1	1	3
KIAA1211L	-0.238	-0.088	0.062	0.252	0.284	0.594	0.077	0	0	1	1	1	2
KIAA1212	-0.041	0.01	0.061	0.7	0.471	0.79	0.026	0	0	1	1	1	3
KIAA1217	-0.034	-0.014	0.006	0.163	9.198	0.239	0.01	0	23.897	1.314	1	1	8
KIAA1244	-0.041	-0.005	0.03	0.76	1.891	0.864	0.018	0	0	1	1	1	6
KIAA1257	-0.129	-0.012	0.105	0.839	0.334	0.846	0.06	0	0	1	1	1	3
KIAA1267	-0.006	0.04	0.085	0.087	4.258	0.372	0.023	0	6.055	1.064	1	1	5
KIAA1274	-0.25	0.086	0.421	0.616	1.293	0.256	0.171	0.015	22.648	1.293	1	1	2
KIAA1279	-0.101	-0.049	0.003	0.063	3.012	0.698	0.026	0	0	1	1	1	6
KIAA1287	-0.036	-0.01	0.017	0.48	0.443	0.801	0.013	0	0	1	1	1	3
KIAA1324	-0.004	0	0.004	0.938	3.241	0.778	0.002	0	0	1	1	1	7
KIAA1324L	-0.031	0.015	0.062	0.522	2.241	0.896	0.024	0	0	1	1	1	7
KIAA1328	-0.23	-0.032	0.166	0.752	10.415	0.108	0.101	0.025	42.393	1.736	1	1	7
KIAA1333	-0.004	0	0.004	0.982	4.373	0.224	0.002	0	31.405	1.458	1	1	4
KIAA1344	-0.004	0	0.004	0.91	1.443	0.486	0.002	0	0	1	1	1	3
KIAA1370	-0.073	-0.032	0.01	0.132	0.403	0.982	0.021	0	0	1	1	1	5
KIAA1377	-0.149	0.031	0.211	0.735	2.22	0.33	0.092	0.003	9.909	1.11	1	1	3
KIAA1407	-0.348	-0.048	0.253	0.757	1.396	0.498	0.153	0	0	1	1	1	3
KIAA1409	-0.077	-0.03	0.017	0.212	2.55	0.466	0.024	0	0	1	1	1	4
KIAA1411	-0.048	-0.016	0.016	0.321	0.524	0.77	0.016	0	0	1	1	1	3
KIAA1429	-0.074	0.072	0.219	0.333	0.346	0.841	0.075	0	0	1	1	1	3
KIAA1430	-0.11	0.047	0.204	0.559	0.219	0.896	0.08	0	0	1	1	1	3
KIAA1432	-0.094	0.04	0.174	0.557	0.124	0.94	0.068	0	0	1	1	1	3
KIAA1434	-0.111	-0.056	-0.001	0.046	0.301	0.86	0.028	0	0	1	1	1	3
KIAA1446	-0.103	-0.04	0.024	0.221	0.433	0.805	0.032	0	0	1	1	1	3
KIAA1456	-0.099	-0.004	0.091	0.935	1.192	0.275	0.048	0.002	16.113	1.192	1	1	2
KIAA1462	-0.026	0.013	0.053	0.517	0.527	0.468	0.02	0	0	1	1	1	2
KIAA1467	-0.084	-0.033	0.019	0.215	7.098	0.213	0.026	0.001	29.555	1.42	1	1	6
KIAA1468	-0.063	-0.023	0.018	0.277	6.074	0.299	0.021	0	17.687	1.215	1	1	6
KIAA1522	-0.004	0	0.004	0.944	4.937	0.764	0.002	0	0	1	1	1	9
KIAA1524	-0.171	-0.035	0.102	0.618	1.406	0.495	0.07	0	0	1	1	1	3
KIAA1530	-0.071	0.051	0.174	0.411	6.313	0.177	0.063	0.007	36.642	1.578	1	1	5
KIAA1539	-0.019	0.031	0.081	0.224	3.06	0.548	0.025	0	0	1	1	1	5
KIAA1543	-0.076	-0.037	0.002	0.06	0.236	0.972	0.02	0	0	1	1	1	4
KIAA1549	-0.057	0.01	0.076	0.772	1.582	0.663	0.034	0	0	1	1	1	4
KIAA1549L	-0.061	-0.029	0.004	0.083	2.188	0.701	0.017	0	0	1	1	1	5
KIAA1559	-0.012	0.037	0.086	0.135	0.367	0.832	0.025	0	0	1	1	1	3
KIAA1576	-0.058	-0.008	0.043	0.765	1.02	0.6	0.026	0	0	1	1	1	3
KIAA1586	-0.172	-0.034	0.104	0.631	2.304	0.941	0.07	0	0	1	1	1	8
KIAA1598	-0.037	0.036	0.109	0.335	6.573	0.254	0.037	0.002	23.937	1.315	1	1	6
KIAA1600	-0.042	-0.006	0.031	0.764	0.17	0.982	0.019	0	0	1	1	1	4
KIAA1609	-0.129	0.042	0.213	0.633	0.032	0.859	0.087	0	0	1	1	1	2
KIAA1614	-0.026	0.012	0.05	0.542	0.616	0.987	0.019	0	0	1	1	1	6
KIAA1614-AS1	-0.058	0.003	0.063	0.93	0.246	0.884	0.031	0	0	1	1	1	3
KIAA1618	-0.032	0.016	0.063	0.52	5.208	0.157	0.024	0.001	42.396	1.736	1	1	4
KIAA1622	-0.106	-0.022	0.061	0.599	0.037	0.982	0.042	0	0	1	1	1	3
KIAA1644	-0.026	0.02	0.066	0.388	0.11	0.74	0.024	0	0	1	1	1	2
KIAA1654	-0.322	-0.085	0.151	0.479	2.51	0.113	0.121	0.02	60.167	2.51	1	1	2
KIAA1656	-0.111	0.032	0.175	0.662	1.094	0.579	0.073	0	0	1	1	1	3
KIAA1661	-0.082	-0.006	0.07	0.877	1.173	0.279	0.039	0.001	14.763	1.173	1	1	2
KIAA1671	-0.118	-0.02	0.078	0.688	1.638	0.95	0.05	0	0	1	1	1	7
KIAA1683	-0.002	0	0.002	0.996	4.221	0.518	0.001	0	0	1	1	1	6
KIAA1688	-0.029	0.02	0.069	0.432	1.842	0.606	0.025	0	0	1	1	1	4
KIAA1698	-0.045	-0.011	0.024	0.545	0.865	0.649	0.018	0	0	1	1	1	3
KIAA1704	-0.271	-0.019	0.232	0.88	0.05	0.823	0.128	0	0	1	1	1	2
KIAA1712	-0.036	0.021	0.078	0.472	1.748	0.626	0.029	0	0	1	1	1	4
KIAA1715	-0.01	0.031	0.073	0.142	3.149	0.677	0.021	0	0	1	1	1	6
KIAA1727	-0.002	0	0.002	0.987	0.823	0.663	0.001	0	0	1	1	1	3
KIAA1729	-0.042	-0.003	0.037	0.897	0.08	0.961	0.02	0	0	1	1	1	3
KIAA1731	-0.2	-0.043	0.115	0.597	0.014	0.993	0.08	0	0	1	1	1	3
KIAA1737	-0.032	-0.011	0.011	0.325	3.598	0.463	0.011	0	0	1	1	1	5
KIAA1751	-0.028	0.021	0.069	0.4	7.093	0.214	0.025	0.001	29.512	1.419	1	1	6
KIAA1755	-0.047	0.019	0.085	0.569	2.455	0.783	0.034	0	0	1	1	1	6
KIAA1787	-0.058	-0.015	0.027	0.487	1.59	0.452	0.022	0	0	1	1	1	3
KIAA1797	-0.09	-0.042	0.007	0.092	3.991	0.407	0.025	0	0	1	1	1	5
KIAA1804	-0.033	0.016	0.065	0.531	1.184	0.553	0.025	0	0	1	1	1	3
KIAA1815	-0.009	0.037	0.083	0.119	0.041	0.98	0.024	0	0	1	1	1	3
KIAA1826	-0.047	-0.018	0.011	0.221	2.2	0.699	0.015	0	0	1	1	1	5
KIAA1838	-0.035	-0.01	0.015	0.436	2.086	0.352	0.013	0	4.1	1.043	1	1	3
KIAA1840	-0.005	0.022	0.05	0.112	0.014	0.993	0.014	0	0	1	1	1	3
KIAA1841	-0.213	-0.066	0.081	0.381	3.393	0.335	0.075	0.004	11.586	1.131	1	1	4
KIAA1853	-0.093	-0.032	0.028	0.297	0.246	0.884	0.031	0	0	1	1	1	3
KIAA1875	-0.002	0	0.002	0.983	1.683	0.891	0.001	0	0	1	1	1	6
KIAA1893	-0.031	0.009	0.05	0.648	0.052	0.974	0.021	0	0	1	1	1	3
KIAA1900	-0.038	0.016	0.07	0.56	0.497	0.78	0.028	0	0	1	1	1	3
KIAA1904	-0.004	0	0.004	0.997	0.147	0.929	0.002	0	0	1	1	1	3
KIAA1908	-0.357	0.312	0.982	0.36	4.452	0.035	0.342	0.186	77.539	4.452	1	1	2
KIAA1912	-0.059	-0.017	0.025	0.42	0.688	0.709	0.021	0	0	1	1	1	3
KIAA1913	-0.004	0	0.004	0.999	0.068	0.967	0.002	0	0	1	1	1	3
KIAA1914	-0.022	0.025	0.072	0.301	0.191	0.909	0.024	0	0	1	1	1	3
KIAA1919	-0.103	0.01	0.123	0.867	0.383	0.826	0.058	0	0	1	1	1	3
KIAA1944	-0.024	-0.004	0.016	0.684	2.172	0.337	0.01	0	7.94	1.086	1	1	3
KIAA1946	-0.004	0	0.004	0.972	0.134	0.935	0.002	0	0	1	1	1	3
KIAA1958	-0.104	-0.018	0.069	0.689	1.243	0.941	0.044	0	0	1	1	1	6
KIAA1961	-0.039	-0.014	0.011	0.285	0.293	0.864	0.013	0	0	1	1	1	3
KIAA1967	-0.023	-0.002	0.02	0.879	2.276	0.685	0.011	0	0	1	1	1	5
KIAA1970	-0.018	0.011	0.039	0.465	1.042	0.594	0.015	0	0	1	1	1	3
KIAA1984	-0.188	0.007	0.203	0.941	0.793	0.373	0.1	0	0	1	1	1	2
KIAA2010	-0.047	-0.012	0.023	0.491	2.791	0.425	0.018	0	0	1	1	1	4
