lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
OR8U1	-0.683	-0.271	0.142	0.198	0.054	0.817	0.21	0	0	1	0.998	1	2
OR8U8	-0.242	0.063	0.369	0.685	1.265	0.261	0.156	0.012	20.949	1.265	0.998	1	2
OR9A2	-0.637	-0.219	0.198	0.303	0.464	0.496	0.213	0	0	1	0.998	1	2
OR9A4	-0.311	-0.116	0.08	0.246	0.04	0.841	0.1	0	0	1	0.998	1	2
OR9G1	-0.159	0.056	0.27	0.612	0.142	0.706	0.109	0	0	1	0.998	1	2
OR9G4	-0.766	-0.18	0.406	0.548	3.832	0.05	0.299	0.136	73.903	3.832	0.998	1	2
OR9G9	-0.134	0.303	0.741	0.174	2.142	0.143	0.223	0.06	53.312	2.142	0.998	1	2
OR9I1	-0.025	0.221	0.467	0.079	0.463	0.496	0.126	0	0	1	0.998	1	2
OR9K2	-0.115	0.109	0.333	0.338	0.801	0.371	0.114	0	0	1	0.998	1	2
OR9Q1	-0.087	0.137	0.361	0.229	0.087	0.768	0.114	0	0	1	0.998	1	2
OR9Q2	-0.312	0.081	0.473	0.687	1.607	0.205	0.2	0.033	37.788	1.607	0.998	1	2
ORAOV1	-0.023	0.11	0.243	0.106	3.242	0.198	0.068	0.006	38.318	1.621	0.998	1	3
ORC1	-0.041	0.043	0.126	0.316	1.99	0.575	0.043	0	0	1	0.998	1	4
ORC3	-0.144	0.118	0.379	0.378	2.15	0.542	0.133	0	0	1	0.998	1	4
ORC4	-0.07	0.164	0.399	0.169	2.62	0.454	0.119	0	0	1	0.998	1	4
ORC5	-0.124	0.088	0.3	0.415	2.343	0.504	0.108	0	0	1	0.998	1	4
ORF1	-0.123	-0.03	0.063	0.525	0.342	0.559	0.048	0	0	1	0.998	1	2
ORM2	-0.265	0.078	0.42	0.657	12.161	0.033	0.175	0.071	58.886	2.432	0.998	1	6
ORMDL1	-0.115	0.049	0.212	0.56	3.454	0.75	0.083	0	0	1	0.998	1	7
ORMDL2	-0.01	0.097	0.204	0.077	4.393	0.624	0.055	0	0	1	0.998	1	7
OS9	-0.115	0.056	0.226	0.522	2.969	0.563	0.087	0	0	1	0.998	1	5
OSBP2	-0.477	-0.166	0.146	0.296	7.293	0.2	0.159	0.044	31.445	1.459	0.998	1	6
OSBPL10	-0.046	0.067	0.18	0.244	8.278	0.218	0.058	0.006	27.517	1.38	0.998	1	7
OSBPL11	-0.053	0.043	0.138	0.384	4.107	0.662	0.049	0	0	1	0.998	1	7
OSBPL1A	-0.142	-0.059	0.024	0.16	3.879	0.693	0.042	0	0	1	0.998	1	7
OSBPL3	-0.166	0.015	0.197	0.87	13.176	0.04	0.093	0.028	54.463	2.196	0.998	1	7
OSBPL6	-0.011	0.027	0.066	0.162	1.357	0.929	0.02	0	0	1	0.998	1	6
OSBPL8	-0.131	-0.013	0.104	0.827	3.929	0.686	0.06	0	0	1	0.998	1	7
OSBPL9	-0.012	0.105	0.223	0.08	1.433	0.964	0.06	0	0	1	0.998	1	7
OSCAR	-0.36	0.027	0.414	0.89	5.711	0.222	0.197	0.058	29.965	1.428	0.998	1	5
OSCP1	-0.129	-0.025	0.079	0.639	7.845	0.165	0.053	0.006	36.267	1.569	0.998	1	6
OSER1	-0.109	0.047	0.203	0.554	3.051	0.549	0.08	0	0	1	0.998	1	5
OSGEP	-0.055	0.059	0.173	0.311	4.9	0.557	0.058	0	0	1	0.998	1	7
OSGIN1	-0.214	-0.103	0.008	0.068	4.846	0.564	0.057	0	0	1	0.998	1	7
OSMR	-0.033	0.016	0.064	0.526	4.25	0.514	0.025	0	0	1	0.998	1	6
OSR1	-0.171	-0.033	0.104	0.636	13.229	0.01	0.07	0.014	69.763	3.307	0.998	1	5
OST4	-0.145	-0.043	0.059	0.405	6.657	0.247	0.052	0.004	24.889	1.331	0.998	1	6
OSTBETA	-0.094	0.104	0.301	0.304	0.344	0.558	0.101	0	0	1	0.998	1	2
OSTC	-0.239	0.134	0.507	0.481	7.475	0.113	0.19	0.084	46.492	1.869	0.998	1	5
OSTCP1	-0.036	0.027	0.09	0.407	0.001	0.975	0.032	0	0	1	0.998	1	2
OSTM1	-0.09	0.048	0.186	0.496	3.224	0.78	0.07	0	0	1	0.998	1	7
OSTN	-0.032	0.152	0.337	0.106	0.9	0.826	0.094	0	0	1	0.998	1	4
OTC	-0.188	-0.052	0.083	0.446	7.983	0.092	0.069	0.011	49.892	1.996	0.998	1	5
OTOA	-0.132	0.036	0.203	0.675	1.8	0.772	0.085	0	0	1	0.998	1	5
OTOF	-0.231	-0.029	0.173	0.778	12.963	0.044	0.103	0.029	53.713	2.16	0.998	1	7
OTOGL	-0.142	-0.054	0.034	0.23	3.557	0.313	0.045	0.001	15.671	1.186	0.998	1	4
OTOL1	-0.25	-0.112	0.026	0.112	1.673	0.643	0.07	0	0	1	0.998	1	4
OTOP1	-0.405	-0.169	0.068	0.162	5.572	0.134	0.121	0.026	46.164	1.857	0.998	1	4
OTOP2	-0.169	-0.075	0.019	0.116	3.069	0.546	0.048	0	0	1	0.998	1	5
OTOR	-0.22	0.031	0.283	0.807	13.143	0.011	0.128	0.051	69.567	3.286	0.998	1	5
OTOS	-0.046	0.04	0.126	0.36	3.775	0.437	0.044	0	0	1	0.998	1	5
OTP	-0.157	-0.04	0.076	0.499	8.209	0.084	0.06	0.007	51.275	2.052	0.998	1	5
OTUB1	-0.072	0.234	0.54	0.134	5.311	0.15	0.156	0.041	43.515	1.77	0.998	1	4
OTUB2	-0.366	-0.15	0.067	0.175	7.812	0.099	0.11	0.025	48.797	1.953	0.998	1	5
OTUD1	-0.004	0.12	0.243	0.057	4.861	0.433	0.063	0	0	1	0.998	1	6
OTUD3	-0.033	0.064	0.162	0.198	4.832	0.437	0.05	0	0	1	0.998	1	6
OTUD4	-0.057	0.033	0.122	0.47	5.868	0.438	0.046	0	0	1	0.998	1	7
OTUD5	-0.124	0.034	0.193	0.673	9.118	0.167	0.081	0.014	34.197	1.52	0.998	1	7
OTUD6A	-0.238	0.019	0.275	0.887	5.835	0.12	0.131	0.03	48.586	1.945	0.998	1	4
OTUD6B	-0.22	-0.069	0.081	0.366	1.838	0.934	0.077	0	0	1	0.998	1	7
OTUD6B-AS1	-0.349	0.119	0.587	0.619	0.219	0.64	0.239	0	0	1	0.998	1	2
OTUD7A	-0.079	-0.016	0.047	0.616	6.32	0.388	0.032	0.001	5.058	1.053	0.998	1	7
OTUD7B	-0.055	-0.01	0.036	0.669	2.828	0.83	0.023	0	0	1	0.998	1	7
OTULIN	-0.094	0.076	0.246	0.38	0.804	0.669	0.087	0	0	1	0.998	1	3
OTX1	-0.081	0.011	0.102	0.815	5.836	0.323	0.047	0.002	14.323	1.167	0.998	1	6
OTX2	-0.018	0.021	0.06	0.29	3.745	0.442	0.02	0	0	1	0.998	1	5
OVCA2	-0.286	0.022	0.331	0.887	1.983	0.371	0.157	0	0	1	0.998	1	3
OVCH1-AS1	-0.064	0.037	0.138	0.478	0.692	0.707	0.052	0	0	1	0.998	1	3
OVCH2	-0.303	-0.146	0.011	0.069	3.857	0.277	0.08	0.006	22.218	1.286	0.998	1	4
OVGP1	-0.227	0.157	0.541	0.423	7.938	0.047	0.196	0.09	62.205	2.646	0.998	1	4
OVOL1	-0.1	0.01	0.119	0.864	6.378	0.173	0.056	0.006	37.288	1.595	0.998	1	5
OVOL2	-0.303	-0.125	0.052	0.166	16.642	0.002	0.091	0.027	75.964	4.16	0.998	1	5
OVOS2	-0.471	-0.14	0.191	0.407	1.548	0.213	0.169	0.02	35.396	1.548	0.998	1	2
OXA1L	-0.16	-0.044	0.072	0.461	6.811	0.339	0.059	0.003	11.903	1.135	0.998	1	7
OXCT1	-0.066	0.026	0.119	0.578	2.629	0.854	0.047	0	0	1	0.998	1	7
OXCT2	-0.144	0.078	0.299	0.491	7.444	0.114	0.113	0.024	46.267	1.861	0.998	1	5
OXNAD1	-0.101	0.033	0.166	0.632	7.159	0.306	0.068	0.005	16.191	1.193	0.998	1	7
OXR1	-0.067	0.035	0.136	0.501	1.277	0.973	0.052	0	0	1	0.998	1	7
OXSM	-0.244	0.188	0.62	0.393	9.199	0.056	0.22	0.125	56.517	2.3	0.998	1	5
OXSR1	-0.107	0.047	0.201	0.547	10.614	0.101	0.079	0.018	43.473	1.769	0.998	1	7
OXT	-0.141	-0.023	0.095	0.701	2.045	0.36	0.06	0.002	2.205	1.023	0.998	1	3
OXTR	-0.219	0.024	0.268	0.846	13.958	0.03	0.124	0.047	57.015	2.326	0.998	1	7
P2RX1	-0.115	0.208	0.531	0.208	5.153	0.272	0.165	0.031	22.377	1.288	0.998	1	5
P2RX2	-0.217	-0.015	0.186	0.881	2.548	0.28	0.103	0.012	21.508	1.274	0.998	1	3
P2RX4	-0.367	-0.069	0.229	0.651	7.768	0.1	0.152	0.052	48.51	1.942	0.998	1	5
P2RX5-TAX1BP3	-0.246	0.037	0.32	0.8	1.908	0.385	0.144	0	0	1	0.998	1	3
P2RX6	-0.034	0.023	0.08	0.423	0.769	0.857	0.029	0	0	1	0.998	1	4
P2RX7	-0.271	-0.06	0.151	0.576	0.912	0.923	0.107	0	0	1	0.998	1	5
P2RY1	-0.168	0.025	0.219	0.796	5.336	0.254	0.099	0.014	25.042	1.334	0.998	1	5
P2RY10	-0.38	-0.06	0.259	0.712	6.893	0.142	0.163	0.051	41.974	1.723	0.998	1	5
P2RY11	-0.145	0.02	0.185	0.814	2.682	0.443	0.084	0	0	1	0.998	1	4
P2RY12	-0.234	-0.021	0.192	0.848	2.797	0.592	0.109	0	0	1	0.998	1	5
P2RY13	-0.514	-0.062	0.39	0.788	10.864	0.028	0.231	0.153	63.18	2.716	0.998	1	5
P2RY14	-0.826	-0.317	0.192	0.222	7.205	0.125	0.26	0.142	44.484	1.801	0.998	1	5
P2RY2	-0.283	-0.122	0.038	0.135	2.864	0.581	0.082	0	0	1	0.998	1	5
P2RY4	-0.049	0.024	0.097	0.527	1.887	0.389	0.037	0	0	1	0.998	1	3
P2RY6	-0.129	0.027	0.183	0.737	4.585	0.333	0.08	0.005	12.759	1.146	0.998	1	5
P3H1	-0.231	-0.075	0.081	0.345	2.172	0.537	0.08	0	0	1	0.998	1	4
P3H2	-0.262	-0.053	0.157	0.623	0.651	0.885	0.107	0	0	1	0.998	1	4
P3H3	-0.081	0.085	0.25	0.317	3.801	0.284	0.085	0.006	21.077	1.267	0.998	1	4
P3H4	-0.162	-0.029	0.105	0.674	0.95	0.622	0.068	0	0	1	0.998	1	3
P4HA1	-0.011	0.256	0.523	0.06	9.106	0.059	0.136	0.05	56.073	2.276	0.998	1	5
P4HA2	-0.174	-0.024	0.126	0.754	1.974	0.373	0.077	0	0	1	0.998	1	3
P4HA3	-0.094	0.032	0.158	0.619	0.192	0.909	0.064	0	0	1	0.998	1	3
P4HB	-0.064	0.093	0.251	0.245	2.474	0.48	0.08	0	0	1	0.998	1	4
PA2G4	-0.02	0.109	0.239	0.099	0.853	0.931	0.066	0	0	1	0.998	1	5
PA2G4P4	-0.174	0.443	1.06	0.159	0.759	0.383	0.315	0	0	1	0.998	1	2
PAAF1	-0.084	0.034	0.153	0.571	4.956	0.549	0.061	0	0	1	0.998	1	7
PABIR1	-0.358	-0.154	0.049	0.137	0.285	0.867	0.104	0	0	1	0.998	1	3
PABIR3	-0.241	-0.017	0.208	0.884	3.323	0.19	0.115	0.015	39.808	1.661	0.998	1	3
PABPC1	-0.108	0.108	0.323	0.327	7.533	0.11	0.11	0.027	46.898	1.883	0.998	1	5
PABPC1L	-0.22	-0.039	0.141	0.669	1.777	0.62	0.092	0	0	1	0.998	1	4
PABPC1L2A	-0.071	0.006	0.084	0.87	1.916	0.384	0.04	0	0	1	0.998	1	3
PABPC1L2B	-0.47	-0.082	0.306	0.679	2.388	0.122	0.198	0.048	58.13	2.388	0.998	1	2
PABPC4	-0.235	-0.066	0.104	0.448	0.67	0.88	0.086	0	0	1	0.998	1	4
PABPC4L	-0.036	0.055	0.145	0.238	1.764	0.414	0.046	0	0	1	0.998	1	3
PABPC5	-0.028	-0.005	0.019	0.683	0.354	0.838	0.012	0	0	1	0.998	1	3
PABPN1L	-0.711	-0.304	0.104	0.144	0.178	0.673	0.208	0	0	1	0.998	1	2
PACRG	-0.085	-0.031	0.024	0.269	2.11	0.834	0.028	0	0	1	0.998	1	6
PACRGL	-0.072	0.051	0.174	0.418	7.412	0.284	0.063	0.005	19.053	1.235	0.998	1	7
PACS1	-0.241	-0.045	0.15	0.651	10.473	0.106	0.1	0.026	42.711	1.746	0.998	1	7
PACS2	-0.117	0.021	0.159	0.766	7.855	0.249	0.07	0.008	23.617	1.309	0.998	1	7
PACSIN2	-0.114	0.018	0.15	0.786	7.197	0.303	0.067	0.005	16.636	1.2	0.998	1	7
PACSIN3	-0.015	0.012	0.039	0.38	1.327	0.857	0.014	0	0	1	0.998	1	5
PADI1	-0.215	-0.064	0.087	0.406	2.593	0.273	0.077	0.005	22.88	1.297	0.998	1	3
PADI2	-0.025	0.194	0.412	0.082	3.438	0.487	0.111	0	0	1	0.998	1	5
PADI3	-0.543	-0.202	0.139	0.245	9.12	0.01	0.174	0.067	78.071	4.56	0.998	1	3
PADI4	-0.261	0.06	0.382	0.712	2.43	0.657	0.164	0	0	1	0.998	1	5
PADI6	-0.594	-0.206	0.183	0.299	1.057	0.59	0.198	0	0	1	0.998	1	3
PAEP	-0.196	-0.08	0.037	0.181	6.831	0.145	0.06	0.007	41.443	1.708	0.998	1	5
PAFAH1B1	-0.17	0.045	0.261	0.681	7.06	0.133	0.11	0.026	43.342	1.765	0.998	1	5
PAFAH1B2	-0.085	0.017	0.12	0.738	0.711	0.95	0.052	0	0	1	0.998	1	5
PAFAH1B3	-0.14	0.049	0.237	0.613	1.704	0.79	0.096	0	0	1	0.998	1	5
PAFAH2	-0.177	-0.023	0.13	0.765	0.704	0.951	0.078	0	0	1	0.998	1	5
PAG1	-0.183	-0.026	0.132	0.749	1.07	0.983	0.08	0	0	1	0.998	1	7
PAGE2B	-0.385	0.051	0.488	0.817	0.002	0.999	0.223	0	0	1	0.998	1	3
PAGE3	-0.162	0.057	0.277	0.61	0.714	0.398	0.112	0	0	1	0.998	1	2
PAGE4	-0.023	0.085	0.193	0.122	0.498	0.78	0.055	0	0	1	0.998	1	3
PAGE5	-0.06	0.137	0.335	0.173	0.698	0.403	0.101	0	0	1	0.998	1	2
PAGR1	-0.089	0.011	0.111	0.831	1.126	0.89	0.051	0	0	1	0.998	1	5
PAH	-0.16	-0.036	0.088	0.571	4.022	0.259	0.063	0.004	25.407	1.341	0.998	1	4
PAICS	-0.058	0.111	0.281	0.198	1.763	0.779	0.086	0	0	1	0.998	1	5
PAIP1	-0.002	0.131	0.263	0.053	3.997	0.677	0.068	0	0	1	0.998	1	7
PAIP2	-0.194	-0.036	0.122	0.654	9.846	0.131	0.081	0.016	39.059	1.641	0.998	1	7
PAIP2B	-0.147	-0.032	0.082	0.578	2.311	0.805	0.058	0	0	1	0.998	1	6
PAK1	-0.085	0.042	0.17	0.513	6.143	0.407	0.065	0.001	2.332	1.024	0.998	1	7
PAK1IP1	-0.195	0.025	0.245	0.824	10.581	0.102	0.112	0.034	43.292	1.763	0.998	1	7
PAK2	-0.081	0.057	0.195	0.418	8.059	0.234	0.07	0.009	25.548	1.343	0.998	1	7
PAK3	-0.241	-0.103	0.035	0.145	9.799	0.044	0.07	0.013	59.179	2.45	0.998	1	5
PAK4	-0.165	0.013	0.191	0.888	9.746	0.136	0.091	0.019	38.436	1.624	0.998	1	7
PAK5	-0.353	-0.153	0.048	0.135	0.649	0.421	0.102	0	0	1	0.998	1	2
PAK6	-0.187	-0.044	0.099	0.545	3.507	0.32	0.073	0.005	14.462	1.169	0.998	1	4
PAK7	-0.186	0.115	0.415	0.454	9.027	0.011	0.153	0.051	77.843	4.513	0.998	1	3
PALB2	-0.185	-0.027	0.131	0.742	8.235	0.221	0.081	0.012	27.137	1.372	0.998	1	7
PALLD	-0.041	0.115	0.27	0.149	1.609	0.807	0.079	0	0	1	0.998	1	5
PALM	-0.096	0.034	0.164	0.605	8.989	0.061	0.066	0.01	55.5	2.247	0.998	1	5
PALM2	-0.022	0.003	0.028	0.812	1.268	0.53	0.013	0	0	1	0.998	1	3
PALM2AKAP2	-0.023	0.136	0.295	0.093	1.097	0.578	0.081	0	0	1	0.998	1	3
PALM3	-0.19	-0.067	0.055	0.281	3.777	0.287	0.063	0.003	20.573	1.259	0.998	1	4
PALMD	-0.114	0.064	0.242	0.48	7.367	0.118	0.091	0.018	45.705	1.842	0.998	1	5
PAM	-0.068	0.095	0.259	0.254	8.095	0.231	0.084	0.011	25.876	1.349	0.998	1	7
PAM16	-0.052	0.072	0.196	0.252	0.884	0.829	0.063	0	0	1	0.998	1	4
PAMR1	-0.097	0.012	0.121	0.825	6.075	0.194	0.056	0.005	34.161	1.519	0.998	1	5
PAN2	-0.301	-0.074	0.153	0.523	13.303	0.038	0.116	0.046	54.897	2.217	0.998	1	7
PAN3	-0.192	-0.067	0.059	0.298	5.042	0.538	0.064	0	0	1	0.998	1	7
PAN3-AS1	-0.247	0.033	0.313	0.817	0.084	0.959	0.143	0	0	1	0.998	1	3
PANK1	-0.223	-0.113	-0.003	0.043	3.889	0.692	0.056	0	0	1	0.998	1	7
PANK2	-0.089	0.121	0.33	0.258	16.254	0.012	0.107	0.043	63.085	2.709	0.998	1	7
PANK3	-0.12	0.043	0.207	0.603	9.965	0.126	0.084	0.017	39.788	1.661	0.998	1	7
PANK4	-0.064	0.074	0.211	0.294	6.184	0.403	0.07	0.001	2.98	1.031	0.998	1	7
PANX1	-0.032	0.073	0.177	0.174	4.817	0.568	0.053	0	0	1	0.998	1	7
PANX2	-0.489	-0.167	0.155	0.31	5.887	0.208	0.164	0.043	32.052	1.472	0.998	1	5
PANX3	-0.047	0.012	0.071	0.693	1.495	0.827	0.03	0	0	1	0.998	1	5
PAOX	-0.086	0.049	0.185	0.474	8.716	0.19	0.069	0.009	31.165	1.453	0.998	1	7
PAPD4	-0.301	-0.059	0.183	0.634	2.524	0.283	0.123	0.01	20.769	1.262	0.998	1	3
PAPD7	-0.132	0.102	0.337	0.392	1.296	0.255	0.12	0.007	22.823	1.296	0.998	1	2
PAPLN	-0.13	-0.025	0.08	0.635	3.242	0.518	0.054	0	0	1	0.998	1	5
PAPOLA	-0.052	0.075	0.202	0.249	1.803	0.937	0.065	0	0	1	0.998	1	7
PAPOLB	-0.037	-0.003	0.031	0.854	0.422	0.981	0.017	0	0	1	0.998	1	5
PAPOLG	-0.036	0.059	0.154	0.222	3.014	0.807	0.048	0	0	1	0.998	1	7
PAPPA	-0.071	-0.028	0.016	0.213	0.526	0.769	0.022	0	0	1	0.998	1	3
PAPSS1	-0.126	-0.011	0.104	0.849	3.425	0.754	0.059	0	0	1	0.998	1	7
PAQR3	-0.228	-0.083	0.063	0.265	9.737	0.136	0.074	0.013	38.381	1.623	0.998	1	7
PAQR4	-0.029	0.056	0.141	0.197	1.866	0.932	0.043	0	0	1	0.998	1	7
PAQR7	-0.074	0.019	0.111	0.691	5.372	0.497	0.047	0	0	1	0.998	1	7
PAQR8	-0.167	0.166	0.498	0.329	18.922	0.004	0.17	0.124	68.291	3.154	0.998	1	7
PAQR9	-0.053	0.071	0.195	0.259	7.492	0.112	0.063	0.009	46.609	1.873	0.998	1	5
PAR1	-0.981	-0.107	0.766	0.81	5.808	0.016	0.446	0.332	82.783	5.808	0.998	1	2
PAR4	-0.505	-0.151	0.202	0.402	0	0.995	0.181	0	0	1	0.998	1	2
PAR5	-0.151	0.116	0.384	0.393	0.48	0.489	0.136	0	0	1	0.998	1	2
PARD6B	-0.024	0.019	0.063	0.388	1.656	0.948	0.022	0	0	1	0.998	1	7
PARD6G	-0.101	-0.009	0.082	0.84	4.241	0.515	0.047	0	0	1	0.998	1	6
PARG	-0.154	0.011	0.177	0.892	11.006	0.088	0.084	0.02	45.486	1.834	0.998	1	7
PARGP1	-0.905	-0.243	0.42	0.473	0	1	0.338	0	0	1	0.998	1	2
PARK2	-0.127	-0.028	0.071	0.575	3.078	0.215	0.051	0.003	35.012	1.539	0.998	1	3
PARK7	-0.133	0.047	0.226	0.61	13.654	0.034	0.091	0.029	56.057	2.276	0.998	1	7
PARL	-0.378	-0.06	0.258	0.711	14.911	0.005	0.162	0.087	73.173	3.728	0.998	1	5
PARM1	-0.077	0.042	0.161	0.491	7.743	0.258	0.061	0.006	22.509	1.29	0.998	1	7
PARN	-0.02	0.137	0.293	0.088	11.483	0.075	0.08	0.019	47.751	1.914	0.998	1	7
PARP1	-0.037	0.12	0.277	0.135	13.52	0.035	0.08	0.02	55.62	2.253	0.998	1	7
PARP10	-0.15	0.132	0.414	0.358	9.439	0.051	0.144	0.045	57.623	2.36	0.998	1	5
PARP12	-0.307	-0.035	0.236	0.799	5.467	0.243	0.139	0.025	26.832	1.367	0.998	1	5
PARP14	-0.242	-0.036	0.17	0.73	3.532	0.473	0.105	0	0	1	0.998	1	5
PARP15	-0.096	0.109	0.314	0.299	2.967	0.563	0.105	0	0	1	0.998	1	5
PARP16	-0.129	0.014	0.157	0.846	4.395	0.355	0.073	0.003	8.982	1.099	0.998	1	5
PARP2	-0.017	0.12	0.258	0.086	6.274	0.393	0.07	0.002	4.369	1.046	0.998	1	7
PARP3	-0.133	0.043	0.219	0.632	2.677	0.613	0.09	0	0	1	0.998	1	5
PARP4	-0.092	0.118	0.328	0.273	5.429	0.246	0.107	0.015	26.32	1.357	0.998	1	5
PARP6	-0.057	0.094	0.245	0.222	4.491	0.344	0.077	0.003	10.934	1.123	0.998	1	5
PARP9	-0.352	0.034	0.419	0.864	6.022	0.197	0.197	0.063	33.582	1.506	0.998	1	5
PARPBP	-0.134	-0.018	0.098	0.759	4.149	0.246	0.059	0.004	27.702	1.383	0.998	1	4
PARVA	-0.238	-0.073	0.092	0.387	4.135	0.126	0.084	0.011	51.633	2.068	0.998	1	3
PARVB	-0.152	0.014	0.181	0.865	3.58	0.466	0.085	0	0	1	0.998	1	5
PARVG	-0.268	-0.019	0.23	0.883	7.259	0.123	0.127	0.035	44.898	1.815	0.998	1	5
PASD1	-0.034	0.019	0.072	0.489	2.959	0.565	0.027	0	0	1	0.998	1	5
PASK	-0.188	-0.059	0.07	0.371	6.052	0.417	0.066	0	0.86	1.009	0.998	1	7
PATE4	-0.178	-0.043	0.093	0.535	0.097	0.953	0.069	0	0	1	0.998	1	3
PATJ	-0.255	-0.018	0.218	0.879	3.782	0.286	0.121	0.013	20.672	1.261	0.998	1	4
PATL1	-0.065	0.068	0.202	0.317	10.684	0.099	0.068	0.013	43.843	1.781	0.998	1	7
PATL2	-0.234	-0.079	0.077	0.322	5.103	0.403	0.079	0.001	2.024	1.021	0.998	1	6
PATZ1	-0.045	0.054	0.154	0.285	4.807	0.569	0.051	0	0	1	0.998	1	7
PAWR	-0.002	0.104	0.21	0.054	3.145	0.534	0.054	0	0	1	0.998	1	5
PAX1	-0.178	-0.021	0.137	0.798	9.166	0.057	0.08	0.017	56.361	2.292	0.998	1	5
PAX2	-0.094	-0.02	0.053	0.586	4	0.406	0.037	0	0.011	1	0.998	1	5
PAX3	-0.205	-0.074	0.058	0.27	8.062	0.089	0.067	0.01	50.387	2.016	0.998	1	5
PAX5	-0.002	0.108	0.217	0.054	3.337	0.765	0.056	0	0	1	0.998	1	7
PAX6	-0.106	-0.017	0.071	0.7	1.799	0.876	0.045	0	0	1	0.998	1	6
PAX7	-0.064	0.009	0.082	0.813	1.258	0.868	0.037	0	0	1	0.998	1	5
PAX8	-0.038	0.003	0.044	0.876	5.448	0.488	0.021	0	0	1	0.998	1	7
PAX9	-0.123	-0.031	0.061	0.508	5.732	0.22	0.047	0.004	30.215	1.433	0.998	1	5
PAXBP1	-0.129	0.021	0.17	0.789	0.94	0.919	0.077	0	0	1	0.998	1	5
PAXBP1-AS1	-0.354	-0.137	0.079	0.213	0.004	0.951	0.11	0	0	1	0.998	1	2
PAXIP1	-0.048	0.061	0.17	0.275	4.596	0.597	0.056	0	0	1	0.998	1	7
PBDC1	-0.133	0.199	0.531	0.24	1.596	0.45	0.169	0	0	1	0.998	1	3
PBK	-0.103	0.055	0.214	0.494	3.811	0.577	0.081	0	0	1	0.998	1	6
PBLD	-0.049	0.014	0.076	0.668	3.927	0.687	0.032	0	0	1	0.998	1	7
PBOV1	-0.029	0.003	0.034	0.86	1.501	0.827	0.016	0	0	1	0.998	1	5
PBRM1	-0.031	0.069	0.169	0.178	2.121	0.908	0.051	0	0	1	0.998	1	7
PBX1	-0.187	-0.067	0.053	0.274	2.139	0.907	0.061	0	0	1	0.998	1	7
PBX2	-0.09	0.108	0.306	0.286	13.361	0.038	0.101	0.035	55.095	2.227	0.998	1	7
PBX3	-0.126	0.041	0.208	0.629	12.548	0.051	0.085	0.023	52.185	2.091	0.998	1	7
PBX4	-0.088	0.089	0.267	0.324	8.337	0.214	0.09	0.015	28.028	1.389	0.998	1	7
PC	-0.167	0.033	0.233	0.747	10.303	0.112	0.102	0.025	41.763	1.717	0.998	1	7
PCA3	-0.119	-0.056	0.008	0.086	0.58	0.748	0.032	0	0	1	0.998	1	3
PCARE	-0.727	-0.15	0.427	0.611	2.312	0.128	0.294	0.1	56.744	2.312	0.998	1	2
PCBD1	-0.138	0.029	0.197	0.733	10.294	0.113	0.086	0.019	41.712	1.716	0.998	1	7
PCBD2	-0.058	0.061	0.181	0.315	3.59	0.732	0.061	0	0	1	0.998	1	7
PCBP1	-0.067	0.046	0.158	0.428	5.937	0.43	0.058	0	0	1	0.998	1	7
PCBP1-AS1	-0.113	0.018	0.148	0.791	0.558	0.757	0.067	0	0	1	0.998	1	3
PCBP2	-0.096	0.026	0.147	0.681	1.147	0.887	0.062	0	0	1	0.998	1	5
PCBP3	-0.182	-0.037	0.108	0.617	7.007	0.22	0.074	0.009	28.642	1.401	0.998	1	6
PCCA	-0.102	0.021	0.144	0.74	3.346	0.502	0.063	0	0	1	0.998	1	5
PCCB	-0.133	-0.03	0.073	0.567	1.367	0.85	0.052	0	0	1	0.998	1	5
PCDH10	-0.018	0.018	0.054	0.333	2.577	0.631	0.018	0	0	1	0.998	1	5
PCDH12	-0.142	0.016	0.174	0.843	4.253	0.643	0.081	0	0	1	0.998	1	7
PCDH15	-0.1	-0.013	0.074	0.766	5.625	0.229	0.044	0.003	28.892	1.406	0.998	1	5
PCDH17	-0.069	0.022	0.113	0.632	6.453	0.168	0.046	0.004	38.016	1.613	0.998	1	5
PCDH18	-0.188	-0.033	0.122	0.676	9.803	0.044	0.079	0.015	59.195	2.451	0.998	1	5
PCDH19	-0.132	-0.045	0.042	0.307	3.907	0.419	0.044	0	0	1	0.998	1	5
PCDH20	-0.311	-0.102	0.108	0.342	3.911	0.271	0.107	0.011	23.298	1.304	0.998	1	4
PCDH7	-0.068	0.032	0.132	0.529	5.48	0.242	0.051	0.004	27.004	1.37	0.998	1	5
PCDH8	-0.163	-0.033	0.096	0.616	6.051	0.195	0.066	0.008	33.892	1.513	0.998	1	5
PCDH9	-0.27	-0.065	0.139	0.531	12.53	0.051	0.104	0.033	52.115	2.088	0.998	1	7
PCDHA1	-0.424	-0.149	0.127	0.289	8.605	0.014	0.141	0.043	76.758	4.303	0.998	1	3
PCDHA11	-0.027	0.133	0.292	0.102	0.144	0.705	0.081	0	0	1	0.998	1	2
PCDHA13	-0.06	0.179	0.419	0.142	0.701	0.403	0.122	0	0	1	0.998	1	2
PCDHA2	-0.047	0.011	0.07	0.703	1.685	0.431	0.03	0	0	1	0.998	1	3
