lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
KCNK1	-0.046	-0.009	0.029	0.646	5.03	0.54	0.019	0	0	1	1	1	7
KCNK10	-0.002	0.028	0.057	0.067	2.688	0.912	0.015	0	0	1	1	1	8
KCNK12	-0.078	-0.036	0.007	0.1	6.928	0.328	0.022	0	13.399	1.155	1	1	7
KCNK13	-0.086	0.079	0.245	0.346	7.544	0.183	0.084	0.013	33.718	1.509	1	1	6
KCNK15	-0.139	0.134	0.407	0.337	3.138	0.208	0.139	0.027	36.262	1.569	1	1	3
KCNK16	-0.009	0.019	0.046	0.189	1.294	0.731	0.014	0	0	1	1	1	4
KCNK17	-0.195	-0.101	-0.007	0.036	2.78	0.595	0.048	0	0	1	1	1	5
KCNK18	-0.066	0.048	0.163	0.407	0.261	0.878	0.058	0	0	1	1	1	3
KCNK2	-0.042	-0.01	0.023	0.554	10.446	0.064	0.016	0.001	52.133	2.089	1	1	6
KCNK3	-0.024	0.006	0.037	0.676	3.853	0.697	0.015	0	0	1	1	1	7
KCNK4	-0.026	0.003	0.032	0.833	1.689	0.946	0.015	0	0	1	1	1	7
KCNK5	-0.171	-0.048	0.076	0.449	2.687	0.748	0.063	0	0	1	1	1	6
KCNK6	-0.002	0	0.003	0.982	7.22	0.406	0.001	0	3.049	1.031	1	1	8
KCNK7	-0.048	0.004	0.057	0.869	2.247	0.69	0.027	0	0	1	1	1	5
KCNK9	-0.079	0.016	0.11	0.746	0.241	0.971	0.048	0	0	1	1	1	4
KCNMA1	-0.053	0.02	0.093	0.592	15.993	0.025	0.037	0.005	56.23	2.285	1	1	8
KCNMB1	-0.264	-0.029	0.206	0.808	8.051	0.153	0.12	0.03	37.894	1.61	1	1	6
KCNMB2	-0.066	-0.004	0.059	0.902	2.766	0.429	0.032	0	0	1	1	1	4
KCNMB3	-0.031	0.067	0.164	0.181	1.765	0.881	0.05	0	0	1	1	1	6
KCNMB4	-0.027	0.004	0.036	0.785	7.406	0.494	0.016	0	0	1	1	1	9
KCNN1	-0.063	0.109	0.282	0.214	4.273	0.233	0.088	0.011	29.787	1.424	1	1	4
KCNN2	-0.136	-0.05	0.036	0.255	12.178	0.032	0.044	0.006	58.943	2.436	1	1	6
KCNN3	-0.034	-0.001	0.032	0.942	1.683	0.975	0.017	0	0	1	1	1	8
KCNN4	-0.165	-0.046	0.074	0.452	2.332	0.802	0.061	0	0	1	1	1	6
KCNQ1	-0.216	-0.062	0.093	0.434	1.816	0.77	0.079	0	0	1	1	1	5
KCNQ1-AS1	-0.039	0.059	0.157	0.239	0.248	0.619	0.05	0	0	1	1	1	2
KCNQ1DN	-0.192	0.029	0.249	0.799	2.128	0.345	0.113	0.003	6.003	1.064	1	1	3
KCNQ1OT1	-0.148	0.097	0.342	0.437	8.863	0.065	0.125	0.031	54.866	2.216	1	1	5
KCNQ2	-0.22	0.016	0.252	0.894	4.602	0.1	0.12	0.026	56.538	2.301	1	1	3
KCNQ3	-0.022	-0.002	0.019	0.867	5.76	0.33	0.01	0	13.191	1.152	1	1	6
KCNQ4	-0.096	0.018	0.133	0.754	0.066	0.967	0.058	0	0	1	1	1	3
KCNQ5	-0.158	0.007	0.172	0.934	10.336	0.066	0.084	0.017	51.627	2.067	1	1	6
KCNRG	-0.191	-0.069	0.054	0.273	8.477	0.132	0.063	0.009	41.014	1.695	1	1	6
KCNS1	-0.004	0	0.004	0.97	2.925	0.939	0.002	0	0	1	1	1	9
KCNS2	-0.052	-0.004	0.044	0.869	9.26	0.099	0.024	0.001	46.002	1.852	1	1	6
KCNS3	-0.084	-0.001	0.081	0.975	0.939	0.625	0.042	0	0	1	1	1	3
KCNT1	-0.088	0.004	0.097	0.925	12.678	0.027	0.047	0.007	60.563	2.536	1	1	6
KCNT2	-0.004	0	0.004	0.863	3.08	0.799	0.002	0	0	1	1	1	7
KCNU1	-0.018	0.052	0.123	0.147	3.034	0.386	0.036	0	1.135	1.011	1	1	4
KCNV1	-0.004	0	0.004	0.992	2.368	0.883	0.002	0	0	1	1	1	7
KCNV2	-0.053	-0.009	0.035	0.685	0.869	0.833	0.022	0	0	1	1	1	4
KCP	-0.095	0.071	0.236	0.401	1.257	0.533	0.084	0	0	1	1	1	3
KCTD1	-0.065	-0.012	0.041	0.662	16.495	0.057	0.027	0.002	45.439	1.833	1	1	10
KCTD10	-0.007	0.061	0.13	0.079	10.216	0.333	0.035	0.001	11.902	1.135	1	1	10
KCTD11	0.022	0.142	0.262	0.021	4.514	0.719	0.061	0	0	1	1	1	8
KCTD12	0.036	0.168	0.299	0.012	5.681	0.577	0.067	0	0	1	1	1	8
KCTD13	-0.034	0.002	0.038	0.9	5.211	0.877	0.018	0	0	1	1	1	11
KCTD14	-0.005	0	0.006	0.917	12.797	0.119	0.003	0	37.483	1.6	1	1	9
KCTD15	-0.004	0	0.004	0.962	7.145	0.712	0.002	0	0	1	1	1	11
KCTD16	-0.054	0.006	0.066	0.842	22.426	0.008	0.031	0.004	59.868	2.492	1	1	10
KCTD17	-0.078	0.011	0.1	0.81	2.063	0.956	0.045	0	0	1	1	1	8
KCTD18	-0.14	-0.007	0.126	0.916	3.276	0.858	0.068	0	0	1	1	1	8
KCTD19	-0.06	0.019	0.097	0.638	5.665	0.34	0.04	0.001	11.745	1.133	1	1	6
KCTD2	0.001	0.039	0.077	0.046	8.607	0.57	0.019	0	0	1	1	1	11
KCTD20	-0.067	0.027	0.121	0.572	7.867	0.344	0.048	0.002	11.017	1.124	1	1	8
KCTD21	-0.024	0.049	0.122	0.192	6.316	0.503	0.037	0	0	1	1	1	8
KCTD3	-0.037	0.006	0.049	0.791	9.281	0.412	0.022	0	3.027	1.031	1	1	10
KCTD4	-0.095	-0.04	0.015	0.149	4.192	0.381	0.028	0	4.579	1.048	1	1	5
KCTD5	-0.022	0.015	0.053	0.426	8.731	0.558	0.019	0	0	1	1	1	11
KCTD6	-0.027	0.008	0.042	0.664	12.157	0.275	0.018	0.001	17.744	1.216	1	1	11
KCTD7	-0.158	0.047	0.251	0.655	19.688	0.006	0.105	0.048	64.445	2.813	1	1	8
KCTD8	-0.088	0.011	0.109	0.828	13.165	0.068	0.05	0.008	46.828	1.881	1	1	8
KCTD9	-0.027	0.023	0.073	0.368	4.343	0.931	0.025	0	0	1	1	1	11
KDELC1	-0.139	-0.026	0.086	0.644	0.463	0.793	0.057	0	0	1	1	1	3
KDELC2	-0.083	-0.036	0.012	0.142	1.547	0.908	0.024	0	0	1	1	1	6
KDELR1	-0.027	-0.005	0.017	0.664	7.466	0.681	0.011	0	0	1	1	1	11
KDELR2	-0.055	0.029	0.112	0.505	16.107	0.065	0.043	0.005	44.125	1.79	1	1	10
KDELR3	-0.019	0.038	0.096	0.19	6.06	0.417	0.029	0	0.986	1.01	1	1	7
KDF1	-0.052	0.054	0.16	0.321	2.233	0.525	0.054	0	0	1	1	1	4
KDM1A	-0.106	0.007	0.119	0.906	5.283	0.382	0.057	0.001	5.363	1.057	1	1	6
KDM1B	-0.254	-0.042	0.17	0.699	14.783	0.039	0.108	0.044	52.647	2.112	1	1	8
KDM2A	-0.153	-0.055	0.044	0.275	3.82	0.701	0.05	0	0	1	1	1	7
KDM2B	-0.026	0.103	0.232	0.118	8.933	0.257	0.066	0.007	21.64	1.276	1	1	8
KDM3A	-0.09	0.018	0.125	0.744	3.091	0.797	0.055	0	0	1	1	1	7
KDM3B	-0.165	-0.032	0.102	0.642	7.355	0.289	0.068	0.006	18.422	1.226	1	1	7
KDM4A	-0.02	0.072	0.164	0.126	1.904	0.928	0.047	0	0	1	1	1	7
KDM4B	-0.173	-0.059	0.054	0.307	2.579	0.86	0.058	0	0	1	1	1	7
KDM4C	-0.132	-0.037	0.058	0.445	1.827	0.935	0.049	0	0	1	1	1	7
KDM4D	-0.071	-0.011	0.049	0.724	3.772	0.583	0.031	0	0	1	1	1	6
KDM4E	-0.136	0.016	0.168	0.837	1.497	0.473	0.078	0	0	1	1	1	3
KDM5A	-0.119	-0.018	0.083	0.727	3.896	0.792	0.051	0	0	1	1	1	8
KDM5B	-0.133	-0.029	0.074	0.578	3.714	0.812	0.053	0	0	1	1	1	8
KDM5C	-0.161	-0.075	0.011	0.089	0.863	0.973	0.044	0	0	1	1	1	6
KDM5D	-0.114	0.005	0.124	0.931	0.705	0.994	0.061	0	0	1	1	1	7
KDM6A	-0.288	-0.112	0.065	0.215	2.179	0.824	0.09	0	0	1	1	1	6
KDM6B	-0.138	-0.026	0.085	0.647	2.617	0.918	0.057	0	0	1	1	1	8
KDM7A	-0.132	-0.003	0.127	0.965	1.754	0.882	0.066	0	0	1	1	1	6
KDM7A-DT	-0.192	0.032	0.256	0.78	0.048	0.827	0.114	0	0	1	1	1	2
KDM8	-0.066	0.037	0.141	0.478	2.942	0.709	0.053	0	0	1	1	1	6
KDR	-0.112	0.008	0.127	0.9	6.835	0.233	0.061	0.006	26.848	1.367	1	1	6
KDSR	-0.083	0.101	0.285	0.283	9.671	0.139	0.094	0.022	37.958	1.612	1	1	7
KEAP1	-0.033	-0.005	0.023	0.721	10.318	0.413	0.014	0	3.085	1.032	1	1	11
KEL	-0.248	0.107	0.461	0.555	6.048	0.196	0.181	0.053	33.865	1.512	1	1	5
KERA	-0.034	0.002	0.037	0.918	2.326	0.802	0.018	0	0	1	1	1	6
KGFLP1	-0.401	-0.153	0.095	0.226	0.03	0.862	0.127	0	0	1	1	1	2
KGFLP2	-0.263	0.023	0.308	0.876	4.538	0.103	0.146	0.036	55.932	2.269	1	1	3
KHDC1	-0.07	-0.014	0.042	0.625	1.533	0.909	0.029	0	0	1	1	1	6
KHDC1L	-0.024	0.015	0.053	0.453	0.755	0.385	0.02	0	0	1	1	1	2
KHDC4	-0.187	-0.073	0.041	0.207	2.228	0.527	0.058	0	0	1	1	1	4
KHDRBS1	-0.058	-0.013	0.031	0.553	2.129	0.952	0.023	0	0	1	1	1	8
KHDRBS2	-0.459	-0.087	0.284	0.646	10.777	0.029	0.19	0.089	62.885	2.694	1	1	5
KHDRBS3	-0.046	-0.004	0.038	0.856	2.33	0.887	0.021	0	0	1	1	1	7
KHK	-0.002	0	0.002	0.983	3.842	0.954	0.001	0	0	1	1	1	11
KHNYN	-0.098	-0.019	0.061	0.647	5.479	0.602	0.041	0	0	1	1	1	8
KHSRP	-0.01	0.026	0.062	0.164	5.649	0.844	0.018	0	0	1	1	1	11
KIAA0020	-0.052	-0.017	0.017	0.323	1.268	0.938	0.018	0	0	1	1	1	6
KIAA0040	-0.144	-0.025	0.094	0.683	3.417	0.755	0.061	0	0	1	1	1	7
KIAA0087	-0.04	-0.002	0.035	0.907	2.758	0.431	0.019	0	0	1	1	1	4
KIAA0090	-0.02	0.003	0.026	0.792	2.783	0.595	0.012	0	0	1	1	1	5
KIAA0100	-0.088	0.057	0.203	0.44	1.989	0.575	0.074	0	0	1	1	1	4
KIAA0101	-0.007	0.013	0.034	0.194	0.871	0.972	0.01	0	0	1	1	1	6
KIAA0103	-0.015	0.019	0.054	0.274	0.869	0.648	0.018	0	0	1	1	1	3
KIAA0125	-0.308	0.015	0.338	0.927	0.196	0.658	0.165	0	0	1	1	1	2
KIAA0141	-0.004	0.025	0.054	0.09	1.74	0.884	0.015	0	0	1	1	1	6
KIAA0143	-0.049	-0.016	0.017	0.332	1.391	0.499	0.017	0	0	1	1	1	3
KIAA0152	-0.012	0.028	0.067	0.168	0.278	0.87	0.02	0	0	1	1	1	3
KIAA0157	-0.029	0.002	0.034	0.888	0.181	0.914	0.016	0	0	1	1	1	3
KIAA0174	-0.022	0.014	0.049	0.451	1.509	0.68	0.018	0	0	1	1	1	4
KIAA0179	-0.002	0	0.002	0.986	0.287	0.866	0.001	0	0	1	1	1	3
KIAA0182	-0.036	0.009	0.053	0.704	0.843	0.933	0.023	0	0	1	1	1	5
KIAA0195	-0.012	0.037	0.086	0.138	2.446	0.785	0.025	0	0	1	1	1	6
KIAA0196	-0.04	-0.012	0.017	0.427	2.335	0.801	0.015	0	0	1	1	1	6
KIAA0226	-0.096	0.001	0.097	0.989	0.004	0.952	0.049	0	0	1	1	1	2
KIAA0226L	-0.29	0.004	0.298	0.979	0.989	0.32	0.15	0	0	1	1	1	2
KIAA0232	-0.04	0	0.039	0.981	6.697	0.754	0.02	0	0	1	1	1	11
KIAA0240	-0.037	0.004	0.046	0.836	3.696	0.449	0.021	0	0	1	1	1	5
KIAA0247	-0.045	-0.011	0.022	0.513	1.193	0.946	0.017	0	0	1	1	1	6
KIAA0256	-0.013	0.02	0.054	0.233	0.653	0.721	0.017	0	0	1	1	1	3
KIAA0261	-0.071	-0.036	-0.001	0.042	2.01	0.57	0.018	0	0	1	1	1	4
KIAA0274	-0.029	0.004	0.037	0.81	2.214	0.331	0.017	0	9.649	1.107	1	1	3
KIAA0284	-0.051	-0.017	0.016	0.306	0.744	0.946	0.017	0	0	1	1	1	5
KIAA0310	-0.027	0.023	0.072	0.368	0.291	0.865	0.025	0	0	1	1	1	3
KIAA0319	-0.032	0.008	0.049	0.685	5.199	0.877	0.021	0	0	1	1	1	11
KIAA0319L	-0.031	-0.005	0.022	0.721	7.645	0.664	0.014	0	0	1	1	1	11
KIAA0323	-0.002	0	0.002	0.993	0.176	0.916	0.001	0	0	1	1	1	3
KIAA0350	-0.037	-0.006	0.026	0.732	2.133	0.344	0.016	0	6.251	1.067	1	1	3
KIAA0355	-0.055	-0.012	0.03	0.568	5.279	0.509	0.022	0	0	1	1	1	7
KIAA0367	-0.035	-0.004	0.026	0.778	0.711	0.871	0.016	0	0	1	1	1	4
KIAA0368	-0.017	0.023	0.063	0.266	1.377	0.927	0.02	0	0	1	1	1	6
KIAA0372	-0.005	0.027	0.059	0.104	0.698	0.705	0.016	0	0	1	1	1	3
KIAA0376	-0.006	0.028	0.061	0.111	0.567	0.753	0.017	0	0	1	1	1	3
KIAA0391	-0.009	0.021	0.051	0.178	1.573	0.955	0.015	0	0	1	1	1	7
KIAA0404	-0.013	0.02	0.052	0.23	0.587	0.746	0.017	0	0	1	1	1	3
KIAA0406	-0.035	-0.004	0.027	0.794	4.22	0.239	0.016	0	28.911	1.407	1	1	4
KIAA0408	-0.026	0.011	0.049	0.557	2.092	0.911	0.019	0	0	1	1	1	7
KIAA0409	-0.047	-0.01	0.028	0.615	1.15	0.563	0.019	0	0	1	1	1	3
KIAA0415	-0.876	-0.291	0.294	0.33	3.605	0.058	0.299	0.135	72.26	3.605	1	1	2
KIAA0423	-0.019	0.022	0.062	0.293	0.023	0.989	0.021	0	0	1	1	1	3
KIAA0427	-0.013	0.045	0.102	0.126	0.736	0.865	0.029	0	0	1	1	1	4
KIAA0430	-0.075	0.081	0.236	0.308	1.965	0.374	0.079	0	0	1	1	1	3
KIAA0446	-0.056	-0.023	0.01	0.175	0.74	0.691	0.017	0	0	1	1	1	3
KIAA0460	-0.023	0.034	0.091	0.241	3.162	0.367	0.029	0	5.111	1.054	1	1	4
KIAA0485	-0.194	-0.028	0.137	0.735	0.161	0.688	0.084	0	0	1	1	1	2
KIAA0494	-0.031	-0.003	0.026	0.855	3.572	0.467	0.014	0	0	1	1	1	5
KIAA0495	-0.029	0.006	0.041	0.734	3.179	0.365	0.018	0	5.626	1.06	1	1	4
KIAA0509	-0.289	0.078	0.446	0.676	5.465	0.019	0.188	0.059	81.702	5.465	1	1	2
KIAA0513	-0.054	-0.021	0.012	0.214	5.879	0.825	0.017	0	0	1	1	1	11
KIAA0523	-0.043	0.005	0.052	0.848	1.436	0.488	0.024	0	0	1	1	1	3
KIAA0528	-0.009	0.031	0.071	0.131	4.811	0.307	0.02	0	16.858	1.203	1	1	5
KIAA0556	-0.029	0.005	0.04	0.761	4.151	0.656	0.018	0	0	1	1	1	7
KIAA0564	-0.051	-0.013	0.025	0.504	2.621	0.623	0.019	0	0	1	1	1	5
KIAA0586	-0.002	0	0.002	0.981	7.216	0.705	0.001	0	0	1	1	1	11
KIAA0644	-0.114	-0.045	0.025	0.209	0.214	0.899	0.035	0	0	1	1	1	3
KIAA0649	-0.04	0.001	0.042	0.967	5.232	0.156	0.021	0.001	42.658	1.744	1	1	4
KIAA0664	-0.039	0.008	0.055	0.75	3.093	0.542	0.024	0	0	1	1	1	5
KIAA0672	-0.065	-0.033	-0.001	0.041	0.123	0.989	0.016	0	0	1	1	1	4
KIAA0683	-0.002	0	0.002	0.995	0.05	0.975	0.001	0	0	1	1	1	3
KIAA0690	-0.053	-0.008	0.037	0.727	0.205	0.902	0.023	0	0	1	1	1	3
KIAA0738	-0.024	0.002	0.028	0.891	0.907	0.635	0.013	0	0	1	1	1	3
KIAA0746	-0.018	0.013	0.044	0.422	1.978	0.372	0.016	0	0	1	1	1	3
KIAA0753	-0.047	-0.012	0.024	0.513	10.366	0.409	0.018	0	3.535	1.037	1	1	11
KIAA0754	-0.162	0.05	0.262	0.644	0.482	0.488	0.108	0	0	1	1	1	2
KIAA0773	-0.012	0.005	0.022	0.58	0.411	0.938	0.009	0	0	1	1	1	4
KIAA0789	-0.002	0	0.002	0.987	0.278	0.87	0.001	0	0	1	1	1	3
KIAA0802	-0.002	0	0.002	0.996	0.33	0.954	0.001	0	0	1	1	1	4
KIAA0825	-0.046	0.035	0.115	0.398	1.382	0.926	0.041	0	0	1	1	1	6
KIAA0831	-0.02	0.005	0.031	0.682	1.005	0.8	0.013	0	0	1	1	1	4
KIAA0859	-0.048	-0.016	0.016	0.328	1.026	0.599	0.016	0	0	1	1	1	3
KIAA0892	-0.04	0.002	0.044	0.921	0.473	0.925	0.022	0	0	1	1	1	4
KIAA0895	-0.091	-0.046	-0.001	0.045	4.828	0.566	0.023	0	0	1	1	1	7
KIAA0895L	-0.035	0.01	0.054	0.662	0.998	0.802	0.023	0	0	1	1	1	4
KIAA0907	-0.02	0.004	0.028	0.742	3.504	0.623	0.012	0	0	1	1	1	6
KIAA0913	-0.023	0.028	0.079	0.279	2.169	0.705	0.026	0	0	1	1	1	5
KIAA0922	-0.414	-0.055	0.304	0.764	6.915	0.032	0.183	0.071	71.077	3.457	1	1	3
KIAA0930	-0.129	0.023	0.175	0.766	7.083	0.313	0.078	0.006	15.292	1.181	1	1	7
KIAA0961	-0.047	-0.015	0.017	0.364	0.353	0.838	0.016	0	0	1	1	1	3
KIAA0980	-0.002	0	0.002	0.994	0.133	0.935	0.001	0	0	1	1	1	3
KIAA0999	-0.014	0.023	0.06	0.225	0.12	0.942	0.019	0	0	1	1	1	3
KIAA1009	-0.465	-0.131	0.203	0.442	0.124	0.724	0.17	0	0	1	1	1	2
KIAA1012	-0.029	-0.008	0.012	0.418	0.81	0.847	0.01	0	0	1	1	1	4
KIAA1024	-0.033	0.009	0.051	0.664	2.246	0.814	0.021	0	0	1	1	1	6
KIAA1026	-0.03	0.018	0.066	0.458	3.87	0.276	0.025	0.001	22.485	1.29	1	1	4
KIAA1033	-0.553	-0.182	0.19	0.338	3.1	0.212	0.19	0.039	35.486	1.55	1	1	3
KIAA1045	-0.053	-0.007	0.039	0.765	0.395	0.821	0.023	0	0	1	1	1	3
KIAA1107	-0.239	-0.088	0.063	0.254	1.448	0.229	0.077	0.004	30.935	1.448	1	1	2
KIAA1109	-0.023	0.043	0.109	0.199	0.59	0.745	0.034	0	0	1	1	1	3
KIAA1128	-0.068	-0.01	0.048	0.746	4.394	0.222	0.03	0.001	31.728	1.465	1	1	4
KIAA1143	-0.082	0.009	0.099	0.848	4.357	0.738	0.046	0	0	1	1	1	8
KIAA1147	-0.025	0.005	0.035	0.731	3.086	0.798	0.015	0	0	1	1	1	7
KIAA1160	-0.002	0	0.002	0.993	0.109	0.947	0.001	0	0	1	1	1	3
KIAA1161	-0.085	0.155	0.396	0.205	4.851	0.088	0.123	0.026	58.768	2.425	1	1	3
KIAA1189	-0.033	0.052	0.138	0.23	0.439	0.803	0.044	0	0	1	1	1	3
KIAA1191	-0.026	-0.004	0.019	0.737	11.639	0.31	0.011	0	14.082	1.164	1	1	11
KIAA1193	-0.046	-0.007	0.033	0.742	0.294	0.863	0.02	0	0	1	1	1	3
KIAA1199	-0.097	-0.038	0.021	0.207	3.256	0.516	0.03	0	0	1	1	1	5
KIAA1210	-0.117	-0.067	-0.017	0.009	0.739	0.946	0.025	0	0	1	1	1	5
KIAA1211	-0.062	0.025	0.113	0.566	0.125	0.94	0.044	0	0	1	1	1	3
KIAA1211L	-0.292	-0.141	0.009	0.065	0.666	0.415	0.077	0	0	1	1	1	2
KIAA1212	-0.029	0.022	0.073	0.402	0.327	0.849	0.026	0	0	1	1	1	3
KIAA1217	-0.005	-0.001	0.003	0.761	6.18	0.519	0.002	0	0	1	1	1	8
KIAA1244	-0.033	0.002	0.037	0.92	2.654	0.753	0.018	0	0	1	1	1	6
KIAA1257	-0.133	-0.016	0.101	0.789	1.274	0.529	0.06	0	0	1	1	1	3
KIAA1267	-0.014	0.029	0.071	0.188	2.078	0.721	0.022	0	0	1	1	1	5
KIAA1274	-0.225	0.056	0.337	0.697	0.522	0.47	0.143	0	0	1	1	1	2
KIAA1279	-0.089	-0.037	0.014	0.156	2.185	0.823	0.026	0	0	1	1	1	6
KIAA1287	-0.029	-0.002	0.024	0.877	1.41	0.494	0.013	0	0	1	1	1	3
KIAA1324	-0.004	0	0.004	0.962	1.972	0.922	0.002	0	0	1	1	1	7
KIAA1324L	-0.036	0.01	0.057	0.667	2.891	0.822	0.024	0	0	1	1	1	7
KIAA1328	-0.285	-0.09	0.105	0.366	10.202	0.116	0.1	0.024	41.186	1.7	1	1	7
KIAA1333	-0.004	0	0.004	0.99	5.136	0.162	0.002	0	41.588	1.712	1	1	4
KIAA1344	-0.004	0	0.004	0.912	1.958	0.376	0.002	0	0	1	1	1	3
KIAA1370	-0.078	-0.033	0.012	0.148	4.374	0.358	0.023	0	8.546	1.093	1	1	5
KIAA1377	-0.277	0.02	0.318	0.894	5.29	0.071	0.152	0.042	62.191	2.645	1	1	3
KIAA1407	-0.337	-0.037	0.264	0.811	1.073	0.585	0.153	0	0	1	1	1	3
KIAA1409	-0.049	-0.002	0.045	0.94	2.423	0.489	0.024	0	0	1	1	1	4
KIAA1411	-0.051	-0.019	0.013	0.235	0.982	0.612	0.016	0	0	1	1	1	3
KIAA1429	-0.121	0.026	0.173	0.729	0.966	0.617	0.075	0	0	1	1	1	3
KIAA1430	-0.134	0.023	0.18	0.772	0.418	0.811	0.08	0	0	1	1	1	3
KIAA1432	-0.126	0.008	0.142	0.907	0.729	0.695	0.068	0	0	1	1	1	3
KIAA1434	-0.085	-0.029	0.026	0.294	0.056	0.972	0.028	0	0	1	1	1	3
KIAA1446	-0.097	-0.034	0.03	0.299	0.423	0.81	0.032	0	0	1	1	1	3
KIAA1456	-0.426	-0.12	0.186	0.442	5.878	0.015	0.156	0.041	82.988	5.878	1	1	2
KIAA1462	-0.016	0.023	0.063	0.252	0.54	0.462	0.02	0	0	1	1	1	2
KIAA1467	-0.09	-0.025	0.039	0.442	10.075	0.073	0.033	0.003	50.371	2.015	1	1	6
KIAA1468	-0.048	-0.017	0.014	0.286	4.895	0.429	0.016	0	0	1	1	1	6
KIAA1522	-0.004	0	0.004	0.979	4.162	0.842	0.002	0	0	1	1	1	9
KIAA1524	-0.315	-0.063	0.19	0.627	4.378	0.112	0.129	0.027	54.315	2.189	1	1	3
KIAA1530	-0.041	0.075	0.191	0.203	5.81	0.214	0.059	0.005	31.152	1.452	1	1	5
KIAA1539	-0.007	0.042	0.092	0.095	3.706	0.447	0.025	0	0	1	1	1	5
KIAA1543	-0.066	-0.027	0.012	0.18	0.29	0.962	0.02	0	0	1	1	1	4
KIAA1549	-0.048	0.019	0.085	0.584	2.42	0.49	0.034	0	0	1	1	1	4
KIAA1549L	-0.068	-0.036	-0.003	0.031	1.81	0.771	0.017	0	0	1	1	1	5
KIAA1559	0	0.049	0.098	0.048	0.961	0.619	0.025	0	0	1	1	1	3
KIAA1576	-0.056	-0.005	0.045	0.839	0.016	0.992	0.026	0	0	1	1	1	3
KIAA1586	-0.155	-0.018	0.12	0.803	4.609	0.708	0.07	0	0	1	1	1	8
KIAA1598	-0.02	0.036	0.092	0.206	2.64	0.755	0.029	0	0	1	1	1	6
KIAA1600	-0.038	-0.001	0.035	0.937	0.372	0.946	0.019	0	0	1	1	1	4
KIAA1609	-0.174	-0.003	0.168	0.97	0.886	0.347	0.087	0	0	1	1	1	2
KIAA1614	-0.016	0.022	0.06	0.266	1.683	0.891	0.019	0	0	1	1	1	6
KIAA1614-AS1	-0.075	-0.014	0.046	0.644	0.453	0.797	0.031	0	0	1	1	1	3
KIAA1618	-0.039	0.015	0.069	0.583	6.131	0.105	0.027	0.001	51.065	2.044	1	1	4
KIAA1622	-0.096	-0.013	0.07	0.764	0.074	0.964	0.042	0	0	1	1	1	3
KIAA1644	-0.03	0.016	0.062	0.493	0.019	0.89	0.024	0	0	1	1	1	2
KIAA1654	-0.016	0.031	0.078	0.197	0.741	0.389	0.024	0	0	1	1	1	2
KIAA1656	-0.154	0.174	0.502	0.298	4.788	0.091	0.167	0.043	58.23	2.394	1	1	3
KIAA1661	-0.139	0.05	0.24	0.602	3.48	0.062	0.097	0.014	71.266	3.48	1	1	2
KIAA1671	-0.141	-0.043	0.054	0.385	1.699	0.945	0.05	0	0	1	1	1	7
KIAA1683	-0.002	0	0.002	0.995	1.303	0.935	0.001	0	0	1	1	1	6
KIAA1688	-0.014	0.034	0.083	0.168	2.139	0.544	0.025	0	0	1	1	1	4
KIAA1698	-0.026	0.009	0.044	0.612	0.91	0.635	0.018	0	0	1	1	1	3
KIAA1704	-0.411	-0.159	0.092	0.215	0.545	0.46	0.128	0	0	1	1	1	2
KIAA1712	-0.038	0.024	0.087	0.443	3.39	0.335	0.032	0	11.501	1.13	1	1	4
KIAA1715	-0.007	0.034	0.076	0.106	3.785	0.581	0.021	0	0	1	1	1	6
KIAA1727	-0.002	0	0.002	0.984	1.319	0.517	0.001	0	0	1	1	1	3
KIAA1729	-0.061	-0.021	0.019	0.299	0.187	0.911	0.02	0	0	1	1	1	3
KIAA1731	-0.305	-0.088	0.129	0.426	3.024	0.22	0.111	0.013	33.859	1.512	1	1	3
KIAA1737	-0.055	-0.023	0.008	0.149	6.281	0.179	0.016	0	36.312	1.57	1	1	5
KIAA1751	-0.017	0.013	0.044	0.38	0.546	0.99	0.015	0	0	1	1	1	6
KIAA1755	-0.035	0.031	0.097	0.361	2.638	0.756	0.034	0	0	1	1	1	6
KIAA1787	-0.046	-0.003	0.039	0.888	1.53	0.465	0.022	0	0	1	1	1	3
KIAA1797	-0.135	-0.05	0.035	0.249	7.829	0.098	0.043	0.004	48.906	1.957	1	1	5
KIAA1804	-0.151	-0.01	0.13	0.884	2.845	0.241	0.072	0.006	29.708	1.423	1	1	3
KIAA1815	-0.004	0.042	0.088	0.076	0.015	0.993	0.024	0	0	1	1	1	3
KIAA1826	-0.051	-0.022	0.007	0.132	0.81	0.937	0.015	0	0	1	1	1	5
KIAA1838	-0.022	0.006	0.034	0.668	2.411	0.3	0.014	0	17.037	1.205	1	1	3
KIAA1840	-0.005	0.022	0.05	0.11	0.245	0.885	0.014	0	0	1	1	1	3
KIAA1841	-0.243	-0.123	-0.003	0.044	1.648	0.649	0.061	0	0	1	1	1	4
KIAA1853	-0.067	-0.006	0.055	0.85	0.719	0.698	0.031	0	0	1	1	1	3
KIAA1875	-0.002	0	0.002	0.947	2.968	0.705	0.001	0	0	1	1	1	6
KIAA1893	-0.037	0.003	0.044	0.878	0.066	0.968	0.021	0	0	1	1	1	3
KIAA1900	-0.059	-0.005	0.049	0.862	0.859	0.651	0.028	0	0	1	1	1	3
